timestamp,agent_id,chunk_index,bytes,gap_ms,parse_ms
14013.5435153,collector,138,98,25.5724,0.0199
14013.548847,insight,139,98,25.7985,0.0173
14013.5660848,collector,139,98,22.5695,0.0171
14013.5735015,insight,140,105,24.6545,0.0163
14013.5947376,collector,140,97,28.6528,0.0236
14013.6010082,insight,141,110,27.5067,0.0303
14013.6228279,collector,141,98,28.0903,0.0176
14013.626776,insight,142,105,25.7678,0.0207
14013.6462849,collector,142,98,23.4570,0.0333
14013.6511331,insight,143,107,24.3571,0.0171
14013.6729641,collector,143,98,26.6792,0.0169
14013.677372,insight,144,109,26.2389,0.0218
14013.7051264,insight,145,107,27.7544,0.0369
14013.706955,collector,144,98,33.9909,0.0209
14013.729952,insight,146,102,24.8256,0.0407
14013.7325559,collector,145,98,25.6009,0.0202
14013.7572436,insight,147,108,27.2916,0.0383
14013.7604377,collector,146,98,27.8818,0.0283
14013.7833761,insight,148,101,26.1325,0.0291
14013.7873844,collector,147,98,26.9467,0.0207
14013.8118146,insight,149,105,28.4385,0.0526
14013.8149603,collector,148,98,27.5759,0.0343
14013.8368236,insight,150,105,25.0090,0.0444
14013.8395532,collector,149,98,24.5929,0.0276
14013.8639798,insight,151,98,27.1562,0.0419
14013.8666349,collector,150,98,27.0817,0.0279
14013.8883001,insight,152,99,24.3203,0.0594
14013.8921134,collector,151,98,25.4785,0.0351
14013.9109707,insight,153,100,22.6706,0.0223
14013.9202406,collector,152,98,28.1272,0.0283
14013.9378978,insight,154,103,26.9271,0.0221
14013.947475,collector,153,98,27.2344,0.0318
14013.9660025,insight,155,100,28.1047,0.0365
14013.972015,collector,154,98,24.5400,0.0194
14013.9903848,insight,156,98,24.3823,0.0212
14014.0007132,collector,155,98,28.6982,0.0459
14014.0181473,insight,157,100,27.7625,0.0204
14014.0244933,collector,156,98,23.7801,0.0326
14014.0453881,insight,158,99,27.2408,0.0194
14014.0501884,collector,157,98,25.6951,0.0241
14014.0778737,collector,158,98,27.6853,0.0326
14014.0792634,insight,159,99,33.8753,0.0236
14014.103339,collector,159,101,25.4653,0.0232
14014.1064538,insight,160,98,27.1904,0.0299
14014.1294893,collector,160,101,26.1503,0.0494
14014.1317128,insight,161,101,25.2590,0.0176
14014.1554263,collector,161,99,25.9370,0.0171
14014.1584139,insight,162,100,26.7011,0.0349
14014.1816343,collector,162,98,26.2080,0.0458
14014.1828352,insight,163,103,24.4213,0.0157
14014.2060197,collector,163,98,24.3854,0.0309
14014.2070118,insight,164,103,24.1766,0.0149
14014.232038,collector,164,102,26.0183,0.0171
14014.2352933,insight,165,100,28.2815,0.0180
14014.2589232,collector,165,102,26.8852,0.0325
14014.2614689,insight,166,100,26.1756,0.0442
14014.2836299,collector,166,104,24.7067,0.0163
14014.2866856,insight,167,108,25.2167,0.0492
14014.3128173,collector,167,104,29.1874,0.0322
14014.3142368,insight,168,102,27.5512,0.0532
14014.335791,collector,168,101,22.9737,0.0370
14014.3400245,insight,169,99,25.7877,0.0187
14014.3628332,collector,169,104,27.0422,0.0334
14014.3661516,insight,170,98,26.1271,0.0159
14014.3884727,collector,170,100,25.6395,0.0182
14014.3919649,insight,171,98,25.8133,0.0296
14014.4146801,collector,171,101,26.2074,0.0263
14014.4186839,insight,172,98,26.7190,0.0207
14014.4399295,collector,172,98,25.2494,0.0165
14014.4452377,insight,173,98,26.5538,0.0187
14014.4648855,collector,173,100,24.9560,0.0278
14014.4715507,insight,174,105,26.3130,0.0175
14014.4927619,collector,174,105,27.8764,0.0379
14014.4965054,insight,175,98,24.9547,0.0206
14014.5208161,collector,175,103,28.0542,0.0191
14014.5230961,insight,176,108,26.5907,0.0168
14014.5447282,collector,176,99,23.9121,0.0201
14014.5485302,insight,177,99,25.4341,0.0264
14014.5704933,collector,177,99,25.7651,0.0311
14014.5749166,insight,178,103,26.3864,0.0189
14014.5970156,collector,178,99,26.5223,0.0345
14014.5987757,insight,179,104,23.8591,0.0243
14014.6219555,collector,179,98,24.9399,0.0370
14014.6238963,insight,180,101,25.1206,0.0133
14014.6492488,collector,180,97,27.2933,0.0201
14014.6509331,insight,181,103,27.0368,0.0207
14014.6738285,collector,181,98,24.5797,0.0176
14014.677855,insight,182,104,26.9219,0.0233
14014.7011803,collector,182,103,27.3518,0.0454
14014.7050306,insight,183,99,27.1756,0.0281
14014.7253582,collector,183,98,24.1779,0.0217
14014.7288411,insight,184,107,23.8105,0.0372
14014.7534282,collector,184,104,28.0700,0.0329
14014.7588477,insight,185,98,30.0066,0.0169
14014.7785837,collector,185,106,25.1555,0.0174
14014.7844743,insight,186,99,25.6266,0.0174
14014.8048019,collector,186,98,26.2182,0.0186
14014.8108812,insight,187,108,26.4069,0.0206
14014.8319611,collector,187,98,27.1592,0.0229
14014.8391129,insight,188,98,28.2317,0.0204
14014.8583024,collector,188,98,26.3413,0.0333
14014.8662428,insight,189,101,27.1299,0.0214
14014.8877294,collector,189,98,29.4270,0.0403
14014.8921968,insight,190,105,25.9540,0.0397
14014.9149707,collector,190,98,27.2413,0.0262
14014.9211928,insight,191,106,28.9960,0.0670
14014.9405348,collector,191,97,25.5641,0.0271
14014.9481377,insight,192,104,26.9449,0.0168
14014.9695064,collector,192,98,28.9716,0.0268
14014.9763449,insight,193,99,28.2072,0.0160
14014.9968093,collector,193,98,27.3029,0.0184
14015.002435,insight,194,108,26.0901,0.0169
14015.0252271,collector,194,97,28.4178,0.0395
14015.0282607,insight,195,102,25.8257,0.0153
14015.052618,collector,195,98,27.3909,0.0797
14015.053586,insight,196,99,25.3253,0.0138
14015.0775488,collector,196,98,24.9308,0.0183
14015.0819353,insight,197,110,28.3493,0.0218
14015.1016932,collector,197,98,24.1444,0.0239
14015.1082143,insight,198,98,26.2790,0.0226
14015.129252,collector,198,98,27.5588,0.0296
14015.1350104,insight,199,98,26.7961,0.0153
14015.1544723,collector,199,98,25.2203,0.0319
14015.1605597,insight,200,98,25.5493,0.0331
14015.1799874,collector,200,98,25.5151,0.0168
14015.1868719,insight,201,98,26.3122,0.0228
14015.2062969,collector,201,98,26.3095,0.0327
14015.2146399,insight,202,104,27.7680,0.0246
14015.2316593,collector,202,98,25.3624,0.0402
14015.2413802,insight,203,99,26.7403,0.0184
14015.2591231,collector,203,98,27.4638,0.0279
14015.2678914,insight,204,108,26.5112,0.0191
14015.28683,collector,204,98,27.7069,0.0224
14015.2962367,insight,205,111,28.3453,0.0391
14015.3119619,collector,205,98,25.1319,0.0191
14015.322133,insight,206,100,25.8963,0.0298
14015.3363871,collector,206,98,24.4252,0.0254
14015.3494597,insight,207,104,27.3267,0.0194
14015.3630332,collector,207,101,26.6461,0.0448
14015.374369,insight,208,101,24.9093,0.0197
14015.3872799,collector,208,99,24.2467,0.0640
14015.4015445,insight,209,103,27.1755,0.0190
14015.411335,collector,209,98,24.0551,0.0344
14015.4290249,insight,210,98,27.4804,0.0406
14015.4355874,collector,210,100,24.2524,0.0204
14015.4548804,insight,211,98,25.8555,0.0158
14015.4639018,collector,211,100,28.3144,0.0367
14015.478444,insight,212,109,23.5636,0.0187
14015.4892353,collector,212,103,25.3335,0.0181
14015.5051649,insight,213,101,26.7209,0.0403
14015.5152644,collector,213,98,26.0291,0.0190
14015.5302345,insight,214,104,25.0696,0.0562
14015.5408091,collector,214,98,25.5447,0.0199
14015.5570529,insight,215,105,26.8184,0.0188
14015.5656886,collector,215,98,24.8795,0.0254
14015.5849845,insight,216,98,27.9316,0.0210
14015.5936466,collector,216,98,27.9580,0.0207
14015.6104033,insight,217,98,25.4188,0.0150
14015.6202778,collector,217,102,26.6312,0.0163
14015.6337423,insight,218,102,23.3390,0.0257
14015.6465367,collector,218,97,26.2589,0.0182
14015.6601101,insight,219,101,26.3678,0.0199
14015.6733346,collector,219,104,26.7979,0.0204
14015.6873292,insight,220,103,27.2191,0.0453
14015.7036284,collector,220,106,30.2938,0.0365
14015.71272,insight,221,107,25.3908,0.0397
14015.7279256,collector,221,98,24.2972,0.0448
14015.7377138,insight,222,106,24.9938,0.0334
14015.7549113,collector,222,98,26.9857,0.0262
14015.7649054,insight,223,102,27.1916,0.0305
14015.7800771,collector,223,98,25.1658,0.0150
14015.7903745,insight,224,98,25.4691,0.0427
14015.8066459,collector,224,96,26.5688,0.0170
14015.8160525,insight,225,99,25.6780,0.0306
14015.836788,collector,225,98,30.1421,0.0212
14015.8441496,insight,226,104,28.0971,0.0165
14015.8634331,collector,226,98,26.6451,0.0157
14015.870769,insight,227,106,26.6194,0.0335
14015.8903042,collector,227,97,26.8711,0.0165
14015.8985628,insight,228,100,27.7938,0.0167
14015.9171356,collector,228,98,26.8314,0.0212
14015.9247768,insight,229,101,26.2140,0.0381
14015.9447545,collector,229,97,27.6189,0.0254
14015.9482428,insight,230,104,23.4660,0.0266
14015.9696617,collector,230,97,24.9072,0.0306
14015.9742519,insight,231,105,26.0091,0.0287
14015.994883,collector,231,98,25.2213,0.0252
14016.0023954,insight,232,107,28.1435,0.0197
14016.0207019,collector,232,98,25.8189,0.0168
14016.0286131,insight,233,100,26.2177,0.0350
14016.0474177,collector,233,98,26.7158,0.0235
14016.0525143,insight,234,105,23.9012,0.0519
14016.073945,collector,234,98,26.5273,0.0363
14016.081265,insight,235,110,28.7507,0.0239
14016.0988301,collector,235,98,24.8851,0.0242
14016.1098601,insight,236,101,28.5951,0.0249
14016.1247377,collector,236,98,25.9076,0.0449
14016.1381464,insight,237,110,28.2863,0.0398
14016.1482457,collector,237,98,23.5080,0.0163
14016.1632895,insight,238,105,25.1431,0.0156
14016.1746295,collector,238,98,26.3838,0.0175
14016.1909515,insight,239,106,27.6620,0.0196
14016.2038694,collector,239,98,29.2399,0.0643
14016.2188402,insight,240,98,27.8887,0.0197
14016.2296671,collector,240,98,25.7977,0.0162
14016.2477972,insight,241,108,28.9570,0.0202
14016.2574046,collector,241,98,27.7375,0.0216
14016.2752306,insight,242,102,27.4334,0.0340
14016.2833874,collector,242,101,25.9828,0.0187
14016.3018332,insight,243,102,26.6026,0.0297
14016.3067918,collector,243,99,23.4044,0.0188
14016.3286808,insight,244,103,26.8476,0.0187
14016.3335272,collector,244,96,26.7354,0.0233
14016.3532979,insight,245,111,24.6171,0.0175
14016.3605358,collector,245,100,27.0086,0.0169
14016.3769274,insight,246,105,23.6295,0.0242
14016.3841518,collector,246,101,23.6160,0.0214
14016.4033016,insight,247,102,26.3742,0.0212
14016.4088093,collector,247,103,24.6575,0.0229
14016.4273629,insight,248,108,24.0613,0.0194
14016.436427,collector,248,98,27.6177,0.0254
14016.4547136,insight,249,100,27.3507,0.0424
14016.4611468,collector,249,98,24.7198,0.0262
14016.483067,insight,250,105,28.3534,0.0501
14016.4880788,collector,250,98,26.9320,0.0158
14016.5090786,insight,251,109,26.0116,0.0357
14016.511864,collector,251,98,23.7852,0.0256
14016.536739,insight,252,107,27.6604,0.0182
14016.5396637,collector,252,98,27.7997,0.0145
14016.5608124,insight,253,98,24.0734,0.0149
14016.568204,collector,253,103,28.5403,0.0213
14016.5870379,insight,254,101,26.2255,0.0179
14016.5938864,collector,254,98,25.6824,0.0187
14016.6130232,insight,255,99,25.9853,0.0327
14016.6190274,collector,255,104,25.1410,0.0145
14016.6404254,insight,256,98,27.4022,0.0257
14016.6440344,collector,256,105,25.0070,0.0151
14016.6675269,insight,257,98,27.1015,0.0276
14016.6702332,collector,257,98,26.1988,0.0520
14016.694132,insight,258,110,26.6051,0.0161
14016.6981588,collector,258,98,27.9256,0.0198
14016.7196142,insight,259,111,25.4822,0.0213
14016.7253113,collector,259,98,27.1525,0.0230
14016.7459895,insight,260,99,26.3753,0.0171
14016.7491103,collector,260,98,23.7990,0.0342
14016.7742899,insight,261,101,28.3004,0.0200
14016.7766196,collector,261,98,27.5093,0.0172
14016.798099,insight,262,98,23.8091,0.0150
14016.8035878,collector,262,98,26.9682,0.0230
14016.8241133,insight,263,97,26.0143,0.0189
14016.829857,collector,263,98,26.2692,0.0168
14016.8497644,insight,264,100,25.6511,0.0345
14016.8577047,collector,264,98,27.8477,0.0362
14016.8751698,insight,265,102,25.4054,0.0294
14016.8818046,collector,265,98,24.0999,0.0156
14016.9025496,insight,266,103,27.3798,0.0194
14016.9106029,collector,266,98,28.7983,0.0146
14016.9273672,insight,267,104,24.8176,0.0156
14016.9348677,collector,267,98,24.2648,0.0147
14016.9559925,insight,268,100,28.6253,0.0152
14016.9625473,collector,268,98,27.6796,0.0182
14016.984438,insight,269,102,28.4455,0.0212
14016.989111,collector,269,98,26.5637,0.0213
14017.0086449,insight,270,100,24.2069,0.0180
14017.0179071,collector,270,98,28.7961,0.0293
14017.0343774,insight,271,110,25.7325,0.0304
14017.0438686,collector,271,98,25.9615,0.0149
14017.0608154,insight,272,102,26.4380,0.0154
14017.0695664,collector,272,97,25.6978,0.0175
14017.0895017,insight,273,98,28.6863,0.0248
14017.0963445,collector,273,98,26.7781,0.0289
14017.1152103,insight,274,105,25.7086,0.0340
14017.1184188,collector,274,98,22.0743,0.0143
14017.1425417,insight,275,110,27.3314,0.0358
14017.1444151,collector,275,98,25.9963,0.0165
14017.1681823,insight,276,99,25.6406,0.0249
14017.1698844,collector,276,98,25.4693,0.0405
14017.1961268,insight,277,98,27.9445,0.0416
14017.1979043,collector,277,98,28.0199,0.0272
14017.2217163,insight,278,98,25.5895,0.0298
14017.2237879,collector,278,101,25.8836,0.0150
14017.2450909,insight,279,98,23.3746,0.0163
14017.2502632,collector,279,101,26.4753,0.0380
14017.2709339,insight,280,99,25.8430,0.0324
14017.2753982,collector,280,99,25.1350,0.0407
14017.2962508,insight,281,101,25.3169,0.0278
14017.2992805,collector,281,97,23.8823,0.0156
14017.3226733,insight,282,98,26.4225,0.0207
14017.3256818,collector,282,98,26.4013,0.0209
14017.346341,insight,283,98,23.6677,0.0178
14017.3509806,collector,283,99,25.2988,0.0160
14017.3705309,insight,284,101,24.1899,0.0193
14017.3783978,collector,284,100,27.4172,0.0375
14017.398804,insight,285,104,28.2731,0.0180
14017.40557,collector,285,104,27.1722,0.0293
14017.4232823,insight,286,108,24.4783,0.0185
14017.4305539,collector,286,107,24.9839,0.0202
14017.4489804,insight,287,101,25.6981,0.0223
14017.4566567,collector,287,104,26.1028,0.0184
14017.4758053,insight,288,111,26.8249,0.0175
14017.4834717,collector,288,100,26.8150,0.0539
14017.5020878,insight,289,104,26.2825,0.0261
14017.5109509,collector,289,101,27.4792,0.0163
14017.5281954,insight,290,102,26.1076,0.0214
14017.5356792,collector,290,98,24.7283,0.0150
14017.5559173,insight,291,102,27.7219,0.0151
14017.5640063,collector,291,100,28.3271,0.0431
14017.5805071,insight,292,101,24.5898,0.0221
14017.5886844,collector,292,99,24.6781,0.0178
14017.6053633,insight,293,107,24.8562,0.0340
14017.6139868,collector,293,104,25.3024,0.0202
14017.6305258,insight,294,105,25.1625,0.0323
14017.6386305,collector,294,105,24.6437,0.0685
14017.6549129,insight,295,98,24.3871,0.0438
14017.6634409,collector,295,100,24.8104,0.0248
14017.6811579,insight,296,105,26.2450,0.0240
14017.6888888,collector,296,102,25.4479,0.0275
14017.7029852,insight,297,100,21.8273,0.0227
14017.7157576,collector,297,100,26.8688,0.0183
14017.7296975,insight,298,99,26.7123,0.0347
14017.7407788,collector,298,99,25.0212,0.0179
14017.7565831,insight,299,110,26.8856,0.0466
14017.7671655,collector,299,99,26.3867,0.0285
14017.7824388,insight,300,107,25.8557,0.0179
14017.7935661,collector,300,106,26.4006,0.0206
14017.8070277,insight,301,100,24.5889,0.0212
14017.8198371,collector,301,107,26.2710,0.0181
14017.831989,insight,302,100,24.9613,0.0222
14017.8456483,collector,302,100,25.8112,0.0213
14017.8591508,insight,303,99,27.1618,0.0660
14017.8722251,collector,303,101,26.5768,0.0336
14017.8834475,insight,304,99,24.2967,0.0295
14017.8987394,collector,304,105,26.5143,0.0196
14017.9109852,insight,305,99,27.5377,0.0178
14017.924753,collector,305,106,26.0136,0.0186
14017.9377624,insight,306,101,26.7772,0.0245
14017.9503994,collector,306,104,25.6464,0.0172
14017.963975,insight,307,104,26.2126,0.0406
14017.9765737,collector,307,104,26.1743,0.0163
14017.9904432,insight,308,101,26.4682,0.0331
14018.0019011,collector,308,101,25.3274,0.0162
14018.0154633,insight,309,99,25.0201,0.0155
14018.0271174,collector,309,99,25.2163,0.0147
14018.0430237,insight,310,104,27.5604,0.0182
14018.0524267,collector,310,106,25.3093,0.0157
14018.0695656,insight,311,100,26.5419,0.0206
14018.0763875,collector,311,98,23.9608,0.0164
14018.0971061,insight,312,98,27.5405,0.1788
14018.1004097,collector,312,98,24.0222,0.0153
14018.1225388,insight,313,98,25.4327,0.0304
14018.1252505,collector,313,107,24.8408,0.0269
14018.1476787,insight,314,98,25.1399,0.0170
14018.1491045,collector,314,98,23.8540,0.0369
14018.1736101,insight,315,98,25.9314,0.0172
14018.1749694,collector,315,102,25.8649,0.0156
14018.1993687,insight,316,105,25.7586,0.0234
14018.202486,collector,316,103,27.5166,0.0132
14018.2238118,insight,317,98,24.4431,0.0239
14018.2283709,collector,317,113,25.8849,0.0155
14018.250295,insight,318,96,26.4832,0.0365
14018.2544807,collector,318,108,26.1098,0.0181
14018.2764432,insight,319,98,26.1482,0.0530
14018.2789849,collector,319,109,24.5042,0.0179
14018.3028953,insight,320,98,26.4521,0.0233
14018.3059611,collector,320,98,26.9762,0.0119
14018.3315801,insight,321,98,28.6848,0.0322
14018.3330187,collector,321,99,27.0576,0.0138
14018.3568926,insight,322,100,25.3125,0.0318
14018.359542,collector,322,98,26.5233,0.0235
14018.3837402,insight,323,101,26.8476,0.0345
14018.3850439,collector,323,100,25.5019,0.0142
14018.4073468,insight,324,98,23.6066,0.0150
14018.4093956,collector,324,99,24.3517,0.0380
14018.4326643,insight,325,103,25.3175,0.0242
14018.4356596,collector,325,104,26.2640,0.0203
14018.4593257,insight,326,102,26.6614,0.0342
14018.4620869,collector,326,105,26.4273,0.0178
14018.4850125,insight,327,106,25.6868,0.0316
14018.486586,collector,327,99,24.4991,0.0154
14018.511481,insight,328,102,26.4685,0.0160
14018.5132159,collector,328,106,26.6299,0.0142
14018.5369017,insight,329,100,25.4207,0.0170
14018.5405228,collector,329,100,27.3069,0.0263
14018.5593214,insight,330,99,22.4197,0.0182
14018.5628745,collector,330,99,22.3517,0.0353
14018.5855296,insight,331,104,26.2082,0.0170
14018.590836,collector,331,100,27.9615,0.0190
14018.6114039,insight,332,100,25.8743,0.0323
14018.6191547,collector,332,98,28.3187,0.0472
14018.6380346,insight,333,99,26.6307,0.0486
14018.6450054,collector,333,104,25.8507,0.0256
14018.6606126,insight,334,106,22.5780,0.0156
14018.6712924,collector,334,98,26.2870,0.0171
14018.6872871,insight,335,102,26.6745,0.0470
14018.6989541,collector,335,98,27.6617,0.0319
14018.7137424,insight,336,98,26.4553,0.0167
14018.7219826,collector,336,107,23.0285,0.0170
14018.7404522,insight,337,103,26.7098,0.0226
14018.7492868,collector,337,103,27.3042,0.0265
14018.7676693,insight,338,101,27.2171,0.0220
14018.7737359,collector,338,106,24.4491,0.0229
14018.7944517,insight,339,106,26.7824,0.0180
14018.7997027,collector,339,106,25.9668,0.0558
14018.8194116,insight,340,100,24.9599,0.0168
14018.8248311,collector,340,104,25.1284,0.0169
14018.8442587,insight,341,99,24.8471,0.0200
14018.8495316,collector,341,102,24.7005,0.0271
14018.8711412,insight,342,105,26.8825,0.0342
14018.8759211,collector,342,110,26.3895,0.0301
14018.8959843,insight,343,105,24.8431,0.0306
14018.9003226,collector,343,103,24.4015,0.0256
14018.9222026,insight,344,106,26.2183,0.0346
14018.9241691,collector,344,98,23.8465,0.0147
14018.9480019,insight,345,100,25.7993,0.0214
14018.9505209,collector,345,111,26.3518,0.0160
14018.972226,insight,346,105,24.2241,0.0199
14018.97694,collector,346,101,26.4191,0.0201
14018.9975325,insight,347,105,25.3065,0.0170
14019.002403,collector,347,105,25.4630,0.0203
14019.0214742,insight,348,106,23.9417,0.0415
14019.0270225,collector,348,100,24.6195,0.0242
14019.0458483,insight,349,101,24.3741,0.0236
14019.0533771,collector,349,102,26.3546,0.0176
14019.0726368,insight,350,105,26.7885,0.0176
14019.0807398,collector,350,104,27.3627,0.0416
14019.0977078,insight,351,104,25.0710,0.0166
14019.108235,collector,351,99,27.4952,0.0173
14019.1260475,insight,352,103,28.3397,0.0319
14019.1359201,collector,352,98,27.6851,0.0215
14019.1516275,insight,353,105,25.5800,0.0187
14019.1604907,collector,353,98,24.5706,0.0174
14019.1790897,insight,354,101,27.4622,0.0179
14019.1865624,collector,354,98,26.0717,0.0307
14019.2061362,insight,355,106,27.0465,0.0344
14019.2090969,collector,355,99,22.5345,0.0153
14019.2328352,insight,356,104,26.6990,0.0251
14019.2371908,collector,356,108,28.0939,0.0198
14019.2587376,insight,357,97,25.9024,0.0314
14019.2640247,collector,357,99,26.8339,0.0174
14019.2855938,insight,358,102,26.8562,0.0194
14019.2895754,collector,358,98,25.5507,0.0155
14019.3137372,insight,359,104,28.1434,0.0151
14019.3178339,collector,359,100,28.2585,0.0215
14019.3388465,insight,360,108,25.1093,0.0163
14019.3431672,collector,360,104,25.3333,0.0400
14019.3641521,insight,361,105,25.3056,0.0160
14019.3695103,collector,361,98,26.3431,0.0532
14019.3887228,insight,362,101,24.5707,0.0153
14019.3954659,collector,362,99,25.9556,0.0170
14019.414483,insight,363,103,25.7602,0.0153
14019.4226678,collector,363,98,27.2019,0.0456
14019.4387395,insight,364,100,24.2565,0.0175
14019.4481824,collector,364,100,25.5146,0.0181
14019.4641716,insight,365,98,25.4321,0.0179
14019.4751748,collector,365,99,26.9924,0.1165
14019.4907644,insight,366,107,26.5928,0.0181
14019.5009036,collector,366,100,25.7288,0.0424
14019.5140466,insight,367,102,23.2822,0.0176
14019.5260387,collector,367,102,25.1351,0.0430
14019.5382774,insight,368,101,24.2308,0.0239
14019.5508363,collector,368,105,24.7976,0.0193
14019.5630962,insight,369,104,24.8188,0.0302
14019.5752858,collector,369,100,24.4495,0.0315
14019.5895799,insight,370,103,26.4837,0.0442
14019.6023764,collector,370,99,27.0906,0.0157
14019.6179052,insight,371,97,28.3253,0.0308
14019.6273305,collector,371,100,24.9541,0.0142
14019.6438025,insight,372,99,25.8973,0.0152
14019.6527067,collector,372,99,25.3762,0.0172
14019.6700114,insight,373,98,26.2089,0.0157
14019.6783788,collector,373,100,25.6721,0.0203
14019.6968247,insight,374,98,26.8133,0.0359
14019.7048215,collector,374,98,26.4427,0.0237
14019.7208424,insight,375,100,24.0177,0.0282
14019.7305403,collector,375,101,25.7188,0.0146
14019.7476177,insight,376,102,26.7753,0.0160
14019.7569545,collector,376,98,26.4142,0.0197
14019.7716894,insight,377,101,24.0717,0.0372
14019.7802251,collector,377,97,23.2706,0.0235
14019.79669,insight,378,105,25.0006,0.0309
14019.8051612,collector,378,107,24.9361,0.0691
14019.8212372,insight,379,108,24.5472,0.0353
14019.8309351,collector,379,102,25.7739,0.0247
14019.8458997,insight,380,100,24.6625,0.0341
14019.8562818,collector,380,100,25.3467,0.0211
14019.8709743,insight,381,99,25.0746,0.0352
14019.8816873,collector,381,98,25.4055,0.0216
14019.897892,insight,382,107,26.9177,0.0286
14019.9075052,collector,382,102,25.8179,0.0173
14019.9236325,insight,383,99,25.7405,0.0200
14019.9315706,collector,383,105,24.0654,0.0176
14019.9495152,insight,384,102,25.8827,0.0185
14019.9577194,collector,384,103,26.1488,0.0174
14019.9750373,insight,385,106,25.5221,0.0479
14019.9852561,collector,385,97,27.5367,0.0421
14020.0003666,insight,386,108,25.3293,0.0190
14020.010226,collector,386,98,24.9699,0.0186
14020.0280701,insight,387,102,27.7035,0.0242
14020.0350512,collector,387,98,24.8252,0.0211
14020.0523521,insight,388,100,24.2820,0.0213
14020.0597465,collector,388,98,24.6953,0.0146
14020.0781165,insight,389,102,25.7644,0.0259
14020.0883736,collector,389,98,28.6271,0.0190
14020.1029844,insight,390,104,24.8679,0.0181
14020.1128598,collector,390,98,24.4862,0.0298
14020.1264869,insight,391,102,23.5025,0.0175
14020.1377135,collector,391,97,24.8537,0.0214
14020.1510259,insight,392,104,24.5390,0.0308
14020.1617762,collector,392,98,24.0627,0.0332
14020.1791584,insight,393,105,28.1325,0.0333
14020.1886563,collector,393,98,26.8801,0.0387
14020.2052877,insight,394,98,26.1293,0.0229
14020.2148516,collector,394,98,26.1953,0.0151
14020.2316877,insight,395,100,26.4000,0.0173
14020.2399702,collector,395,98,25.1186,0.0198
14020.2585104,insight,396,102,26.8227,0.0232
14020.2650204,collector,396,98,25.0502,0.0164
14020.2845409,insight,397,99,26.0305,0.0272
14020.293031,collector,397,99,28.0106,0.0178
14020.3105116,insight,398,105,25.9707,0.0392
14020.3213426,collector,398,101,28.3116,0.0161
14020.3372302,insight,399,104,26.7186,0.0195
14020.3448423,collector,399,102,23.4997,0.0188
14020.360321,insight,400,106,23.0908,0.0176
14020.3737518,collector,400,101,28.9095,0.0201
14020.3863568,insight,401,98,26.0358,0.0220
14020.3983532,collector,401,100,24.6014,0.0176
14020.4119252,insight,402,107,25.5684,0.0159
14020.4248039,collector,402,107,26.4507,0.0249
14020.4394771,insight,403,103,27.5519,0.0155
14020.4526133,collector,403,105,27.8094,0.0260
14020.4672322,insight,404,104,27.7551,0.0256
14020.4774934,collector,404,109,24.8801,0.0157
14020.4924814,insight,405,100,25.2492,0.0230
14020.5014887,collector,405,105,23.9953,0.0429
14020.5188869,insight,406,108,26.4055,0.0178
14020.5294127,collector,406,97,27.9240,0.0183
14020.5435149,insight,407,102,24.6280,0.0169
14020.5533098,collector,407,101,23.8971,0.0308
14020.5686884,insight,408,109,25.1735,0.0165
14020.5799753,collector,408,99,26.6655,0.0232
14020.5940041,insight,409,101,25.3157,0.0156
14020.6073726,collector,409,110,27.3973,0.0171
14020.6183221,insight,410,101,24.3180,0.0169
14020.6349313,collector,410,100,27.5587,0.0244
14020.6426069,insight,411,98,24.2848,0.0165
14020.661654,collector,411,99,26.7227,0.0164
14020.6704295,insight,412,98,27.8226,0.0213
14020.6885406,collector,412,102,26.8866,0.0157
14020.6974978,insight,413,106,27.0683,0.0305
14020.7132967,collector,413,102,24.7561,0.0179
14020.7238115,insight,414,98,26.3137,0.0377
14020.7404521,collector,414,112,27.1554,0.0250
14020.748661,insight,415,102,24.8495,0.0174
14020.7678207,collector,415,100,27.3686,0.0314
14020.774604,insight,416,104,25.9430,0.0241
14020.7948436,collector,416,105,27.0229,0.0255
14020.8020702,insight,417,99,27.4662,0.0489
14020.819177,collector,417,105,24.3334,0.0430
14020.8308021,insight,418,104,28.7319,0.0434
14020.8446458,collector,418,101,25.4688,0.0170
14020.8569359,insight,419,105,26.1338,0.0200
14020.8717624,collector,419,107,27.1166,0.0192
14020.8828856,insight,420,105,25.9497,0.0274
14020.8998991,collector,420,101,28.1367,0.0260
14020.9109565,insight,421,106,28.0709,0.0194
14020.9267884,collector,421,107,26.8893,0.0205
14020.9374896,insight,422,104,26.5331,0.0257
14020.9554264,collector,422,100,28.6380,0.0231
14020.9608161,insight,423,101,23.3265,0.0186
14020.9828064,collector,423,106,27.3800,0.0375
14020.9891594,insight,424,107,28.3433,0.0232
14021.0104582,collector,424,111,27.6518,0.0234
14021.0156154,insight,425,100,26.4560,0.0291
14021.0372554,collector,425,101,26.7972,0.0209
14021.0422478,insight,426,105,26.6324,0.0183
14021.0625457,collector,426,101,25.2903,0.0190
14021.068309,insight,427,109,26.0612,0.0182
14021.0922577,collector,427,106,29.7120,0.0322
14021.0958777,insight,428,98,27.5687,0.0309
14021.1192553,collector,428,98,26.9976,0.0232
14021.1212067,insight,429,105,25.3290,0.0155
14021.1460794,collector,429,105,26.8241,0.0206
14021.147486,insight,430,99,26.2793,0.0122
