timestamp,lag_ms
14007.1518906,3.1379
14007.2579272,6.0251
14007.3643674,6.4281
14007.4649691,0.5863
14007.5690933,4.0652
14007.6763857,7.2672
14007.7841165,7.7118
14007.8931412,8.9712
14007.9996143,6.4339
14008.1064278,6.7631
14008.2125845,6.1241
14008.3188172,6.2132
14008.4240059,5.1756
14008.5300783,6.0574
14008.6307379,0.6423
14008.7355178,4.6993
14008.8439425,8.4105
14008.9486984,4.7282
14009.0566355,7.9248
14009.1657781,9.1271
14009.2743529,8.5612
14009.3817925,7.3846
14009.4893822,7.5767
14009.5978202,8.4256
14009.708584,10.7517
14009.8173242,8.6493
14009.920577,3.1441
14010.0255319,4.9408
14010.1263066,0.7462
14010.2325989,6.2453
14010.3331899,0.5677
14010.4339457,0.7273
14010.5356465,1.5914
14010.6402044,4.5416
14010.7415015,1.2816
14010.8484949,6.9374
14010.9516005,3.0039
14011.0609699,9.3470
14011.1703771,9.3849
14011.2713823,0.8500
14011.3794152,8.0147
14011.4852696,5.8263
14011.5899364,4.6544
14011.6914858,1.5358
14011.7939807,2.3793
14011.8993406,5.3429
14012.0081402,8.7774
14012.1105213,2.3676
14012.2132764,2.7155
14012.3214749,8.1763
14012.4277746,6.1730
14012.5311729,3.3848
14012.6340595,2.8727
14012.7344402,0.3606
14012.8347392,0.2735
14012.9360229,1.2494
14013.0433322,7.2906
14013.1505694,7.1385
14013.2585126,7.8076
14013.3659466,7.3659
14013.4733527,7.3097
14013.5736694,0.3004
14013.6774947,3.8012
14013.7800774,2.5679
14013.887691,7.5274
14013.9905027,2.6975
14014.1030802,12.5635
14014.2063004,3.1569
14014.3132165,6.8671
14014.4147728,1.5134
14014.518686,3.8952
14014.6221677,3.3974
14014.7254625,3.2738
14014.8261939,0.7186
14014.9331319,6.8745
14015.0390594,5.8389
14015.1465176,7.4070
14015.2545175,7.9347
14015.3607584,6.1870
14015.4640399,3.2211
14015.5658074,1.7472
14015.6662306,0.4098
14015.7733381,7.0257
14015.8816824,8.2853
14015.9885925,6.8528
14016.0967731,8.1446
14016.2041186,7.2752
14016.3068907,2.7506
14016.4089224,2.0193
14016.5092482,0.3070
14016.6132857,4.0175
14016.7197363,6.4306
14016.8242145,4.4576
14016.9261491,1.9214
14017.034523,8.1697
14017.1427158,8.1787
14017.2451955,2.4563
14017.3464363,1.2261
14017.4490941,2.6457
14017.5560051,6.8964
14017.6635963,7.5795
14017.7673415,3.7288
14017.8723672,4.9958
14017.9755314,3.1429
14018.0765083,0.9246
14018.1911609,14.6391
14018.2978532,6.6414
14018.4061676,8.2681
14018.5115754,5.2920
14018.61928,7.6931
14018.7220756,2.7266
14018.8249892,2.8981
14018.9272916,2.2687
14019.0351843,7.8222
14019.1361042,0.8620
14019.2373029,1.1844
14019.3389681,1.6518
14019.4482608,9.2788
14019.5509377,2.6634
14019.6528131,1.8625
14019.7565701,3.7445
14019.8635534,6.9008
14019.97184,8.2395
14020.0782542,6.3056
14020.1794427,1.1740
14020.2846396,5.1668
14020.3865035,1.8527
14020.4925889,6.0604
14020.5941249,1.5222
14020.6976183,3.4813
14020.8015305,3.8986
14020.909188,7.5074
14021.0105842,1.2862
14021.1193616,8.7614
14021.2235871,4.2123
14021.3260094,2.4039
14021.433398,7.2728
14021.53538,1.9383
14021.6413814,5.9895
14021.7438181,2.4258
14021.846053,2.2193
14021.9484878,2.4219
14022.0536464,5.1469
14022.1551575,1.4727
14022.2597241,4.5127
14022.3608186,1.0812
14022.4625662,1.7219
14022.5644936,1.9122
14022.6670287,2.5218
14022.7695899,2.5377
14022.8771088,7.4398
14022.9874518,10.2920
14023.0943421,6.7846
14023.198283,3.9264
14023.3001126,1.8182
14023.4023422,2.2123
14023.5077616,5.4045
14023.6085416,0.7390
14023.7098697,1.3028
14023.8138363,3.9529
14023.9165391,2.6723
14024.017424,0.8344
14024.1230514,5.5689
14024.2266954,3.6269
14024.3305667,3.8519
14024.4314303,0.8422
14024.5384395,6.9600
14024.6430465,4.5077
14024.7469904,3.9287
14024.8591637,12.1514
14024.9629824,3.8064
14025.0700798,7.0841
14025.1719982,1.9053
14025.2750789,3.0615
14025.3827636,7.5785
14025.4903419,7.4507
14025.5983521,7.9233
14025.7036568,5.2450
14025.8056625,1.9556
14025.9060456,0.3689
14026.0076941,1.6273
14026.1137034,5.9962
14026.2150345,1.3203
14026.3155181,0.4686
14026.4180166,2.4800
14026.5208695,2.8333
14026.6274746,6.5924
14026.7348963,7.3214
14026.8399023,4.9889
14026.9445069,4.5925
14027.0487496,4.2277
14027.1494246,0.6597
14027.2574687,7.9197
14027.3655411,8.0196
14027.470789,5.2294
14027.5808196,10.0178
14027.6877572,6.8132
14027.7894519,1.5638
14027.8902362,0.7670
14027.9955079,5.2515
14028.1020833,6.4641
14028.2102505,8.1541
14028.3162596,5.9537
14028.4226517,6.3763
14028.5270528,4.3866
14028.6306045,3.5090
14028.7348717,4.2307
14028.8388638,3.8900
14028.9453022,6.4186
14029.0532548,7.9400
14029.1564674,3.1717
14029.2572858,0.8056
14029.3638595,6.4201
14029.4724887,8.5590
14029.5787377,6.1423
14029.6823901,3.5648
14029.7899293,7.5259
14029.8908097,0.8616
14029.9952723,4.4411
14030.1021215,6.7759
14030.2100151,7.8491
14030.3160479,5.9333
14030.4197893,3.7108
14030.5262071,6.3988
14030.6292245,2.9997
14030.7316839,2.4369
14030.8389658,7.2264
14030.9464078,7.3235
14031.0539729,7.4732
14031.1614596,7.3587
14031.2685688,7.0333
14031.3707818,2.1978
14031.4792431,8.4312
14031.586482,7.2175
14031.6924325,5.9352
14031.7970789,4.5458
14031.8993812,2.2841
14032.0069836,7.5247
14032.1150194,7.9481
14032.2228988,7.7906
14032.3279296,4.9511
14032.4366117,8.6682
14032.5381587,1.5282
14032.6399891,1.8101
14032.745333,5.2379
14032.8490356,3.6894
14032.9521973,3.1426
14033.0555916,3.3787
14033.1633414,7.6788
14033.270982,7.5636
14033.3772843,6.2728
14033.4814336,4.1366
14033.5859537,4.5057
14033.6890198,3.0488
14033.7931401,3.9976
14033.8995386,6.3840
14034.0060524,6.4901
14034.1148569,8.7864
14034.2210264,6.1433
14034.3226657,1.6271
14034.430456,7.7230
14034.5363832,5.8459
14034.6433256,6.9288
14034.750349,7.0122
14034.8556898,5.2925
14034.962024,6.3189
14035.0658624,3.8150
14035.167406,1.5112
14035.2767208,9.2576
14035.3821112,5.3785
14035.4926763,10.5514
14035.6029979,10.2768
14035.7074667,4.3579
14035.8105249,3.0398
14035.911532,0.9913
14036.0162384,4.6907
14036.1195828,3.2213
14036.2229353,3.3410
14036.3244404,1.4918
14036.4272865,2.7233
14036.531264,3.9659
14036.6369649,5.6856
14036.7404736,3.4964
14036.8483418,7.7523
14036.9519523,3.5502
14037.0553022,3.3368
14037.1564201,1.0987
14037.2603694,3.9160
14037.3657842,5.4020
14037.4673765,1.5751
14037.5704161,2.9764
14037.6749709,4.5066
14037.775388,0.4036
14037.8760646,0.6472
14037.9797244,3.5804
14038.0801097,0.3712
14038.1806547,0.5297
14038.2918986,11.2187
14038.3944661,2.5476
14038.4961549,1.6741
14038.599333,3.1553
14038.7056978,6.2580
14038.81094,5.1870
14038.9148973,3.9434
14039.0211058,6.1929
14039.1211989,0.0712
14039.2262157,4.9964
14039.3267611,0.5261
14039.4305424,3.7638
14039.5334487,2.8878
14039.6405255,6.9070
14039.7491999,8.6579
14039.8560296,6.7434
14039.9632893,7.1639
14040.0713809,7.8898
14040.1795181,8.0796
14040.2884093,8.8429
14040.3925984,4.0617
14040.4991087,6.4900
14040.6063422,7.2194
14040.7086352,2.2772
14040.823895,15.2210
14040.9274635,3.5540
14041.031942,4.4639
14041.1380729,6.1134
14041.2403825,2.2966
14041.3442534,3.7958
14041.4483162,4.0489
14041.557408,9.0758
14041.6654956,8.0701
14041.7726861,7.1740
14041.8741602,1.4539
14041.9801017,5.9298
14042.0851896,4.9932
14042.1931967,7.9315
14042.2980959,4.8855
14042.4088587,10.7372
14042.5143061,5.4217
14042.6232394,8.9182
14042.7324891,9.2210
14042.8392129,6.6307
14042.9474223,8.1487
14043.0548877,7.4145
14043.1617375,6.7506
14043.2699279,8.1648
14043.3752492,5.3041
14043.476211,0.9504
14043.5762589,0.0319
14043.6818102,5.5360
14043.7905573,8.7341
14043.8964887,5.9099
14043.9977798,1.2666
14044.0998836,2.0919
14044.2078203,7.8439
14044.3146152,6.6579
14044.4195362,4.8602
14044.5243536,4.8022
14044.6314122,7.0448
14044.7388058,7.3671
14044.8509757,12.1093
14044.9552678,4.2650
14045.0594339,4.1357
14045.1609319,1.4835
14045.2668536,5.8670
14045.3700058,3.1397
14045.4730429,3.0199
14045.5779766,4.9170
14045.6844571,6.4126
14045.7920356,7.5022
14045.8990736,7.0161
14046.0040562,4.9628
14046.1093177,5.2477
14046.2150503,5.7027
14046.315924,0.8522
14046.4227204,6.7350
14046.527182,4.3540
14046.6351365,7.9423
14046.7386735,3.5217
14046.8458934,7.2026
14046.951998,6.0846
14047.055772,3.7567
14047.1597264,3.9269
14047.2685107,8.6890
14047.3771452,8.6207
14047.4855521,8.3549
14047.5923431,6.7285
14047.7005249,8.1326
14047.8068526,6.1960
14047.9096046,2.7347
14048.0170943,7.4667
14048.1199017,2.7839
14048.2219736,2.0544
14048.3292604,7.2136
14048.4375274,8.1462
14048.5429201,5.2890
14048.6520226,9.0911
14048.7597237,7.6389
14048.8676369,7.8328
14048.9695007,1.8417
14049.0699003,0.3838
14049.1743555,4.4398
14049.2753809,1.0119
14049.3782434,2.8300
14049.4833015,5.0453
14049.5901024,6.6655
14049.6981843,8.0040
14049.8008959,2.6202
14049.9046727,3.7643
14050.005287,0.5909
14050.1062002,0.8374
14050.20778,1.5647
14050.3100029,2.2052
14050.4159991,5.9753
14050.5199901,3.9624
14050.6284924,8.4907
14050.7329884,4.4734
14050.8348045,1.8030
14050.9425352,7.6682
14051.047983,5.4142
14051.1485676,0.5593
14051.2500016,1.4216
14051.3558272,5.7568
14051.4638165,7.8760
14051.5667264,2.8088
14051.6728345,6.0966
14051.775685,2.8357
14051.878482,2.7732
14051.9824319,3.9353
14052.089456,7.0117
14052.1909707,1.5009
14052.2944049,3.4197
14052.3966845,2.2047
14052.5033972,6.6998
14052.612559,9.1507
14052.7193823,6.8114
14052.8249181,5.5192
14052.927379,2.4414
14053.0314136,4.0198
14053.1389547,7.4657
14053.2467403,7.6348
14053.3524791,5.7159
14053.4606347,8.1433
14053.5646532,3.9577
14053.6714166,6.7517
14053.7780086,6.5569
14053.8814808,3.4478
14053.9851272,3.6328
14054.0923912,7.2178
14054.1955001,3.0887
14054.2982344,2.7130
14054.4005777,2.3308
14054.506989,6.3136
14054.6071825,0.1816
14054.7110871,3.8891
14054.8141777,3.0721
14054.9196094,5.3630
14055.0221105,2.4764
14055.1250533,2.9305
14055.2268501,1.6985
14055.3344498,7.5867
14055.4475379,13.0747
14055.5542386,6.6503
14055.6543625,0.1088
14055.7634929,9.1179
14055.8761274,12.5972
14055.9827898,6.6212
14056.0866754,3.8141
14056.1890904,2.4037
14056.2903732,1.2704
14056.3986527,8.2207
14056.5062988,7.5745
14056.6103594,3.9939
14056.7141942,3.8151
14056.8227252,8.5175
14056.9232231,0.4749
14057.027118,3.8795
14057.1342322,7.0220
14057.2356986,1.3548
14057.3396445,3.9338
14057.4409704,1.3127
14057.54618,5.1317
14057.6480861,1.8842
14057.7519422,3.8413
14057.8561047,4.1489
14057.9629395,6.7944
14058.0653937,2.3348
14058.1708523,5.4436
14058.2744524,3.5850
14058.378958,4.4925
14058.486895,7.8389
14058.5938565,6.8423
14058.7007982,6.9290
14058.8071283,6.3092
14058.9140741,6.9061
14059.0186715,4.5566
14059.1234567,4.7705
14059.2276175,4.1492
14059.3316555,4.0153
14059.4421,10.3649
14059.5442106,2.0541
14059.6492518,5.0192
14059.7550655,5.7910
14059.8609708,5.8868
14059.9631107,2.1267
14060.0708481,7.6416
14060.1772301,6.3595
14060.283618,6.3739
14060.3914804,7.8459
14060.495321,3.8255
14060.6063878,11.0499
