backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,270,0.41617761851726853,0.1929415000176959,0.603318462290295,0.13147800001434,2.4147649999690657,1.8577139000058194,2.1196282999937917,2.316653549967782
transformers-gpu,270,1.84331275925834,1.8000629999903595,0.32770864577232744,1.4984449999815297,4.750715000000128,1.9941086999949675,2.1118324999974902,3.249887870039175
