backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.2213207666670769,0.19612900001675365,0.05218783979968571,0.1799209999830964,0.3857650000327339,0.27753180001468536,0.35573614996735603,0.3811913200064509
transformers-gpu,fp32,single_long,60,2.0251031333344827,1.8518910000011601,0.6038769974498384,1.625366999974176,4.750715000000128,2.323345999968751,3.1240018500454867,4.666939130000287
transformers-gpu-compile,fp32,single_medium,60,0.2142265666672453,0.19674649999501526,0.04319388412826011,0.1772960000039347,0.4026429999726133,0.2691626000398628,0.2889676499989946,0.36667010998314686
transformers-gpu,fp32,single_medium,60,1.824472549997343,1.8340289999798642,0.11347527252249096,1.556118999985756,2.131689999998798,1.963464100003876,2.003187900012904,2.0675180599755545
transformers-gpu-compile,fp32,single_micro,60,0.18376809999646562,0.15541699997356773,0.06466757304064001,0.13147800001434,0.392739000005804,0.2772488999880806,0.3369490999858725,0.37829580001812235
transformers-gpu,fp32,single_micro,60,1.855718666669759,1.8630995000137318,0.15926589982669015,1.6132279999965249,2.704198000003544,1.97647069999789,2.061480850019848,2.3479860900079057
transformers-gpu-compile,fp32,single_short,60,0.2002424999981637,0.17316699998559665,0.04690445363769811,0.153124000007665,0.3096149999919362,0.27545209997015263,0.2897466000149507,0.30708036000021366
transformers-gpu,fp32,single_short,60,1.7103484666629736,1.690806499965447,0.16204768072294248,1.4984449999815297,2.374844000030407,1.8250319999879139,1.90084234999972,2.3435504000235596
transformers-gpu,fp32,stress_single,30,1.7585291999959434,1.7671895000148652,0.09789369705292188,1.5259939999623384,1.899326000000201,1.8846160999601123,1.8931386000332395,1.8982744600100432
transformers-gpu-compile,fp32,stress_single,30,2.106482699997514,2.112571499992555,0.16496477892998795,1.7928699999743003,2.4147649999690657,2.309407499973304,2.354673450005862,2.4007104399930768
