backend,scenario,n_total,n_ok,n_degraded,degraded_rate,throughput_mean_tok_s,throughput_median_tok_s,ttft_mean_ms,ttft_median_ms,warmup_mean_latency_ms,warmup_median_latency_ms,mean,median,std,min,max,q25,q75,ci_lower,ci_upper,n
onnxruntime-cpu,batch_medium,5,5,0,0.0,332.0417467343296,327.2775822362996,11.53334999999629,11.467199999970035,9.379813333346949,8.898633333330963,96.43522999999732,97.79384999998797,2.267125015456996,93.2923500000129,98.3630000000062,94.76515000000063,97.9617999999789,93.6202224888772,99.25023751111743,5
onnxruntime-cpu,batch_short,5,5,0,0.0,472.67466558654996,470.4539530675222,8.011630000004288,7.922449999995251,6.846446666668271,6.6198333333507735,47.903980000000956,48.998350000005075,3.2820348336733978,43.53145000001746,52.03674999998498,45.84489999999164,49.10845000000563,43.82879550617801,51.9791644938239,5
onnxruntime-cpu,single_long,5,5,0,0.0,214.9663863554356,214.97472412341614,4.411759999993592,4.3415500000207885,3.8942866666616283,3.9057666666811506,37.351819999997815,37.34414999999558,1.1350466012443676,36.01625000001718,39.11825000000135,36.85764999997332,37.422800000001644,35.942473498949134,38.761166501046496,5
onnxruntime-cpu,single_medium,5,5,0,0.0,253.28875907636484,249.91476736887932,3.6653799999953662,3.6574499999915133,3.398200000007516,3.342666666677966,31.731270000005907,32.29329999999209,1.4625203949874286,29.280099999994036,32.79655000000048,31.527750000037713,32.75865000000522,29.915311078911266,33.54722892110055,5
onnxruntime-cpu,single_micro,5,5,0,0.0,371.46886685518984,373.52201282989597,2.555310000002464,2.490900000026386,2.9368333333347136,2.7210999999927785,21.656270000005406,21.417850000005956,1.1789410834552327,20.206000000001723,23.350300000004154,21.138949999993883,22.168250000021317,20.1924213006757,23.120118699335112,5
onnxruntime-cpu,single_short,5,5,0,0.0,338.26320964376606,337.88250920494477,2.799449999992021,2.767699999992601,2.9073533333303203,2.88029999999632,16.572729999990088,16.750650000005862,0.4129166571517916,15.868749999981446,16.867999999988115,16.545049999990624,16.831199999984392,16.06002625254606,17.085433747434116,5
onnxruntime-gpu,batch_medium,5,5,0,0.0,746.0091148436965,745.1294943884627,5.299189999993814,5.326399999972864,5.524060000004738,5.504933333346192,42.92468999999528,42.95404999999164,0.547409410785242,42.04624999997009,43.51775000000657,42.908449999998766,43.19695000000934,42.24499144234531,43.60438855764525,5
onnxruntime-gpu,batch_short,5,5,0,0.0,849.6820897352757,852.7203262961614,4.76803999998765,4.776549999974122,4.910020000011172,4.708833333343894,25.553070000012212,25.77340000001982,0.6939477588525548,24.749700000000985,26.200200000033647,24.88404999999716,26.15800000000945,24.691420051210805,26.41471994881362,5
onnxruntime-gpu,single_long,5,5,0,0.0,292.313766641599,289.0169255957523,3.377410000001646,3.338700000000472,3.4416666666743367,3.341866666687565,27.43002000001411,27.722700000026634,1.0749289369594097,26.15855000001943,28.886450000015884,26.606249999986176,27.776150000022426,26.095319438364164,28.764720561664056,5
onnxruntime-gpu,single_medium,5,5,0,0.0,290.05281706976155,288.0385388916178,3.503879999993842,3.5555000000044856,3.4035066666660896,3.4008666666712393,27.59551999999985,27.775950000005878,0.5806646779713593,26.945200000000114,28.337599999986196,27.06860000000688,27.850250000000187,26.874529574334233,28.31651042566547,5
onnxruntime-gpu,single_micro,5,5,0,0.0,233.6911122524528,322.70833638463085,6.770309999996016,3.371550000025536,12.479846666663738,3.293600000006336,53.05646999999567,24.791749999991453,39.8552029852629,22.7707500000065,98.19114999999101,24.33485000000246,95.19384999998692,3.569699312091444,102.5432406878999,5
onnxruntime-gpu,single_short,5,5,0,0.0,312.62188404040376,311.1317098193223,3.104049999990366,3.0777999999713757,3.3664066666650188,3.3089999999826127,17.48957000000928,17.558449999995673,0.2697929845104588,17.192500000049904,17.848399999991216,17.24980000000187,17.59870000000774,17.154577764174697,17.824562235843864,5
tensorrt-fp16,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
