backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,744.1631999990932,3,717.2879000008834,1.0374679399975613,26.87529999820981
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,198.65580000077895,3,191.9232999989617,1.0350791175529686,6.732500001817243
hf_cpu_fp32,models/gpt2-45m,medium,e2e_kv,1,1041.4071000013791,3,885.7312000000093,1.1757597564603892,155.67590000136988
hf_cpu_fp32,models/gpt2-50m,medium,e2e_kv,1,506.89190000048256,3,424.1579999998066,1.1950544372632692,82.73390000067599
hf_cpu_fp32,models/gpt2-5m,medium,e2e_kv,1,372.6213000009011,3,325.37459999730345,1.1452070936206735,47.24670000359765
hf_cpu_fp32,models/gpt2-75m,medium,e2e_kv,1,607.9331999990245,3,506.16699999955017,1.2010526170207951,101.76619999947434
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,1290.1263000003382,3,625.0301000000036,2.0641026728158067,665.0962000003346
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,348.65440000066883,3,225.74319999876025,1.54447354340057,122.91120000190858
hf_cpu_fp32,models/gpt2-45m,short,e2e_kv,1,373.4160999993037,3,377.1459000017785,0.9901104585719818,-3.7298000024748035
hf_cpu_fp32,models/gpt2-50m,short,e2e_kv,1,472.2127000004548,3,401.85399999973015,1.1750852299610601,70.35870000072464
hf_cpu_fp32,models/gpt2-5m,short,e2e_kv,1,429.3952000007266,3,427.7959999999439,1.0037382303733156,1.59920000078273
hf_cpu_fp32,models/gpt2-75m,short,e2e_kv,1,944.692400002168,3,490.2473000001919,1.926971142935001,454.44510000197613
hf_cpu_fp32,models/gpt2-100m,medium,kv_decode,1,700.310599999284,3,681.36609999965,1.0278037020034365,18.94449999963399
hf_cpu_fp32,models/gpt2-25m,medium,kv_decode,1,188.85260000024573,3,183.6161999999604,1.0285181808592405,5.236400000285329
hf_cpu_fp32,models/gpt2-45m,medium,kv_decode,1,887.5167000005604,3,837.0512000001327,1.060289621471685,50.46550000042771
hf_cpu_fp32,models/gpt2-50m,medium,kv_decode,1,444.1867000005004,3,402.0944999992935,1.1046823570113018,42.09220000120695
hf_cpu_fp32,models/gpt2-5m,medium,kv_decode,1,333.10359999995853,3,311.03519999851414,1.0709514550171486,22.068400001444388
hf_cpu_fp32,models/gpt2-75m,medium,kv_decode,1,581.9511999998213,3,485.3117000002385,1.1991287248989366,96.63949999958277
hf_cpu_fp32,models/gpt2-100m,short,kv_decode,1,597.6105999998254,3,600.0282000004518,0.995970856035392,-2.4176000006264076
hf_cpu_fp32,models/gpt2-25m,short,kv_decode,1,313.35910000052536,3,219.64759999900707,1.4266447709965504,93.71150000151829
hf_cpu_fp32,models/gpt2-45m,short,kv_decode,1,335.962400000426,3,363.2000000015978,0.9250066079266189,-27.237600001171813
hf_cpu_fp32,models/gpt2-50m,short,kv_decode,1,374.2452000005869,3,385.235300000204,0.9714717213100376,-10.990099999617087
hf_cpu_fp32,models/gpt2-5m,short,kv_decode,1,413.4720000001834,3,406.5759999994043,1.0169611585553235,6.896000000779111
hf_cpu_fp32,models/gpt2-75m,short,kv_decode,1,489.0669000014896,3,469.6781000002375,1.04128103908026,19.388800001252093
hf_cpu_fp32,models/gpt2-100m,medium,prefill,1,43.85259999980917,3,35.92180000123335,1.2207795822676903,7.9307999985758215
hf_cpu_fp32,models/gpt2-25m,medium,prefill,1,9.803200000533252,3,7.365400000708178,1.3309799874535913,2.4377999998250743
hf_cpu_fp32,models/gpt2-45m,medium,prefill,1,153.89040000081877,3,32.79120000115654,4.693039595848615,121.09919999966223
hf_cpu_fp32,models/gpt2-50m,medium,prefill,1,62.70519999998214,3,22.06350000051316,2.842033222223298,40.64169999946898
hf_cpu_fp32,models/gpt2-5m,medium,prefill,1,39.51770000094257,3,14.594900001611675,2.707637599201004,24.92279999933089
hf_cpu_fp32,models/gpt2-75m,medium,prefill,1,25.981999999203254,3,22.744800000509716,1.1423270373281362,3.237199998693537
hf_cpu_fp32,models/gpt2-100m,short,prefill,1,692.5157000005129,3,23.80079999966256,29.096320292188967,668.7149000008503
hf_cpu_fp32,models/gpt2-25m,short,prefill,1,35.29530000014347,3,11.779599999499624,2.99630717525576,23.515700000643847
hf_cpu_fp32,models/gpt2-45m,short,prefill,1,37.45369999887771,3,13.9459000001807,2.685642375063095,23.50779999869701
hf_cpu_fp32,models/gpt2-50m,short,prefill,1,97.96749999986788,3,16.618699999526143,5.895015855792648,81.34880000034174
hf_cpu_fp32,models/gpt2-5m,short,prefill,1,15.923200000543147,3,18.045599999823025,0.8823868422606789,-2.122399999279878
hf_cpu_fp32,models/gpt2-75m,short,prefill,1,455.6255000006786,3,19.39889999994193,23.487182263017104,436.22660000073665
hf_gpu_fp16,models/gpt2-100m,medium,e2e_kv,1,723.2822999976634,3,153.63269999761542,4.707866879960384,569.6496000000479
hf_gpu_fp16,models/gpt2-25m,medium,e2e_kv,1,76.37629999771889,3,73.15580000067712,1.0440224834806258,3.2204999970417703
hf_gpu_fp16,models/gpt2-45m,medium,e2e_kv,1,118.12770000142336,3,120.29079999774694,0.9820177436980708,-2.163099996323581
hf_gpu_fp16,models/gpt2-50m,medium,e2e_kv,1,193.1112999991456,3,149.3399999999383,1.2930982991778852,43.77129999920729
hf_gpu_fp16,models/gpt2-5m,medium,e2e_kv,1,220.4842999999528,3,219.59880000031265,1.0040323535449143,0.8854999996401602
hf_gpu_fp16,models/gpt2-75m,medium,e2e_kv,1,100.57070000038948,3,98.55989999960002,1.0204018064222633,2.010800000789459
hf_gpu_fp16,models/gpt2-100m,short,e2e_kv,1,153.40250000008382,3,150.98040000157198,1.0160424796760812,2.4220999985118397
hf_gpu_fp16,models/gpt2-25m,short,e2e_kv,1,114.79849999886936,3,65.1545000000624,1.7619427667890846,49.64399999880696
hf_gpu_fp16,models/gpt2-45m,short,e2e_kv,1,171.5650000005553,3,119.75150000034772,1.4326751648209595,51.81350000020758
hf_gpu_fp16,models/gpt2-50m,short,e2e_kv,1,161.31100000166043,3,155.4855000013049,1.0374665161722902,5.825500000355532
hf_gpu_fp16,models/gpt2-5m,short,e2e_kv,1,259.5368000020244,3,236.04080000040997,1.099542113065087,23.49600000161442
hf_gpu_fp16,models/gpt2-75m,short,e2e_kv,1,119.97469999914756,3,123.26059999941208,0.9733418464596133,-3.285900000264519
