backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,329.6552333328388,325.37459999730345,338.9176199985741,340.121443998687,150.5956519052381,150.5956519052381,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,193.231133333029,191.9232999989617,196.46317000060662,196.86671400075284,255.31032449038275,255.3103244903828,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,791.4569999999609,885.7312000000093,928.1176899992715,931.885377999206,55.32152418250536,55.32152418250536,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,431.26016666610667,424.1579999998066,445.4933999981222,447.38987999797246,115.52298907487857,115.52298907487857,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,511.40089999959554,506.16699999955017,527.2908999982974,529.168579998186,96.80599485949014,96.80599485949014,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,719.2070666666647,717.2879000008834,730.6690099987463,731.8584419985564,68.31287687961787,68.31287687961787,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,428.92613333303115,427.7959999999439,443.97583999871136,445.4140479986018,95.84007330598084,95.84007330598084,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,247.01579999843185,225.74319999876025,290.87484999818116,296.6643299981297,181.6223035742612,181.62230357426122,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,370.49436666772334,377.1459000017785,398.8315800004784,400.75919600036286,108.7112441095254,108.71124410952541,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,402.415266667352,401.85399999973015,414.1631200007395,415.25726400082925,102.0271043713078,102.02710437130781,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,484.6797999998671,490.2473000001919,490.27808000046207,490.2808160004861,83.63126120222172,83.63126120222172,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,618.9158999998957,625.0301000000036,631.8297799998618,632.4341959998492,65.596840856144,65.596840856144,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,314.05433333263016,311.03519999851414,321.4021199984927,322.3236239984908,102.88224612568888,102.88224612568888,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,185.6011999995341,183.6161999999604,189.00360000006913,189.4824800000788,174.2765616541836,174.27656165418358,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,753.6563333330074,837.0512000001327,894.5119699994394,899.6195939993778,38.22944163988407,38.22944163988407,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,408.8662999996207,402.0944999992935,423.89987999922596,425.83813599921996,79.58328203956091,79.58328203956091,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,488.95236666673253,485.3117000002385,503.83441999947536,505.4808839994075,65.93700502168869,65.93700502168869,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,681.9874666659113,681.36609999965,688.409499998852,689.035579998781,46.96447328391658,46.96447328391658,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,short,kv_decode,3,409.9763333330581,406.5759999994043,425.61279999881657,427.30495999876433,78.7060721735835,78.7060721735835,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,short,kv_decode,3,236.96693333234484,219.64759999900707,279.6636499986562,284.998409998625,145.68791099991375,145.68791099991375,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,short,kv_decode,3,355.7530333340158,363.2000000015978,382.5890600001003,384.3125319999672,88.1057268718591,88.1057268718591,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,short,kv_decode,3,386.0198333338,385.235300000204,396.34211000084184,397.32938200089853,83.06611569599944,83.06611569599944,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,short,kv_decode,3,465.54690000023885,469.6781000002375,470.7621500005189,470.8585100005439,68.13176939692062,68.1317693969206,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,short,kv_decode,3,595.3954666668627,600.0282000004518,607.9088700002103,608.6093740001888,53.33082678443431,53.33082678443431,32.0,32.0,,9.0,9.0,32.0,32.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,prefill,3,15.60090000020864,14.594900001611675,17.54105000036361,17.802930000252672,1164.790440367713,1164.790440367713,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,prefill,3,7.629933333494894,7.365400000708178,8.240830000431743,8.31864600040717,2308.089173482155,2308.089173482155,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,prefill,3,37.800666666953475,32.79120000115654,47.091120000004594,48.3622239999022,518.4317743602068,518.4317743602068,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,prefill,3,22.393866666485945,22.06350000051316,23.42547000025661,23.546534000233805,770.503319944914,770.503319944914,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,prefill,3,22.448533332863008,22.744800000509716,23.645429998941836,23.72548599880247,747.4235869130099,747.4235869130098,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,prefill,3,37.21960000075342,35.92180000123335,42.25950999989437,42.82286199977535,473.2502268654777,473.2502268654777,17.0,17.0,,17.0,17.0,0.0,32.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,short,prefill,3,18.949799999973038,18.045599999823025,20.90256000046793,21.156512000525254,498.7365341184701,498.7365341184701,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,short,prefill,3,10.048866666087028,11.779599999499624,12.222219999057414,12.261563999018106,764.0327345905042,764.0327345905042,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,short,prefill,3,14.741333333707493,13.9459000001807,16.242520000378136,16.446664000395685,645.350963357215,645.350963357215,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,short,prefill,3,16.395433333552017,16.618699999526143,17.821009999897797,17.927881999930833,541.5586056825516,541.5586056825516,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,short,prefill,3,19.132899999628233,19.39889999994193,20.452169999953185,20.545793999954185,463.94383186814406,463.9438318681442,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,short,prefill,3,23.520433333032997,23.80079999966256,24.881789999562898,24.97787799955404,378.1385499700682,378.1385499700682,9.0,9.0,,9.0,9.0,0.0,32.0,32.0,,,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,219.4847666669375,219.59880000031265,220.31060999997862,220.37388199994894,223.13418834679536,223.13418834679533,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,219.50524520874023,579.755859375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,73.49463333412132,73.15580000067712,75.31733000032546,75.5094660002942,669.8033511976694,669.8033511976694,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,73.01887893676758,631.08251953125,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,121.30283333317493,120.29079999774694,126.09202000076037,126.60768400102823,407.3461977218356,407.34619772183555,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,120.19084978103638,631.44091796875,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,147.14789999986047,149.3399999999383,149.36393999887514,149.36606799878064,328.1103522165545,328.1103522165545,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,149.22767543792725,316.27099609375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,98.23783333255658,98.55989999960002,98.77436999886413,98.79343399879872,497.1595953343992,497.1595953343992,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,98.46777367591858,631.58984375,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,151.56483333218299,153.63269999761542,158.29955999870435,158.71439199880115,318.9425167998775,318.9425167998775,49.0,49.0,,17.0,17.0,32.0,32.0,32.0,153.52399682998657,207.6767578125,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,235.14813333349593,236.04080000040997,239.14364000047502,239.4194480004808,173.6987842776706,173.6987842776706,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,235.9353265762329,578.58349609375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,78.01170000008521,65.1545000000624,100.55581999986316,103.70260399984545,629.273496074112,629.273496074112,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,65.05203199386597,630.2802734375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,123.91746666677743,119.75150000034772,132.79798999919876,133.95767799909663,342.37566961483526,342.3756696148353,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,119.63232231140135,408.2998046875,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,155.8495999997831,155.4855000013049,158.7579899982302,159.04887799795688,263.6901833267791,263.6901833267791,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,155.39660263061523,630.740234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,120.24483333334501,123.26059999941208,124.35814999935246,124.45570999934716,332.6285934045069,332.6285934045069,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,123.16588687896729,557.40087890625,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,150.21956666654054,150.98040000157198,151.388009999755,151.4242419995935,271.55842744868283,271.55842744868283,41.0,41.0,,9.0,9.0,32.0,32.0,32.0,150.90941381454468,408.78564453125,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,212.07506666663298,212.36599999974715,212.90221999988717,212.9498839998996,150.68325438176592,150.68325438176592,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,212.3284454345703,579.755859375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,70.70430000082222,70.39550000081363,72.50114000053145,72.68830800050637,454.5745111495784,454.57451114957837,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,70.32841491699219,631.08251953125,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,117.03179999979814,116.05339999914575,121.61566999984643,122.11009399990871,275.73513572403346,275.73513572403346,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,116.00588989257812,631.44091796875,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,141.43049999984214,142.4458000001323,143.8243299999158,143.94686599989654,224.6468481343099,224.6468481343099,32.0,32.0,,17.0,17.0,32.0,32.0,32.0,142.40972900390625,316.27099609375,,51.476,51.475968
