task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,0,True,0,,prefill,ok,,1766548985.9255188,25,26.1217,,262.6356,262.6356,4.10368125,,0,64,668.8793000002988,633.2332,291.0138,length,268.1,26.1217,,25,957.0586906671464
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,1,True,0,,kv_decode,ok,,1766548985.9255188,25,26.1217,,262.6356,262.6356,4.10368125,,64,64,668.8793000002988,633.2332,291.0138,length,268.1,262.6356,,64,243.68364380152573
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,2,True,0,,e2e_kv,ok,,1766548985.9255188,25,26.1217,,262.6356,262.6356,4.10368125,,64,64,668.8793000002988,633.2332,291.0138,length,268.1,288.7573,,89,308.2173160643904
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,3,False,,0,prefill,ok,,1766548986.5945973,25,3.0561,,138.086,138.086,2.15759375,,0,64,504.6118000000206,483.4136,294.4117,length,268.1,3.0561,,25,8180.36059029482
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,4,False,,0,kv_decode,ok,,1766548986.5945973,25,3.0561,,138.086,138.086,2.15759375,,64,64,504.6118000000206,483.4136,294.4117,length,268.1,138.086,,64,463.47928102776524
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,5,False,,0,e2e_kv,ok,,1766548986.5945973,25,3.0561,,138.086,138.086,2.15759375,,64,64,504.6118000000206,483.4136,294.4117,length,268.1,141.1421,,89,630.5701842327697
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,6,False,,1,prefill,ok,,1766548987.099326,25,2.8188,,136.8664,136.8664,2.1385375,,0,64,507.4884000005113,486.7269,299.736,length,268.1,2.8188,,25,8869.022278983966
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,7,False,,1,kv_decode,ok,,1766548987.099326,25,2.8188,,136.8664,136.8664,2.1385375,,64,64,507.4884000005113,486.7269,299.736,length,268.1,136.8664,,64,467.60928905852717
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,8,False,,1,e2e_kv,ok,,1766548987.099326,25,2.8188,,136.8664,136.8664,2.1385375,,64,64,507.4884000005113,486.7269,299.736,length,268.1,139.6852,,89,637.1469561556986
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,9,False,,2,prefill,ok,,1766548987.60704,25,2.4854,,135.136,135.136,2.1115,,0,64,527.7150000001711,483.4996,299.4285,length,268.1,2.4854,,25,10058.74305946729
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,10,False,,2,kv_decode,ok,,1766548987.60704,25,2.4854,,135.136,135.136,2.1115,,64,64,527.7150000001711,483.4996,299.4285,length,268.1,135.136,,64,473.5969689793985
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,11,False,,2,e2e_kv,ok,,1766548987.60704,25,2.4854,,135.136,135.136,2.1115,,64,64,527.7150000001711,483.4996,299.4285,length,268.1,137.6214,,89,646.7017484199405
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,12,False,,3,prefill,ok,,1766548988.1348474,25,3.2422,,134.4584,134.4584,2.1009125,,0,64,515.3752999995049,475.7408,297.6124,length,268.1,3.2422,,25,7710.813645055827
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,13,False,,3,kv_decode,ok,,1766548988.1348474,25,3.2422,,134.4584,134.4584,2.1009125,,64,64,515.3752999995049,475.7408,297.6124,length,268.1,134.4584,,64,475.9836499616238
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,14,False,,3,e2e_kv,ok,,1766548988.1348474,25,3.2422,,134.4584,134.4584,2.1009125,,64,64,515.3752999995049,475.7408,297.6124,length,268.1,137.7006,,89,646.3297908651087
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,15,False,,4,prefill,ok,,1766548988.6503072,25,2.5822,,138.0602,138.0602,2.157190625,,0,64,527.3183999997855,485.2793,291.4198,length,268.1,2.5822,,25,9681.666795755558
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,16,False,,4,kv_decode,ok,,1766548988.6503072,25,2.5822,,138.0602,138.0602,2.157190625,,64,64,527.3183999997855,485.2793,291.4198,length,268.1,138.0602,,64,463.56589371882694
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,17,False,,4,e2e_kv,ok,,1766548988.6503072,25,2.5822,,138.0602,138.0602,2.157190625,,64,64,527.3183999997855,485.2793,291.4198,length,268.1,140.6424,,89,632.8105891253277
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,18,True,0,,prefill,ok,,1766548989.1778376,18,10.6491,,152.3559,286.7875764705882,4.4810558823529405,,0,64,498.32989999958954,486.3966,298.9012,stop,999.89,10.6491,,18,1690.2836859452912
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,19,True,0,,kv_decode,ok,,1766548989.1778376,18,10.6491,,152.3559,286.7875764705882,4.4810558823529405,,64,64,498.32989999958954,486.3966,298.9012,stop,999.89,286.7875764705882,,64,223.1616891764612
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,20,True,0,,e2e_kv,ok,,1766548989.1778376,18,10.6491,,152.3559,286.7875764705882,4.4810558823529405,,64,64,498.32989999958954,486.3966,298.9012,stop,999.89,297.43667647058817,,82,275.6889330966839
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,7,21,False,,0,prefill,ok,,1766548989.676281,18,4.8193,,142.5702,268.3674352941176,4.193241176470588,,0,64,498.58359999961976,469.012,292.4613,stop,999.89,4.8193,,18,3734.9822588342704
