backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,97.94145846661498,95.7734469998286,6.794868421799192,91.54409799975838,129.79546899987326,106.56005340015325,110.98797355020906,120.23039844004411
transformers-gpu-compile,fp32,single_long,60,107.18874001663607,104.6043199999076,8.791110019491288,98.80728900043324,151.28360600010635,112.16646099974241,119.12127774976398,147.115848950134
transformers-gpu,fp32,single_medium,60,99.69729511666021,97.77831999963382,7.678811537030619,89.89425500021753,139.31119200060493,106.4063593001265,110.09400370026013,130.24518061023622
transformers-gpu-compile,fp32,single_medium,60,108.44967845003642,107.30333450010221,5.604525746034876,100.11734799991244,127.14115100061464,113.8350028007153,122.04639739966296,126.2876499205504
transformers-gpu,fp32,single_micro,60,101.02746988332001,99.01741000021502,7.7880804062242,92.44426299937912,147.04533299936884,107.35766359975969,109.96092434988896,126.15885804997549
transformers-gpu-compile,fp32,single_micro,60,105.33952558327353,103.46341900003608,7.185480365654052,99.14220500013472,151.4423069993427,109.79414410012396,112.37151525051557,132.64115341983586
transformers-gpu,fp32,single_short,60,100.85653295003188,98.27797449997888,9.239496294151701,92.03987199998664,154.11369600042235,110.00016489988411,116.61158500023704,133.55803051015744
transformers-gpu-compile,fp32,single_short,60,107.6541180000125,106.87623350031572,4.41500711121348,99.48278299998492,127.1092069991937,112.33728219958721,112.68777524946927,122.84790957975926
transformers-gpu,fp32,stress_single,30,95.50651496665523,95.03857399977278,3.6886253753466187,89.98936300031346,106.36036500000046,100.41820100004772,102.07187894989147,105.4470033301186
transformers-gpu-compile,fp32,stress_single,30,102.98114519994972,103.31141499955265,2.599000715942412,95.66270300001634,106.39381900000444,105.98026489951734,106.23458795012084,106.35624834011651
