model,device,dtype,hf_load_ms
models/gpt2-25m,cpu,fp32,9884.024699999827
models/gpt2-100m,cpu,fp32,156.20149999995192
models/gpt2-25m,cuda,fp16,490.26290000028894
models/gpt2-100m,cuda,fp16,380.4963000002317
