backend,scenario,n_total,n_ok,n_degraded,degraded_rate,throughput_mean_tok_s,throughput_median_tok_s,ttft_mean_ms,ttft_median_ms,warmup_mean_latency_ms,warmup_median_latency_ms,mean,median,std,min,max,q25,q75,ci_lower,ci_upper,n
onnxruntime-gpu,single_short,3,3,0,0.0,192.44074142223187,194.66516393595808,5.190783331878872,5.208700000366662,25.738033330223214,5.317600000125822,41.60716666592634,41.10239999863552,0.929992882406873,41.03870000108145,42.68039999806206,41.070549999858486,41.89139999834879,39.29693627510867,43.917397056744015,3
tensorrt-fp16,single_short,3,3,0,0.0,239.02638657536673,238.93428936554776,4.505183334307124,4.53525000193622,17.338766665488947,7.721199996012729,33.491216666637534,33.54034999938449,0.3258402445908728,33.14360000149463,33.78969999903347,33.34197500043956,33.66502499920898,32.681784627053425,34.300648706221644,3
transformers-gpu-compile,single_short,3,3,0,0.0,165.16246786928963,194.87426048977716,51.81366666511167,5.0863500000559725,647.9585000003377,5.351799998607021,88.86509999865666,41.07404999740538,82.90013927789337,40.93134999857284,184.58989999999176,41.00269999798911,112.83197499869857,-117.07026228836102,294.80046228567437,3
