backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.20561786668622517,0.19290750014988584,0.0386214810346658,0.180648000423389,0.3859729995383532,0.23973589968591114,0.2603432003525084,0.3755205600737099
transformers-gpu,fp32,single_long,60,2.1198547499049405,2.085402999910002,0.21711879935432635,1.7604549993848195,3.0011460003152024,2.380882399756956,2.45134095002868,2.7313773503828984
transformers-gpu-compile,fp32,single_medium,60,0.19905981657757366,0.18822599986378916,0.02787508892211913,0.1746200005072751,0.308633999338781,0.2253380001093319,0.2549983494645857,0.3061742898626107
transformers-gpu,fp32,single_medium,60,2.1595828499509175,2.114693499606801,0.2663588067858256,1.7920010004672804,3.196214000126929,2.4838167005327705,2.7178421498774696,2.9601479198117873
transformers-gpu-compile,fp32,single_micro,60,0.20224029998037926,0.1915214998007286,0.033937638639691105,0.1625799995963461,0.3143929998259409,0.2546525995057891,0.2740640002230066,0.30817912007478293
transformers-gpu,fp32,single_micro,60,2.5182529166462095,2.423733000341599,0.3846286335436777,1.949022999724548,3.642674999355222,3.0916004993741812,3.3785422993787506,3.5776994796469803
transformers-gpu-compile,fp32,single_short,60,0.1850487833204776,0.17740700013746385,0.023407209636745436,0.1572319997649174,0.2955870004370808,0.21065000009912174,0.22879375042066377,0.27065536982263416
transformers-gpu,fp32,single_short,60,2.7333552333099456,2.702199999930599,0.27009787015797365,2.239596000435995,3.62446200051636,3.0361375999746087,3.1453281500034787,3.52678513999308
transformers-gpu-compile,fp32,stress_single,30,0.23011850004574322,0.20211299988659445,0.0529999362032031,0.183567000021867,0.3910250006811111,0.29022779990555136,0.3277268003330389,0.3815472206861159
transformers-gpu,fp32,stress_single,30,2.2531176999715776,2.1594200002255093,0.3720049278353538,1.838631999817153,3.73970799955714,2.585344599719974,2.784924899879115,3.485572009631142
