backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,98.64137945926275,96.22558100005563,8.377972836351857,90.11624899994786,153.8518610001347,104.85389610013272,113.20386689994848,136.17665333008065
transformers-gpu-compile,270,108.57667879259148,105.63595299998951,10.284926809692807,95.75826399998276,165.27077800003553,120.40917520004086,131.65932650001082,149.09137624004074
