backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,97.72426650000814,96.44191849997696,6.427957622739434,90.85570799993548,131.46328499999527,101.95462959995893,105.17305425001949,125.65046871008119
transformers-gpu-compile,fp32,single_long,60,104.27006744999592,102.6564184999188,5.816958566336967,95.75826399998276,132.73431899995103,108.399095100026,112.53352905003452,125.69180582996064
transformers-gpu,fp32,single_medium,60,96.15597531666822,95.33351699997183,3.2263053718845476,91.32024900009128,104.82132100014496,101.04713430004038,103.62699424988479,104.16293587001974
transformers-gpu-compile,fp32,single_medium,60,105.31901536667003,104.54547449995744,4.530623078474305,98.29955999998674,120.59529700002258,110.94768119999118,113.1484940500286,119.16045062993588
transformers-gpu,fp32,single_micro,60,97.90455130000358,96.03561750003564,7.407021795845255,90.11624899994786,131.9212390001212,103.99066560005394,113.56634544998771,125.09918228004945
transformers-gpu-compile,fp32,single_micro,60,119.94037768333594,115.65722649993404,13.908801801649142,101.80002999993576,165.27077800003553,138.43115250000437,146.5740356999106,162.71756066999498
transformers-gpu,fp32,single_short,60,101.854226149995,98.95411299993384,11.37519152721015,90.4467720000639,152.0248399998536,111.9642966999322,119.73171454989708,148.26272977993423
transformers-gpu-compile,fp32,single_short,60,106.414189599991,104.23975849994348,7.708512940289622,97.9704029999766,151.12177299999985,111.80154640004503,115.03989074996639,138.08280781002046
transformers-gpu,fp32,stress_single,30,100.49437660001483,97.57958750003581,11.41986758292434,90.747849999957,153.8518610001347,107.96065519998594,112.38050099998416,142.69863964009576
transformers-gpu-compile,fp32,stress_single,30,105.30280893333763,105.35689950006599,2.803389309477451,99.40352099999927,112.92463799998131,108.32004810000626,109.31318004998046,112.0667660899926
