backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,94.35990901480788,93.32729349944202,6.367721839360594,84.88251399921865,127.53120400066108,100.26682299985623,106.72746975010337,122.82432086961308
transformers-gpu-compile,270,103.09065308519402,101.76622949984448,7.294276377668605,92.01208299964492,151.0194730008152,110.28443680024795,113.95127844989474,134.9086532295678
