backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,94.05263425002583,92.51769200000126,6.889564422837056,86.63944299951254,123.38866800018876,98.87587759913005,105.06232220095623,123.08305094999012
transformers-gpu-compile,fp32,single_long,60,106.3634892998986,104.53493849990991,9.202783860076487,96.06361400074093,151.0194730008152,113.744152900108,115.8703443498325,143.8138513803187
transformers-gpu,fp32,single_medium,60,93.0197964501076,92.51636799990592,6.830010721449713,84.88251399921865,122.80349599950569,97.96761520037762,103.10342924949505,117.0916051100357
transformers-gpu-compile,fp32,single_medium,60,99.01751175002573,98.52551449966995,4.278267226486673,92.01208299964492,115.05956500059256,103.12203539951953,106.15887800049676,113.0935009202585
transformers-gpu,fp32,single_micro,60,94.3696076832263,93.85180849949393,3.331383935180727,87.57478699953936,103.18749500038392,98.81184380037666,100.12824184859711,102.53844130990727
transformers-gpu-compile,fp32,single_micro,60,104.46820428342107,103.95397600041179,5.617576241029644,92.92836600070586,123.18274400058726,110.33105380029157,114.35625090039137,120.31287249015801
transformers-gpu,fp32,single_short,60,96.56427486661414,94.19627950001086,7.340617997456695,87.23531200030266,127.53120400066108,105.76420650040745,112.09716234989172,120.45526910022996
transformers-gpu-compile,fp32,single_short,60,103.56716388334159,101.96407149987863,8.54849891733934,93.61662100036484,149.93038000011438,108.0556344989418,113.11258049927343,140.03433477968423
transformers-gpu,fp32,stress_single,30,93.22655463332315,92.0834380008273,6.094340449208112,86.70272099971044,110.81399300019255,100.31106110027396,107.80223410006326,110.70493995021023
transformers-gpu-compile,fp32,stress_single,30,100.9831393333722,101.14914050018342,2.3751118833039455,95.82857200075524,107.1633869996731,103.36080419929203,103.96322605079149,106.32247661005749
