backend,quantization,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,270,0.6518612444509657,0.780075999955443,0.2556698711898113,0.2703969998947286,1.594305000253371,0.8857449999595701,0.9618186500119918,1.2127855600419934
transformers-gpu,fp32,270,2.030119885165294,1.9935144998726173,0.4895942005730199,1.2569420000545506,5.357381000067107,2.5716629997987184,2.8024210001831302,3.328047050149508
