backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.8620683999879475,0.8419094997407228,0.07339509677515045,0.7665160001124605,1.1105629996563948,0.9716817998651095,1.000760250303756,1.0761040499892258
transformers-gpu,fp32,single_long,60,2.5197373499925866,2.4592595000285655,0.5640144529821397,1.7660739999882935,5.357381000067107,2.90398670013019,3.1928307500720616,4.733835960005305
transformers-gpu-compile,fp32,single_medium,60,0.8287573166626316,0.8059824997417309,0.09212107169582617,0.7584010004393349,1.2406450000526092,0.8571317001496936,0.8925023500751186,1.2168231600435317
transformers-gpu,fp32,single_medium,60,2.287799833288773,2.25340650013095,0.24959429269548103,1.9298249999337715,3.2921940000960603,2.5479317998360784,2.750528300111909,3.0346448402588053
transformers-gpu-compile,fp32,single_micro,60,0.29548849997809157,0.28615900009754114,0.026260011098984504,0.2703969998947286,0.4082390000803571,0.32061920010164613,0.3442304501959369,0.38819139013412485
transformers-gpu,fp32,single_micro,60,1.4948452333252742,1.4568545000201993,0.18495342346766458,1.2569420000545506,2.321725999991031,1.6558110999994826,1.9571307000887828,2.1411063498135254
transformers-gpu-compile,fp32,single_short,60,0.49450936669472867,0.4642100002456573,0.06809056002398631,0.4175750000285916,0.6549360000462912,0.5931142999997974,0.6249125497561181,0.6507163201331423
transformers-gpu,fp32,single_short,60,1.8723440833355198,1.8538395001996832,0.18849511196332058,1.4770349998798338,2.336622999791871,2.1054881002783077,2.198056999759501,2.2755833697783596
transformers-gpu-compile,fp32,stress_single,30,0.9051040334118928,0.8572920000915474,0.17544224867138128,0.8132040002237773,1.594305000253371,0.9153770002285457,1.260268049895784,1.5590447701970334
transformers-gpu,fp32,stress_single,30,1.921625966603339,1.9058764999044797,0.13338271027648269,1.7178480002257857,2.2350819999701343,2.0825128999149456,2.1526524498312933,2.2238906098982625
