backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,946.5816000000208,959.0198000000782,1032.4967900001411,1039.0280780001467,84.46123844366237,81.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,2436.1186666666677,2510.246900000311,2568.82249999976,2574.029219999711,32.26774226869475,81.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,804.3970666666004,842.3805000002176,869.6868599999107,872.1140919998834,77.16227999102925,65.0,1.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,2270.9609333331478,2247.995299999729,2403.7426399998367,2417.586847999846,28.914651200564265,65.0,1.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,882.9114666665797,883.753600000091,899.6252799999637,901.0360959999524,82.60220948462613,73.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,2025.0700333334255,1998.989599999732,2141.0249900002327,2153.6503580002773,36.51844912050058,73.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,925.5862333332819,936.6101999999046,1008.6521399999584,1015.0558679999632,68.33152148034104,64.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,2383.952533333286,2468.683300000066,2513.4630699996706,2517.4434939996354,25.924751060615304,64.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,kv_decode,3,791.4843666665851,830.7915000000321,856.7912399998932,859.1023279998808,77.03497207181047,64.0,1.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,kv_decode,3,2233.5586666664917,2211.9260999998005,2363.4877199998755,2376.959863999882,28.93405887294597,64.0,1.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,862.6130666665025,862.3035999999047,880.2418600000237,881.8363720000343,74.21979915195422,64.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,kv_decode,3,1989.1342666668,1958.975600000031,2105.6999000000815,2118.742060000086,32.67013637127435,64.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,prefill,3,20.995366666738846,22.40960000017367,23.84465000018281,23.972210000183622,758.6034556559803,17.0,17.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,prefill,3,52.16613333338197,56.89230000007228,57.92747999985295,58.01949599983345,298.8102080594105,17.0,17.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,prefill,3,12.91270000001532,13.040799999998852,14.001549999875351,14.086949999864373,76.68241212196246,1.0,1.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,prefill,3,37.40226666665573,36.06919999992897,40.2549199999612,40.62698399996407,27.724485156365244,1.0,1.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,prefill,3,20.298400000077283,20.291400000132853,21.334140000180923,21.426828000185196,443.5376563441199,9.0,9.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,prefill,3,35.93576666662557,34.80410000020129,39.49300999975094,39.90980199971091,258.59022356411884,9.0,9.0,0.0,,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,221.06806666700626,224.94110000025103,231.03032000049097,231.5715840005123,360.09426467599565,81.0,17.0,64.0,224.7964792251587,62.00732421875,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,616.23720000019,636.3962999998876,656.1753300001783,657.9334660002041,127.27918122719178,81.0,17.0,64.0,636.2682313919067,259.333984375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,103.2617666664919,102.17859999966096,105.26964999999107,105.54441000002042,636.1410314901133,65.0,1.0,64.0,102.04876947402954,255.8125,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,535.4783666665147,556.9620999999643,562.8894100000707,563.4162820000802,116.70452980553644,65.0,1.0,64.0,556.7047758102417,257.05517578125,,96.088,96.08832
