backend,backend_kind,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,e2e_kv,__all__,geomean_across_scenarios,2,True,1.9953504903424462,0.6836353117800024,1.0,,,,,,
hf_cpu_fp32,hf,e2e_kv,medium,scenario,2,True,1.9820867529804371,0.7150101919304238,1.0,,,,,,
hf_cpu_fp32,hf,e2e_kv,micro,scenario,2,True,1.9056758945078844,0.7293796075769319,1.0,,,,,,
hf_cpu_fp32,hf,e2e_kv,short,scenario,2,True,2.098288823539026,0.606516135832647,1.0,,,,,,
hf_cpu_fp32,hf,kv_decode,__all__,geomean_across_scenarios,2,True,1.9832562271061256,0.6858588170804819,1.0,,,,,,
hf_cpu_fp32,hf,kv_decode,medium,scenario,2,True,1.9645988025157288,0.720173374460562,1.0,,,,,,
hf_cpu_fp32,hf,kv_decode,micro,scenario,2,True,1.902072390172548,0.7276540151485875,1.0,,,,,,
hf_cpu_fp32,hf,kv_decode,short,scenario,2,True,2.0830974886301,0.6097490616322957,1.0,,,,,,
hf_cpu_fp32,hf,prefill,__all__,geomean_across_scenarios,2,True,0.3958195805102028,0.6164012094215602,1.0,,,,,,
hf_cpu_fp32,hf,prefill,medium,scenario,2,True,0.38243866122764536,0.6923060391563217,1.0,,,,,,
hf_cpu_fp32,hf,prefill,micro,scenario,2,True,0.0582821453753387,0.7559775004294522,1.0,,,,,,
hf_cpu_fp32,hf,prefill,short,scenario,2,True,0.7467379349276264,0.4009200886789062,1.0,,,,,,
hf_gpu_fp16,hf,e2e_kv,__all__,geomean_across_scenarios,2,True,0.9668158445528503,0.839707291562289,1.0,,,,,,
hf_gpu_fp16,hf,e2e_kv,medium,scenario,2,True,1.2715380613006757,0.7727907926210716,1.0,,,,,,
hf_gpu_fp16,hf,e2e_kv,micro,scenario,2,True,0.24746849928997158,1.2600969337948307,1.0,,,,,,
hf_gpu_fp16,hf,e2e_kv,short,scenario,2,True,1.3814409730678998,0.48623414827096606,1.0,,,,,,
hf_gpu_fp16,hf,kv_decode,__all__,geomean_across_scenarios,2,True,0.9541741583566186,0.8421351329579478,1.0,,,,,,
hf_gpu_fp16,hf,kv_decode,medium,scenario,2,True,1.2562698908820664,0.7771252014727548,1.0,,,,,,
hf_gpu_fp16,hf,kv_decode,micro,scenario,2,True,0.2336771383800303,1.263281479980851,1.0,,,,,,
hf_gpu_fp16,hf,kv_decode,short,scenario,2,True,1.3725754458077597,0.4859987174202361,1.0,,,,,,
hf_gpu_fp16,hf,prefill,__all__,geomean_across_scenarios,2,True,-0.6041599944970676,0.7550879507124005,1.0,,,,,,
hf_gpu_fp16,hf,prefill,medium,scenario,2,True,-0.2662937541377999,0.6526519927751359,1.0,,,,,,
hf_gpu_fp16,hf,prefill,micro,scenario,2,True,-1.2335225686662028,1.1154572698560685,1.0,,,,,,
hf_gpu_fp16,hf,prefill,short,scenario,2,True,-0.3126636606871992,0.49715458950599717,1.0,,,,,,
ollama,ollama,e2e_kv,__all__,geomean_across_scenarios,3,True,0.4058744960930067,0.690971795536904,0.9172229381753874,0.36856703645770067,1.6032715370061108,-3.3613180434268397,1.7825247663988353,1000.0,1000.0
ollama,ollama,e2e_kv,medium,scenario,3,True,0.42083142453989286,0.6886759151937174,0.914051892253436,0.36883935839598275,1.6168027081894363,-3.4117163351154463,1.7865539400217212,1000.0,1000.0
ollama,ollama,e2e_kv,micro,scenario,3,True,0.34496159635902096,0.7057801654353087,0.9228835973389719,0.3686239592828701,1.6024427499964058,-3.357659861787214,1.7825636166576715,1000.0,1000.0
ollama,ollama,e2e_kv,short,scenario,3,True,0.45183046738010385,0.6784593059816862,0.9144378818660108,0.3682377916942491,1.5905691528324952,-3.3145779333778806,1.7784567425171152,1000.0,1000.0
ollama,ollama,kv_decode,__all__,geomean_across_scenarios,3,True,0.39396892964728425,0.6920158962333789,0.9178268383369284,0.3676275488009482,1.60205567083319,-3.363891446392785,1.7786117050501877,1000.0,1000.0
ollama,ollama,kv_decode,medium,scenario,3,True,0.4076772165045959,0.6900008257314384,0.9149844652625517,0.3679269386462312,1.6143830318674148,-3.409407884289426,1.7824814875966453,1000.0,1000.0
ollama,ollama,kv_decode,micro,scenario,3,True,0.33389525341483617,0.7066554680080817,0.9232364875867056,0.36767155737143836,1.6022023873829079,-3.3641192478560713,1.7788147227972313,1000.0,1000.0
ollama,ollama,kv_decode,short,scenario,3,True,0.4403343190224212,0.679391394960617,0.9149808306363864,0.3672841503851751,1.5895815932492456,-3.318147207032848,1.7745389047566869,1000.0,1000.0
ollama,ollama,prefill,__all__,geomean_across_scenarios,3,True,-1.1641305306454033,0.6439163839619299,0.8818492697215432,0.09456697260182359,1.679798135059306,-5.441634762175989,0.9076694562083736,1000.0,1000.0
ollama,ollama,prefill,medium,scenario,3,True,-1.2471713929134423,0.6656515046672622,0.8762989690824827,0.08908809966886849,1.7648271790751966,-5.786037526518537,0.9191370283955105,1000.0,1000.0
ollama,ollama,prefill,micro,scenario,3,True,-1.0645605496085244,0.6186656598320086,0.881342600548424,0.10198964853961338,1.6163444128117785,-5.184311750030972,0.8992662810270918,1000.0,1000.0
ollama,ollama,prefill,short,scenario,3,True,-1.1806596494142398,0.6474319873865179,0.8879519322134319,0.09262316959698903,1.65822281329094,-5.3545550099784425,0.9046050592025175,1000.0,1000.0
