backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,76.87256666652804,77.76069999954416,78.99253000000499,79.10202600004595,321.49916346106136,25.0,17.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,540.0730999999723,551.3863000001038,561.548650000077,562.4519700000747,45.34026326006884,25.0,17.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,146.2783000000248,147.57989999998244,147.91146000025037,147.9409320002742,60.9839144761656,9.0,1.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,422.5759333329127,406.368499999644,450.54319999953805,454.46983999952863,22.147385931753774,9.0,1.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,153.5281333332629,153.5890999998628,155.5847599999197,155.76215199992475,110.68493792863676,17.0,9.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,245.61316666662,249.4577000002209,252.84871999970167,253.1501439996555,68.1478262646731,17.0,9.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,65.38196666648825,65.46919999982492,66.64324999987912,66.74760999988393,122.19486415018656,8.0,17.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,448.01780000004027,451.7550000000483,467.00738999998066,468.36315799997465,17.708713793979356,8.0,17.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,kv_decode,3,129.99743333345273,129.6319000002768,131.3842000000477,131.53996000002735,61.71320485145183,8.0,1.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,kv_decode,3,370.6343333330248,362.7392999997028,390.2898299997105,392.7387659997112,22.05440656693817,8.0,1.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,130.34840000000258,129.78130000010424,132.3279400001411,132.55430800014437,61.64216262276287,8.0,9.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,kv_decode,3,205.75749999989057,209.82510000021648,212.04062999972845,212.23756599968507,38.12699243318243,8.0,9.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,prefill,3,11.4906000000398,12.291499999719235,12.349280000125875,12.35441600016202,1383.069600975334,17.0,17.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,prefill,3,92.05529999993207,93.97570000010091,99.06574000006002,99.51818800005638,180.8978278425353,17.0,17.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,prefill,3,16.280866666572063,16.000999999960186,18.084859999999026,18.270092000002478,62.49609399428087,1.0,1.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,prefill,3,51.941599999887934,50.09509999990769,60.899959999824205,61.860391999816784,19.96203221476437,1.0,1.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,prefill,3,23.179733333260327,23.195599999780825,23.746579999760794,23.795555999759014,388.00462156982536,9.0,9.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,prefill,3,39.85566666672943,39.63260000000446,40.80808999997316,40.91257799997038,227.0857829160587,9.0,9.0,0.0,,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,16.332366666423088,16.299999999773718,16.50690999958897,16.525301999572548,1533.7423313096356,25.0,17.0,8.0,16.178207635879517,61.76123046875,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,91.17010000030253,93.2252000002336,102.54974000044967,103.37858800046888,268.16783444752446,25.0,17.0,8.0,93.05497455596924,258.021484375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,33.953666666851255,32.59479999996984,39.00946000012482,39.579652000138594,276.1176629403564,9.0,1.0,8.0,32.44857597351074,255.56640625,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,37.87226666675755,38.06949999989229,38.12035000032666,38.12487000036527,236.40972432066255,9.0,1.0,8.0,37.95555400848389,255.74267578125,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,16.125866666394966,16.189699999813456,16.228669999827616,16.232133999828875,1050.0503406607831,17.0,9.0,8.0,16.05734372138977,256.3681640625,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,89.53953333351213,91.03480000021592,97.52200000020821,98.09864000020752,186.74177347519495,17.0,9.0,8.0,90.94413185119627,256.69677734375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,13.769966666586697,13.76269999991564,13.83766999983891,13.84433399983209,581.2812892854627,8.0,17.0,8.0,13.718591690063477,61.76123046875,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,80.704266666847,79.94920000010097,90.0252400001591,90.92088800016427,100.06354034799467,8.0,17.0,8.0,79.8924789428711,258.021484375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,micro,kv_decode,3,28.774733333345164,27.35059999986333,33.914839999988544,34.498327999999674,292.49815360686694,8.0,1.0,8.0,27.2927360534668,255.56640625,,25.016,25.016064
