task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,27,False,,2,prefill,ok,,1766549040.5615394,18,4.7875,,148.7982,280.0907294117647,4.376417647058823,,0,64,514.1890000004423,473.8006,292.179,stop,999.89,4.7875,,18,3759.7911227154054
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,28,False,,2,kv_decode,ok,,1766549040.5615394,18,4.7875,,148.7982,280.0907294117647,4.376417647058823,,64,64,514.1890000004423,473.8006,292.179,stop,999.89,280.0907294117647,,64,228.49738773721725
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,29,False,,2,e2e_kv,ok,,1766549040.5615394,18,4.7875,,148.7982,280.0907294117647,4.376417647058823,,64,64,514.1890000004423,473.8006,292.179,stop,999.89,284.8782294117647,,82,287.8422832426296
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,30,False,,3,prefill,ok,,1766549041.075833,18,5.6292,,148.7304,279.9631058823529,4.374423529411764,,0,64,510.8559999998761,472.4756,287.9244,stop,999.89,5.6292,,18,3197.6124493711363
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,31,False,,3,kv_decode,ok,,1766549041.075833,18,5.6292,,148.7304,279.9631058823529,4.374423529411764,,64,64,510.8559999998761,472.4756,287.9244,stop,999.89,279.9631058823529,,64,228.6015501874533
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,32,False,,3,e2e_kv,ok,,1766549041.075833,18,5.6292,,148.7304,279.9631058823529,4.374423529411764,,64,64,510.8559999998761,472.4756,287.9244,stop,999.89,285.59230588235295,,82,287.12258107464254
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,33,False,,4,prefill,ok,,1766549041.586768,18,4.4686,,146.4777,275.7227294117647,4.3081676470588235,,0,64,507.60799999989104,471.8308,291.9646,stop,999.89,4.4686,,18,4028.1072371660025
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,34,False,,4,kv_decode,ok,,1766549041.586768,18,4.4686,,146.4777,275.7227294117647,4.3081676470588235,,64,64,507.60799999989104,471.8308,291.9646,stop,999.89,275.7227294117647,,64,232.1172437852315
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,35,False,,4,e2e_kv,ok,,1766549041.586768,18,4.4686,,146.4777,275.7227294117647,4.3081676470588235,,64,64,507.60799999989104,471.8308,291.9646,stop,999.89,280.1913294117647,,82,292.65716456019993
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,12,36,True,0,,prefill,ok,,1766549042.0945837,17,25.6526,,396.2958,603.8793142857143,9.435614285714285,,0,64,13413.18179999962,13324.5825,12848.3027,stop,4300.0,25.6526,,17,662.7008568332254
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,12,37,True,0,,kv_decode,ok,,1766549042.0945837,17,25.6526,,396.2958,603.8793142857143,9.435614285714285,,64,64,13413.18179999962,13324.5825,12848.3027,stop,4300.0,603.8793142857143,,64,105.98144113563656
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,12,38,True,0,,e2e_kv,ok,,1766549042.0945837,17,25.6526,,396.2958,603.8793142857143,9.435614285714285,,64,64,13413.18179999962,13324.5825,12848.3027,stop,4300.0,629.5319142857143,,81,128.66702729742465
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,13,39,False,,0,prefill,ok,,1766549055.5078645,17,9.614,,349.0034,544.7857951219512,8.512278048780487,,0,64,1005.4947999997239,1002.6111,618.4202,stop,4300.0,9.614,,17,1768.2546286665279
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,13,40,False,,0,kv_decode,ok,,1766549055.5078645,17,9.614,,349.0034,544.7857951219512,8.512278048780487,,64,64,1005.4947999997239,1002.6111,618.4202,stop,4300.0,544.7857951219512,,64,117.47736555002042
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,13,41,False,,0,e2e_kv,ok,,1766549055.5078645,17,9.614,,349.0034,544.7857951219512,8.512278048780487,,64,64,1005.4947999997239,1002.6111,618.4202,stop,4300.0,554.3997951219512,,81,146.10395009648667
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,14,42,False,,1,prefill,ok,,1766549056.5134902,17,9.3649,,349.1681,545.042887804878,8.516295121951218,,0,64,1026.8245000006573,1023.8735,636.377,stop,4300.0,9.3649,,17,1815.2890046877167
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,14,43,False,,1,kv_decode,ok,,1766549056.5134902,17,9.3649,,349.1681,545.042887804878,8.516295121951218,,64,64,1026.8245000006573,1023.8735,636.377,stop,4300.0,545.042887804878,,64,117.42195234902617
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,14,44,False,,1,e2e_kv,ok,,1766549056.5134902,17,9.3649,,349.1681,545.042887804878,8.516295121951218,,64,64,1026.8245000006573,1023.8735,636.377,stop,4300.0,554.407787804878,,81,146.10184377227344
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,15,45,False,,2,prefill,ok,,1766549057.540867,17,8.6003,,345.6917,539.616312195122,8.43150487804878,,0,64,945.7275000004302,941.9883,560.388,stop,4300.0,8.6003,,17,1976.6752322593397
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,15,46,False,,2,kv_decode,ok,,1766549057.540867,17,8.6003,,345.6917,539.616312195122,8.43150487804878,,64,64,945.7275000004302,941.9883,560.388,stop,4300.0,539.616312195122,,64,118.60278971117906
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,15,47,False,,2,e2e_kv,ok,,1766549057.540867,17,8.6003,,345.6917,539.616312195122,8.43150487804878,,64,64,945.7275000004302,941.9883,560.388,stop,4300.0,548.2166121951219,,81,147.75181597592737
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,16,48,False,,3,prefill,ok,,1766549058.486712,17,8.9491,,348.0133,543.2402731707317,8.488129268292683,,0,64,996.7176000000109,971.3504,584.5194,stop,4300.0,8.9491,,17,1899.632365265781
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,16,49,False,,3,kv_decode,ok,,1766549058.486712,17,8.9491,,348.0133,543.2402731707317,8.488129268292683,,64,64,996.7176000000109,971.3504,584.5194,stop,4300.0,543.2402731707317,,64,117.81158938465856
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,16,50,False,,3,e2e_kv,ok,,1766549058.486712,17,8.9491,,348.0133,543.2402731707317,8.488129268292683,,64,64,996.7176000000109,971.3504,584.5194,stop,4300.0,552.1893731707318,,81,146.68880629645068
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,17,51,False,,4,prefill,ok,,1766549059.4835532,17,9.077,,344.1526,537.2138146341464,8.393965853658537,,0,64,971.0200999998051,950.9207,567.1924,stop,4300.0,9.077,,17,1872.865484190812
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,17,52,False,,4,kv_decode,ok,,1766549059.4835532,17,9.077,,344.1526,537.2138146341464,8.393965853658537,,64,64,971.0200999998051,950.9207,567.1924,stop,4300.0,537.2138146341464,,64,119.1331984706784
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,17,53,False,,4,e2e_kv,ok,,1766549059.4835532,17,9.077,,344.1526,537.2138146341464,8.393965853658537,,64,64,971.0200999998051,950.9207,567.1924,stop,4300.0,546.2908146341464,,81,148.27267424264875
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,54,True,0,,prefill,ok,,1766549060.4548283,26,11.1539,,280.2822,280.2822,4.379409375,,0,64,645.991000000322,617.3994,274.6224,length,999.89,11.1539,,26,2331.02322954303
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,55,True,0,,kv_decode,ok,,1766549060.4548283,26,11.1539,,280.2822,280.2822,4.379409375,,64,64,645.991000000322,617.3994,274.6224,length,999.89,280.2822,,64,228.34129316809987
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,56,True,0,,e2e_kv,ok,,1766549060.4548283,26,11.1539,,280.2822,280.2822,4.379409375,,64,64,645.991000000322,617.3994,274.6224,length,999.89,291.4361,,90,308.8155516766797
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,57,False,,0,prefill,ok,,1766549061.1009228,26,5.0429,,278.6352,278.6352,4.353675,,0,64,656.2872999993488,623.6221,291.1396,length,999.89,5.0429,,26,5155.76354875171
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,58,False,,0,kv_decode,ok,,1766549061.1009228,26,5.0429,,278.6352,278.6352,4.353675,,64,64,656.2872999993488,623.6221,291.1396,length,999.89,278.6352,,64,229.69100817125764
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,59,False,,0,e2e_kv,ok,,1766549061.1009228,26,5.0429,,278.6352,278.6352,4.353675,,64,64,656.2872999993488,623.6221,291.1396,length,999.89,283.6781,,90,317.26100816383075
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,60,False,,1,prefill,ok,,1766549061.7573237,26,4.8893,,279.3477,279.3477,4.3648078125,,0,64,654.5862999992096,620.3115,282.6777,length,999.89,4.8893,,26,5317.734645041212
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,61,False,,1,kv_decode,ok,,1766549061.7573237,26,4.8893,,279.3477,279.3477,4.3648078125,,64,64,654.5862999992096,620.3115,282.6777,length,999.89,279.3477,,64,229.10516177509248
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,62,False,,1,e2e_kv,ok,,1766549061.7573237,26,4.8893,,279.3477,279.3477,4.3648078125,,64,64,654.5862999992096,620.3115,282.6777,length,999.89,284.23699999999997,,90,316.63717250041344
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,63,False,,2,prefill,ok,,1766549062.4120996,26,5.4755,,287.7504,287.7504,4.4961,,0,64,622.9577999993126,589.3438,246.5106,length,999.89,5.4755,,26,4748.424801388001
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,64,False,,2,kv_decode,ok,,1766549062.4120996,26,5.4755,,287.7504,287.7504,4.4961,,64,64,622.9577999993126,589.3438,246.5106,length,999.89,287.7504,,64,222.41498187317896
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,65,False,,2,e2e_kv,ok,,1766549062.4120996,26,5.4755,,287.7504,287.7504,4.4961,,64,64,622.9577999993126,589.3438,246.5106,length,999.89,293.2259,,90,306.93059514865496
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,66,False,,3,prefill,ok,,1766549063.035188,26,4.7695,,274.8463,274.8463,4.2944734375,,0,64,650.8499000001393,618.8416,283.1918,length,999.89,4.7695,,26,5451.305168256631
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,67,False,,3,kv_decode,ok,,1766549063.035188,26,4.7695,,274.8463,274.8463,4.2944734375,,64,64,650.8499000001393,618.8416,283.1918,length,999.89,274.8463,,64,232.85741885555674
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,68,False,,3,e2e_kv,ok,,1766549063.035188,26,4.7695,,274.8463,274.8463,4.2944734375,,64,64,650.8499000001393,618.8416,283.1918,length,999.89,279.6158,,90,321.870223356477
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,69,False,,4,prefill,ok,,1766549063.6861463,26,4.8218,,285.6245,285.6245,4.4628828125,,0,64,662.7588999999716,615.9087,278.8561,length,999.89,4.8218,,26,5392.177195238293
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,70,False,,4,kv_decode,ok,,1766549063.6861463,26,4.8218,,285.6245,285.6245,4.4628828125,,64,64,662.7588999999716,615.9087,278.8561,length,999.89,285.6245,,64,224.0704141276396
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,71,False,,4,e2e_kv,ok,,1766549063.6861463,26,4.8218,,285.6245,285.6245,4.4628828125,,64,64,662.7588999999716,615.9087,278.8561,length,999.89,290.4463,,90,309.8679514939595
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,24,72,True,0,,prefill,ok,,1766549064.3490832,17,7.6055,,79.3704,137.28934054054054,2.145145945945946,,0,64,448.0468000001565,416.1573,284.3321,stop,268.1,7.6055,,17,2235.2245085793174
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,24,73,True,0,,kv_decode,ok,,1766549064.3490832,17,7.6055,,79.3704,137.28934054054054,2.145145945945946,,64,64,448.0468000001565,416.1573,284.3321,stop,268.1,137.28934054054054,,64,466.1687480471309
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,24,74,True,0,,e2e_kv,ok,,1766549064.3490832,17,7.6055,,79.3704,137.28934054054054,2.145145945945946,,64,64,448.0468000001565,416.1573,284.3321,stop,268.1,144.89484054054054,,81,559.0261164429576
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,25,75,False,,0,prefill,ok,,1766549064.7972853,17,2.9543,,109.9532,146.60426666666666,2.2906916666666666,,0,64,457.92340000025433,443.6707,292.2356,stop,268.1,2.9543,,17,5754.3242053955255
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,25,76,False,,0,kv_decode,ok,,1766549064.7972853,17,2.9543,,109.9532,146.60426666666666,2.2906916666666666,,64,64,457.92340000025433,443.6707,292.2356,stop,268.1,146.60426666666666,,64,436.549368276685
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,25,77,False,,0,e2e_kv,ok,,1766549064.7972853,17,2.9543,,109.9532,146.60426666666666,2.2906916666666666,,64,64,457.92340000025433,443.6707,292.2356,stop,268.1,149.55856666666665,,81,541.5938505250007
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,26,78,False,,1,prefill,ok,,1766549065.2553058,17,2.6068,,107.4881,143.31746666666666,2.2393354166666666,,0,64,457.69149999978254,425.0621,278.038,stop,268.1,2.6068,,17,6521.405554703085
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,26,79,False,,1,kv_decode,ok,,1766549065.2553058,17,2.6068,,107.4881,143.31746666666666,2.2393354166666666,,64,64,457.69149999978254,425.0621,278.038,stop,268.1,143.31746666666666,,64,446.561061177935
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,26,80,False,,1,e2e_kv,ok,,1766549065.2553058,17,2.6068,,107.4881,143.31746666666666,2.2393354166666666,,64,64,457.69149999978254,425.0621,278.038,stop,268.1,145.92426666666665,,81,555.0824537294232
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,27,81,False,,2,prefill,ok,,1766549065.713155,17,3.0414,,107.3217,143.09560000000002,2.2358687500000003,,0,64,459.02989999922283,434.2504,284.919,stop,268.1,3.0414,,17,5589.531136976392
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,27,82,False,,2,kv_decode,ok,,1766549065.713155,17,3.0414,,107.3217,143.09560000000002,2.2358687500000003,,64,64,459.02989999922283,434.2504,284.919,stop,268.1,143.09560000000002,,64,447.2534445503565
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,27,83,False,,2,e2e_kv,ok,,1766549065.713155,17,3.0414,,107.3217,143.09560000000002,2.2358687500000003,,64,64,459.02989999922283,434.2504,284.919,stop,268.1,146.13700000000003,,81,554.2744137350568
