backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,108.36008938337424,103.42737750033848,11.686669939863478,94.69924799941508,149.18712899998354,122.94198199988386,129.79561405049935,139.44444071015818
transformers-gpu-compile,fp32,single_long,60,110.50163033332865,108.08471250038565,8.431240809459952,100.99635799997486,150.20879300027443,118.74032140067357,125.92884489954484,143.57491972947167
transformers-gpu,fp32,single_medium,60,101.47300011664508,97.50216399970668,13.050218107783955,93.45920199939428,164.68972100028623,108.77493709986082,125.05022329924027,157.72475860955635
transformers-gpu-compile,fp32,single_medium,60,106.33766130000974,105.11397949994716,4.341180603405642,99.30137699939225,122.07874199975775,111.53579759966306,115.02341485029321,119.28226885011097
transformers-gpu,fp32,single_micro,60,97.27857723332818,96.92124750017683,3.670700732430688,90.49489599965456,111.4308809992508,101.25060229984227,103.75118345050394,107.60096620969304
transformers-gpu-compile,fp32,single_micro,60,103.15663871671556,101.48186299966255,7.657469745177128,95.84177600027031,147.22792300017318,106.75109270014218,115.80079574973753,134.28318140027832
transformers-gpu,fp32,single_short,60,96.86378396669777,96.73714400014433,3.2756864844422644,91.98520700010704,109.96151800009102,98.84018070124512,102.13322164986494,108.96226449975984
transformers-gpu-compile,fp32,single_short,60,109.44459691672819,108.24062800020329,8.661017624503938,100.09714699936012,157.64512999976432,117.75337029957882,122.69082875072854,139.97790744965633
transformers-gpu,fp32,stress_single,30,103.04018376661286,101.1275034998107,7.499246940007373,95.25307400053862,127.6316229996155,113.21103049986053,119.15015099948505,125.20492648955953
transformers-gpu-compile,fp32,stress_single,30,104.47901150000689,104.7250889996576,2.3683259722177445,99.88146600062464,109.94575900076596,106.3900026995725,107.98502759962503,109.70774150036958
