backend,quantization,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,270,0.20436038148545774,0.18811949985320095,0.04664257910741756,0.1571139991938253,0.4475299992918735,0.2589095995062962,0.3115466999133785,0.3827399297642842
transformers-gpu,fp32,270,2.328132788904811,2.2279735003394308,0.47179455929429054,1.6627149998384994,6.236734999220062,2.767153900458652,3.0706684001870594,3.818413250355661
