backend,backend_kind,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,e2e_kv,__all__,geomean_across_scenarios,7,True,2.542627049014195,0.28034823090245253,0.8609960874176725,0.03725320669516292,0.6863917096137873,1.8176471508858731,2.8996504508836987,1000,1000
hf_cpu_fp32,hf,e2e_kv,medium,scenario,7,True,2.495603557197857,0.2903985318567397,0.8640575418797751,0.05999959879210371,0.7572651676424952,1.6619786047305163,2.8151190708080422,1000,1000
hf_cpu_fp32,hf,e2e_kv,micro,scenario,7,True,2.544846938668415,0.28494279676089007,0.8074594385309598,0.017205528991168933,0.8251489163332733,1.557690351719225,2.9186099743663174,1000,1000
hf_cpu_fp32,hf,e2e_kv,short,scenario,7,True,2.587430651176312,0.2657033640897281,0.8657103656937527,0.015935820947804775,0.5052802483001142,2.158969498462307,2.9612696578139954,1000,1000
hf_cpu_fp32,hf,kv_decode,__all__,geomean_across_scenarios,7,True,2.533760203818359,0.28055194620622265,0.8615392851080974,0.037002357956811394,0.6844431569820388,1.8120773892180515,2.889461187312845,1000,1000
hf_cpu_fp32,hf,kv_decode,medium,scenario,7,True,2.4851847535635345,0.29031652869876673,0.8647800020309222,0.060364826866425296,0.7541941166681676,1.6556451601149371,2.804255004385638,1000,1000
hf_cpu_fp32,hf,kv_decode,micro,scenario,7,True,2.53878308819594,0.2849146778698226,0.8066097354467294,0.01722263462282318,0.8276519866283563,1.5437892398770816,2.912167033644387,1000,1000
hf_cpu_fp32,hf,kv_decode,short,scenario,7,True,2.5773127696956055,0.2664246320500775,0.8672412014730934,0.017319229846146273,0.5051742037943406,2.14368830463364,2.9497901982754176,1000,1000
hf_cpu_fp32,hf,prefill,__all__,geomean_across_scenarios,7,True,0.8431011997748111,0.26485002420666187,0.8229359288177892,0.017585019609036065,0.6524732547629674,0.1507036159577661,1.2201613384946421,1000,1000
hf_cpu_fp32,hf,prefill,medium,scenario,7,True,0.8651490155998931,0.2894079056605993,0.8106647518646,0.09851493329154266,0.9396545459197125,-0.28102477178437235,1.173388578294956,1000,1000
hf_cpu_fp32,hf,prefill,micro,scenario,7,True,0.7155038582870228,0.2784868470664871,0.820568643916391,0.011233488963898917,0.5921751085034488,0.13099744778204936,1.089617980267675,1000,1000
hf_cpu_fp32,hf,prefill,short,scenario,7,True,0.9486507254375174,0.22665531989289864,0.7540773863885255,-0.07655055920841207,0.4561404032322732,0.5079143737513305,1.421903784476347,1000,1000
hf_gpu_fp16,hf,e2e_kv,__all__,geomean_across_scenarios,7,True,2.2731214866874385,0.11009958107792349,0.36536243085788844,-0.19943220827658661,0.35668857954212696,1.8087205333634064,2.773587216306446,1000,1000
hf_gpu_fp16,hf,e2e_kv,medium,scenario,7,True,2.3277989923140825,0.09827890215251364,0.2749176383285392,-0.21374232096400797,0.19245737201634175,2.209783564418648,2.8172289972218,1000,1000
hf_gpu_fp16,hf,e2e_kv,micro,scenario,7,True,2.3024811050389618,0.14544930520158994,0.5859638901813657,-0.10065861986255373,0.4555496561166069,1.7446578362843617,2.6593609554619277,1000,1000
hf_gpu_fp16,hf,e2e_kv,short,scenario,7,True,2.1890843627092713,0.08657053587966713,0.18612151346721373,-0.3073218041215105,0.47495305716553426,1.4507671440281968,2.7782095950300003,1000,1000
hf_gpu_fp16,hf,kv_decode,__all__,geomean_across_scenarios,7,True,2.2654592934660767,0.11006709124149286,0.3641795394864975,-0.20042994955626955,0.3560491082784643,1.8013728721958149,2.767670233834376,1000,1000
