backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,101.7920831833294,98.89535199999955,9.086175204689228,89.92523599999913,138.9456329999348,113.76488270000779,119.2847157000301,131.95926658998698
transformers-gpu-compile,fp32,single_long,60,106.29078033333693,105.33430200001703,9.561959858748883,95.73374799998646,142.68220200000314,114.9748321999766,121.52427675000861,140.60994440996922
transformers-gpu,fp32,single_medium,60,98.99864563333362,97.67270950001716,6.145398050546124,90.983107999989,128.83182800004533,103.52467570003796,105.43570219999195,125.2295222299898
transformers-gpu-compile,fp32,single_medium,60,110.38483038333689,106.35936799999968,12.307663127047588,100.67158300000756,161.1501540000404,122.41669149998415,140.70188130005474,154.1732334900399
transformers-gpu,fp32,single_micro,60,92.41633303333289,90.82948999999019,7.265372584522398,83.85633700001449,115.02563000001942,101.15007859998572,112.53833309998953,114.65794849001384
transformers-gpu-compile,fp32,single_micro,60,106.50364036666673,100.53336749999175,13.644123018476456,91.6286380000031,150.2236309999887,127.5579735000207,133.26375330000246,142.96132571999632
transformers-gpu-compile,fp32,single_short,60,111.52881520000146,109.79007400001706,9.715891211223454,98.016862999998,157.066460999971,117.24747620000356,129.0715068499992,151.1682014999988
transformers-gpu,fp32,single_short,60,112.33053533333504,109.57273999999018,14.304919442251009,93.4318209999958,147.76542300000983,130.83001450001177,141.37040434999616,147.3294661000125
transformers-gpu,fp32,stress_single,30,99.22616536666737,96.99233800000684,10.224564126247584,88.33060200004184,138.191551000034,106.93676860000778,118.20371539997434,134.58245547001698
transformers-gpu-compile,fp32,stress_single,30,114.47075229999844,110.75379150000232,10.018773445348433,103.63850999999612,141.7778969999972,126.61806650001493,132.8105890500211,139.9867375200131
