backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,1,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,3,859.8993333343969,863.3141000027535,875.4164000005403,876.4921600003436,612.7549636897078,612.7549636897078,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,863.2262868881226,482.9345703125,,0.103,0.102714
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,3106.0197333323836,3089.4311999982165,3209.048309998798,3219.6809419988494,171.22893042586784,171.22893042586784,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,3089.3856287002563,34.4453125,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,881.2336666663517,885.1482999998552,886.2418000000616,886.33900000008,597.6399660939151,597.6399660939151,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,885.0834612846375,287.38818359375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,1612.9844333342287,1610.263300000952,1630.8851800013144,1632.7182360013467,328.51770266371176,328.5177026637117,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,1610.2165668010712,132.49267578125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,2162.805366666362,2181.5375999995013,2186.7936000009654,2187.2608000010955,242.4895174853374,242.4895174853374,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,2181.495214939117,241.66650390625,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,1368.34380000073,1361.622400001579,1381.1082999991413,1382.8403799989246,388.507122091548,388.50712209154796,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,1361.5622940063477,641.03662109375,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,2105.074033333343,2121.917599999506,2128.0153699997754,2128.5573939997994,249.3028004481056,249.30280044810561,529.0,529.0,,17.0,17.0,512.0,512.0,512.0,2121.864031791687,493.1259765625,,96.088,96.08832
hf_gpu_fp16,hf,1,models/tiny-gpt2,hf,0.102714,medium,kv_decode,3,857.4992000006508,860.8312000014848,872.8124500008562,873.8774500008003,594.773981239431,594.773981239431,512.0,512.0,,17.0,17.0,512.0,512.0,512.0,860.8020629882812,482.9345703125,,0.103,0.102714
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,3099.0350666658437,3082.447399998273,3202.029049998964,3212.6585299990256,166.1017800337118,166.1017800337118,512.0,512.0,,17.0,17.0,512.0,512.0,512.0,3082.459228515625,34.4453125,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,878.9880666663521,882.8714999999647,883.9731900003244,884.0711180003564,579.9258442480253,579.9258442480253,512.0,512.0,,17.0,17.0,512.0,512.0,512.0,882.8477172851562,287.38818359375,,25.016,25.016064
