timestamp,power.draw [W],utilization.gpu [%],memory.used [MiB]
2025/11/27 17:01:02.029, 134.69 W, 100 %, 9727 MiB
2025/11/27 17:01:02.198, 134.69 W, 100 %, 9727 MiB
2025/11/27 17:01:02.366, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:02.535, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:02.721, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:02.891, 134.37 W, 100 %, 9727 MiB
2025/11/27 17:01:03.059, 134.37 W, 100 %, 9727 MiB
2025/11/27 17:01:03.243, 134.37 W, 100 %, 9727 MiB
2025/11/27 17:01:03.414, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:03.583, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:03.752, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:03.921, 133.91 W, 100 %, 9727 MiB
2025/11/27 17:01:04.090, 133.91 W, 100 %, 9727 MiB
2025/11/27 17:01:04.259, 133.91 W, 100 %, 9727 MiB
2025/11/27 17:01:04.444, 134.07 W, 100 %, 9727 MiB
2025/11/27 17:01:04.613, 134.07 W, 100 %, 9727 MiB
2025/11/27 17:01:04.783, 134.32 W, 100 %, 9727 MiB
2025/11/27 17:01:04.951, 134.32 W, 100 %, 9727 MiB
2025/11/27 17:01:05.121, 134.32 W, 100 %, 9727 MiB
2025/11/27 17:01:05.288, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:05.457, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:05.626, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:05.796, 133.78 W, 100 %, 9727 MiB
2025/11/27 17:01:05.964, 133.78 W, 100 %, 9727 MiB
2025/11/27 17:01:06.135, 133.78 W, 100 %, 9727 MiB
2025/11/27 17:01:06.303, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:06.472, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:06.641, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:06.811, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:06.980, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:07.164, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:07.333, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:07.502, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:07.673, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:07.841, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.010, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.180, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.349, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.519, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.689, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:01:08.858, 134.59 W, 100 %, 9727 MiB
2025/11/27 17:01:09.027, 134.59 W, 100 %, 9727 MiB
2025/11/27 17:01:09.196, 134.59 W, 100 %, 9727 MiB
2025/11/27 17:01:09.366, 134.62 W, 98 %, 9727 MiB
2025/11/27 17:01:09.534, 134.62 W, 98 %, 9727 MiB
2025/11/27 17:01:09.704, 134.62 W, 98 %, 9727 MiB
2025/11/27 17:01:09.873, 134.20 W, 98 %, 9727 MiB
2025/11/27 17:01:10.042, 134.20 W, 98 %, 9727 MiB
2025/11/27 17:01:10.212, 134.20 W, 98 %, 9727 MiB
2025/11/27 17:01:10.367, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:10.537, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:10.706, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:10.874, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:11.043, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:11.226, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:11.396, 134.34 W, 100 %, 9727 MiB
2025/11/27 17:01:11.565, 134.34 W, 100 %, 9727 MiB
2025/11/27 17:01:11.735, 134.34 W, 100 %, 9727 MiB
2025/11/27 17:01:11.904, 134.05 W, 100 %, 9727 MiB
2025/11/27 17:01:12.073, 134.05 W, 100 %, 9727 MiB
2025/11/27 17:01:12.242, 134.05 W, 100 %, 9727 MiB
2025/11/27 17:01:12.412, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:12.582, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:12.752, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:12.921, 134.31 W, 99 %, 9727 MiB
2025/11/27 17:01:13.089, 134.31 W, 99 %, 9727 MiB
2025/11/27 17:01:13.259, 134.31 W, 99 %, 9727 MiB
2025/11/27 17:01:13.443, 134.17 W, 100 %, 9727 MiB
2025/11/27 17:01:13.612, 134.17 W, 100 %, 9727 MiB
2025/11/27 17:01:13.781, 134.61 W, 100 %, 9727 MiB
2025/11/27 17:01:13.949, 134.61 W, 100 %, 9727 MiB
2025/11/27 17:01:14.118, 134.61 W, 100 %, 9727 MiB
2025/11/27 17:01:14.287, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:01:14.456, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:01:14.626, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:01:14.795, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:14.963, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:15.132, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:15.301, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:15.471, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:15.640, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:15.808, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:15.977, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:16.145, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:16.360, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:16.531, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:16.699, 134.27 W, 100 %, 9727 MiB
2025/11/27 17:01:16.870, 141.18 W, 100 %, 9727 MiB
2025/11/27 17:01:17.040, 141.18 W, 100 %, 9727 MiB
2025/11/27 17:01:17.193, 141.18 W, 100 %, 9727 MiB
2025/11/27 17:01:17.377, 146.82 W, 100 %, 9727 MiB
2025/11/27 17:01:17.547, 146.82 W, 100 %, 9727 MiB
2025/11/27 17:01:17.731, 146.82 W, 100 %, 9727 MiB
2025/11/27 17:01:17.900, 143.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.068, 143.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.238, 143.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.406, 144.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.575, 144.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.744, 144.94 W, 100 %, 9727 MiB
2025/11/27 17:01:18.913, 143.64 W, 100 %, 9727 MiB
2025/11/27 17:01:19.083, 143.64 W, 100 %, 9727 MiB
2025/11/27 17:01:19.252, 143.64 W, 100 %, 9727 MiB
2025/11/27 17:01:19.421, 135.91 W, 100 %, 9727 MiB
2025/11/27 17:01:19.591, 135.91 W, 100 %, 9727 MiB
2025/11/27 17:01:19.762, 135.91 W, 100 %, 9727 MiB
2025/11/27 17:01:19.931, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:20.099, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:20.268, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:20.436, 134.33 W, 100 %, 9727 MiB
2025/11/27 17:01:20.604, 134.33 W, 100 %, 9727 MiB
2025/11/27 17:01:20.773, 134.33 W, 100 %, 9727 MiB
2025/11/27 17:01:20.943, 134.93 W, 100 %, 9727 MiB
2025/11/27 17:01:21.112, 134.93 W, 100 %, 9727 MiB
2025/11/27 17:01:21.280, 135.10 W, 100 %, 9727 MiB
2025/11/27 17:01:21.448, 135.10 W, 100 %, 9727 MiB
2025/11/27 17:01:21.619, 135.10 W, 100 %, 9727 MiB
2025/11/27 17:01:21.789, 133.86 W, 100 %, 9727 MiB
2025/11/27 17:01:21.958, 133.86 W, 100 %, 9727 MiB
2025/11/27 17:01:22.127, 133.86 W, 100 %, 9727 MiB
2025/11/27 17:01:22.296, 133.76 W, 100 %, 9727 MiB
2025/11/27 17:01:22.465, 133.76 W, 100 %, 9727 MiB
2025/11/27 17:01:22.634, 133.76 W, 100 %, 9727 MiB
2025/11/27 17:01:22.803, 134.88 W, 100 %, 9727 MiB
2025/11/27 17:01:22.973, 134.88 W, 100 %, 9727 MiB
2025/11/27 17:01:23.143, 134.88 W, 100 %, 9727 MiB
2025/11/27 17:01:23.313, 135.14 W, 99 %, 9727 MiB
2025/11/27 17:01:23.483, 135.14 W, 99 %, 9727 MiB
2025/11/27 17:01:23.653, 135.14 W, 99 %, 9727 MiB
2025/11/27 17:01:23.822, 135.07 W, 99 %, 9727 MiB
2025/11/27 17:01:23.990, 135.07 W, 99 %, 9727 MiB
2025/11/27 17:01:24.160, 135.07 W, 99 %, 9727 MiB
2025/11/27 17:01:24.328, 134.10 W, 97 %, 9727 MiB
2025/11/27 17:01:24.497, 134.10 W, 97 %, 9727 MiB
2025/11/27 17:01:24.667, 134.10 W, 97 %, 9727 MiB
2025/11/27 17:01:24.836, 133.75 W, 97 %, 9727 MiB
2025/11/27 17:01:25.005, 133.75 W, 97 %, 9727 MiB
2025/11/27 17:01:25.172, 133.75 W, 97 %, 9727 MiB
2025/11/27 17:01:25.341, 133.41 W, 99 %, 9727 MiB
2025/11/27 17:01:25.510, 133.41 W, 99 %, 9727 MiB
2025/11/27 17:01:25.679, 133.41 W, 99 %, 9727 MiB
2025/11/27 17:01:25.850, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:26.017, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:26.187, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:26.355, 134.74 W, 100 %, 9727 MiB
2025/11/27 17:01:26.524, 134.74 W, 100 %, 9727 MiB
2025/11/27 17:01:26.694, 134.74 W, 100 %, 9727 MiB
2025/11/27 17:01:26.863, 134.19 W, 100 %, 9727 MiB
2025/11/27 17:01:27.032, 134.19 W, 100 %, 9727 MiB
2025/11/27 17:01:27.201, 134.19 W, 100 %, 9727 MiB
2025/11/27 17:01:27.370, 134.06 W, 100 %, 9727 MiB
2025/11/27 17:01:27.540, 134.06 W, 100 %, 9727 MiB
2025/11/27 17:01:27.708, 134.06 W, 100 %, 9727 MiB
2025/11/27 17:01:27.877, 133.45 W, 100 %, 9727 MiB
2025/11/27 17:01:28.046, 133.45 W, 100 %, 9727 MiB
2025/11/27 17:01:28.217, 133.45 W, 100 %, 9727 MiB
2025/11/27 17:01:28.386, 134.07 W, 100 %, 9727 MiB
2025/11/27 17:01:28.554, 134.07 W, 100 %, 9727 MiB
2025/11/27 17:01:28.723, 134.07 W, 100 %, 9727 MiB
2025/11/27 17:01:28.891, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:29.062, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:29.232, 134.57 W, 100 %, 9727 MiB
2025/11/27 17:01:29.402, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:01:29.570, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:01:29.754, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:01:29.923, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:30.091, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:30.258, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:30.427, 134.44 W, 100 %, 9727 MiB
2025/11/27 17:01:30.598, 134.44 W, 100 %, 9727 MiB
2025/11/27 17:01:30.766, 134.44 W, 100 %, 9727 MiB
2025/11/27 17:01:30.935, 134.51 W, 100 %, 9727 MiB
2025/11/27 17:01:31.105, 134.51 W, 100 %, 9727 MiB
2025/11/27 17:01:31.273, 134.51 W, 100 %, 9727 MiB
2025/11/27 17:01:31.457, 134.92 W, 99 %, 9727 MiB
2025/11/27 17:01:31.627, 134.92 W, 99 %, 9727 MiB
2025/11/27 17:01:31.811, 134.90 W, 99 %, 9727 MiB
2025/11/27 17:01:31.980, 134.90 W, 99 %, 9727 MiB
2025/11/27 17:01:32.150, 134.90 W, 99 %, 9727 MiB
2025/11/27 17:01:32.319, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:32.474, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:32.644, 134.21 W, 100 %, 9727 MiB
2025/11/27 17:01:32.829, 134.25 W, 100 %, 9727 MiB
2025/11/27 17:01:32.997, 134.25 W, 100 %, 9727 MiB
2025/11/27 17:01:33.167, 134.25 W, 100 %, 9727 MiB
2025/11/27 17:01:33.335, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:33.506, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:33.675, 134.23 W, 99 %, 9727 MiB
2025/11/27 17:01:33.843, 134.35 W, 99 %, 9727 MiB
2025/11/27 17:01:34.029, 134.35 W, 99 %, 9727 MiB
2025/11/27 17:01:34.198, 134.35 W, 99 %, 9727 MiB
2025/11/27 17:01:34.368, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:01:34.523, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:01:34.691, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:01:34.859, 134.93 W, 100 %, 9727 MiB
2025/11/27 17:01:35.043, 134.93 W, 100 %, 9727 MiB
2025/11/27 17:01:35.213, 134.93 W, 100 %, 9727 MiB
2025/11/27 17:01:35.383, 135.11 W, 100 %, 9727 MiB
2025/11/27 17:01:35.552, 135.11 W, 100 %, 9727 MiB
2025/11/27 17:01:35.736, 135.11 W, 100 %, 9727 MiB
2025/11/27 17:01:35.905, 134.08 W, 100 %, 9727 MiB
2025/11/27 17:01:36.073, 134.08 W, 100 %, 9727 MiB
2025/11/27 17:01:36.241, 134.08 W, 100 %, 9727 MiB
2025/11/27 17:01:36.425, 133.63 W, 100 %, 9727 MiB
2025/11/27 17:01:36.596, 133.63 W, 100 %, 9727 MiB
2025/11/27 17:01:36.765, 133.63 W, 100 %, 9727 MiB
2025/11/27 17:01:36.934, 133.90 W, 100 %, 9727 MiB
2025/11/27 17:01:37.103, 133.90 W, 100 %, 9727 MiB
2025/11/27 17:01:37.273, 133.90 W, 100 %, 9727 MiB
2025/11/27 17:01:37.457, 134.62 W, 99 %, 9727 MiB
2025/11/27 17:01:37.628, 134.62 W, 99 %, 9727 MiB
2025/11/27 17:01:37.798, 134.01 W, 99 %, 9727 MiB
2025/11/27 17:01:37.967, 134.01 W, 99 %, 9727 MiB
2025/11/27 17:01:38.151, 134.01 W, 99 %, 9727 MiB
2025/11/27 17:01:38.321, 134.20 W, 100 %, 9727 MiB
2025/11/27 17:01:38.491, 134.20 W, 100 %, 9727 MiB
2025/11/27 17:01:38.659, 134.20 W, 100 %, 9727 MiB
2025/11/27 17:01:38.828, 134.30 W, 100 %, 9727 MiB
2025/11/27 17:01:38.998, 134.30 W, 100 %, 9727 MiB
2025/11/27 17:01:39.166, 134.30 W, 100 %, 9727 MiB
2025/11/27 17:01:39.350, 133.95 W, 98 %, 9727 MiB
2025/11/27 17:01:39.519, 133.95 W, 98 %, 9727 MiB
2025/11/27 17:01:39.687, 133.95 W, 98 %, 9727 MiB
2025/11/27 17:01:39.856, 134.10 W, 98 %, 9727 MiB
2025/11/27 17:01:40.024, 134.10 W, 98 %, 9727 MiB
2025/11/27 17:01:40.193, 134.10 W, 98 %, 9727 MiB
2025/11/27 17:01:40.362, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:40.532, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:40.701, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:40.886, 134.53 W, 100 %, 9727 MiB
2025/11/27 17:01:41.056, 134.53 W, 100 %, 9727 MiB
2025/11/27 17:01:41.225, 134.53 W, 100 %, 9727 MiB
2025/11/27 17:01:41.395, 134.52 W, 99 %, 9727 MiB
2025/11/27 17:01:41.565, 134.52 W, 99 %, 9727 MiB
2025/11/27 17:01:41.747, 134.52 W, 99 %, 9727 MiB
2025/11/27 17:01:41.916, 134.17 W, 99 %, 9727 MiB
2025/11/27 17:01:42.101, 134.17 W, 99 %, 9727 MiB
2025/11/27 17:01:42.255, 134.17 W, 99 %, 9727 MiB
2025/11/27 17:01:42.424, 134.15 W, 97 %, 9727 MiB
2025/11/27 17:01:42.594, 134.15 W, 97 %, 9727 MiB
2025/11/27 17:01:42.764, 134.15 W, 97 %, 9727 MiB
2025/11/27 17:01:42.948, 134.44 W, 97 %, 9727 MiB
2025/11/27 17:01:43.118, 134.44 W, 97 %, 9727 MiB
2025/11/27 17:01:43.286, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:43.455, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:43.625, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:43.796, 134.72 W, 99 %, 9727 MiB
2025/11/27 17:01:43.964, 134.72 W, 99 %, 9727 MiB
2025/11/27 17:01:44.134, 134.72 W, 99 %, 9727 MiB
2025/11/27 17:01:44.303, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:01:44.474, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:01:44.644, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:01:44.828, 135.16 W, 100 %, 9727 MiB
2025/11/27 17:01:44.996, 135.16 W, 100 %, 9727 MiB
2025/11/27 17:01:45.165, 135.16 W, 100 %, 9727 MiB
2025/11/27 17:01:45.335, 138.44 W, 80 %, 9727 MiB
2025/11/27 17:01:45.505, 138.44 W, 80 %, 9727 MiB
2025/11/27 17:01:45.676, 138.44 W, 80 %, 9727 MiB
2025/11/27 17:01:45.892, 126.85 W, 80 %, 9727 MiB
2025/11/27 17:01:46.061, 126.85 W, 80 %, 9727 MiB
2025/11/27 17:01:46.246, 126.85 W, 80 %, 9727 MiB
2025/11/27 17:01:46.415, 115.10 W, 100 %, 9727 MiB
2025/11/27 17:01:46.585, 115.10 W, 100 %, 9727 MiB
2025/11/27 17:01:46.754, 115.10 W, 100 %, 9727 MiB
2025/11/27 17:01:46.922, 117.28 W, 100 %, 9727 MiB
2025/11/27 17:01:47.091, 117.28 W, 100 %, 9727 MiB
2025/11/27 17:01:47.260, 117.28 W, 100 %, 9727 MiB
2025/11/27 17:01:47.430, 133.74 W, 100 %, 9727 MiB
2025/11/27 17:01:47.599, 133.74 W, 100 %, 9727 MiB
2025/11/27 17:01:47.768, 133.74 W, 100 %, 9727 MiB
2025/11/27 17:01:47.938, 133.56 W, 100 %, 9727 MiB
2025/11/27 17:01:48.106, 133.56 W, 100 %, 9727 MiB
2025/11/27 17:01:48.275, 133.56 W, 100 %, 9727 MiB
2025/11/27 17:01:48.458, 133.63 W, 100 %, 9727 MiB
2025/11/27 17:01:48.627, 133.63 W, 100 %, 9727 MiB
2025/11/27 17:01:48.796, 134.41 W, 100 %, 9727 MiB
2025/11/27 17:01:48.964, 134.41 W, 100 %, 9727 MiB
2025/11/27 17:01:49.133, 134.41 W, 100 %, 9727 MiB
2025/11/27 17:01:49.303, 134.47 W, 99 %, 9727 MiB
2025/11/27 17:01:49.473, 134.47 W, 99 %, 9727 MiB
2025/11/27 17:01:49.642, 134.47 W, 99 %, 9727 MiB
2025/11/27 17:01:49.810, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:49.979, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:50.147, 134.41 W, 99 %, 9727 MiB
2025/11/27 17:01:50.316, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:50.486, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:50.655, 134.36 W, 100 %, 9727 MiB
2025/11/27 17:01:50.825, 133.97 W, 100 %, 9727 MiB
2025/11/27 17:01:50.980, 133.97 W, 100 %, 9727 MiB
2025/11/27 17:01:51.149, 133.97 W, 100 %, 9727 MiB
2025/11/27 17:01:51.319, 133.73 W, 100 %, 9727 MiB
2025/11/27 17:01:51.487, 133.73 W, 100 %, 9727 MiB
2025/11/27 17:01:51.655, 133.73 W, 100 %, 9727 MiB
2025/11/27 17:01:51.824, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:51.992, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:52.163, 134.26 W, 100 %, 9727 MiB
2025/11/27 17:01:52.331, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:52.500, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:52.669, 134.97 W, 100 %, 9727 MiB
2025/11/27 17:01:52.839, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:01:53.007, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:01:53.177, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:01:53.346, 134.66 W, 100 %, 9727 MiB
2025/11/27 17:01:53.516, 134.66 W, 100 %, 9727 MiB
2025/11/27 17:01:53.685, 134.66 W, 100 %, 9727 MiB
2025/11/27 17:01:53.853, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:54.022, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:54.221, 134.50 W, 100 %, 9727 MiB
2025/11/27 17:01:54.406, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:54.575, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:54.744, 134.58 W, 100 %, 9727 MiB
2025/11/27 17:01:54.898, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:55.066, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:55.234, 134.54 W, 100 %, 9727 MiB
2025/11/27 17:01:55.420, 134.26 W, 99 %, 9727 MiB
2025/11/27 17:01:55.588, 134.26 W, 99 %, 9727 MiB
2025/11/27 17:01:55.757, 134.26 W, 99 %, 9727 MiB
2025/11/27 17:01:55.928, 133.95 W, 99 %, 9727 MiB
2025/11/27 17:01:56.097, 133.95 W, 99 %, 9727 MiB
2025/11/27 17:01:56.267, 133.95 W, 99 %, 9727 MiB
2025/11/27 17:01:56.437, 134.04 W, 100 %, 9727 MiB
2025/11/27 17:01:56.606, 134.04 W, 100 %, 9727 MiB
2025/11/27 17:01:56.775, 134.04 W, 100 %, 9727 MiB
2025/11/27 17:01:56.943, 133.98 W, 100 %, 9727 MiB
2025/11/27 17:01:57.112, 133.98 W, 100 %, 9727 MiB
2025/11/27 17:01:57.282, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:57.451, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:57.635, 134.00 W, 100 %, 9727 MiB
2025/11/27 17:01:57.819, 134.43 W, 100 %, 9727 MiB
2025/11/27 17:01:57.989, 134.43 W, 100 %, 9727 MiB
2025/11/27 17:01:58.159, 134.43 W, 100 %, 9727 MiB
2025/11/27 17:01:58.313, 134.48 W, 100 %, 9727 MiB
2025/11/27 17:01:58.482, 134.48 W, 100 %, 9727 MiB
2025/11/27 17:01:58.650, 134.48 W, 100 %, 9727 MiB
2025/11/27 17:01:58.818, 135.18 W, 100 %, 9727 MiB
2025/11/27 17:01:58.987, 135.18 W, 100 %, 9727 MiB
2025/11/27 17:01:59.155, 135.18 W, 100 %, 9727 MiB
2025/11/27 17:01:59.324, 135.01 W, 100 %, 9727 MiB
2025/11/27 17:01:59.492, 135.01 W, 100 %, 9727 MiB
2025/11/27 17:01:59.662, 135.01 W, 100 %, 9727 MiB
2025/11/27 17:01:59.816, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:01:59.985, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:02:00.169, 134.85 W, 100 %, 9727 MiB
2025/11/27 17:02:00.338, 134.87 W, 100 %, 9727 MiB
2025/11/27 17:02:00.507, 134.87 W, 100 %, 9727 MiB
2025/11/27 17:02:00.676, 134.87 W, 100 %, 9727 MiB
2025/11/27 17:02:00.845, 134.63 W, 100 %, 9727 MiB
2025/11/27 17:02:01.014, 134.63 W, 100 %, 9727 MiB
2025/11/27 17:02:01.181, 134.63 W, 100 %, 9727 MiB
2025/11/27 17:02:01.349, 134.38 W, 99 %, 9727 MiB
2025/11/27 17:02:01.517, 134.38 W, 99 %, 9727 MiB
2025/11/27 17:02:01.687, 134.38 W, 99 %, 9727 MiB
2025/11/27 17:02:01.857, 134.46 W, 99 %, 9727 MiB
2025/11/27 17:02:02.026, 134.46 W, 99 %, 9727 MiB
2025/11/27 17:02:02.194, 134.46 W, 99 %, 9727 MiB
2025/11/27 17:02:02.364, 134.94 W, 100 %, 9727 MiB
2025/11/27 17:02:02.533, 134.94 W, 100 %, 9727 MiB
2025/11/27 17:02:02.701, 134.94 W, 100 %, 9727 MiB
2025/11/27 17:02:02.871, 135.33 W, 100 %, 9727 MiB
2025/11/27 17:02:03.040, 135.33 W, 100 %, 9727 MiB
2025/11/27 17:02:03.210, 135.33 W, 100 %, 9727 MiB
2025/11/27 17:02:03.394, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:02:03.563, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:02:03.716, 135.26 W, 100 %, 9727 MiB
2025/11/27 17:02:03.886, 134.84 W, 100 %, 9727 MiB
2025/11/27 17:02:04.055, 134.84 W, 100 %, 9727 MiB
2025/11/27 17:02:04.225, 134.84 W, 100 %, 9727 MiB
2025/11/27 17:02:04.410, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:02:04.580, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:02:04.748, 134.65 W, 100 %, 9727 MiB
2025/11/27 17:02:04.917, 135.08 W, 100 %, 9727 MiB
2025/11/27 17:02:05.087, 135.08 W, 100 %, 9727 MiB
2025/11/27 17:02:05.257, 135.08 W, 100 %, 9727 MiB
2025/11/27 17:02:05.425, 134.86 W, 100 %, 9727 MiB
2025/11/27 17:02:05.595, 134.86 W, 100 %, 9727 MiB
2025/11/27 17:02:05.764, 134.86 W, 100 %, 9727 MiB
2025/11/27 17:02:05.934, 134.70 W, 100 %, 9727 MiB
2025/11/27 17:02:06.102, 134.70 W, 100 %, 9727 MiB
2025/11/27 17:02:06.270, 134.70 W, 100 %, 9727 MiB
2025/11/27 17:02:06.439, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:02:06.608, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:02:06.777, 134.91 W, 100 %, 9727 MiB
2025/11/27 17:02:06.945, 134.68 W, 100 %, 9727 MiB
2025/11/27 17:02:07.114, 134.68 W, 100 %, 9727 MiB
2025/11/27 17:02:07.284, 134.42 W, 100 %, 9727 MiB
2025/11/27 17:02:07.452, 134.42 W, 100 %, 9727 MiB
2025/11/27 17:02:07.635, 134.42 W, 100 %, 9727 MiB
2025/11/27 17:02:07.819, 134.46 W, 100 %, 9727 MiB
2025/11/27 17:02:07.988, 134.46 W, 100 %, 9727 MiB
2025/11/27 17:02:08.158, 134.46 W, 100 %, 9727 MiB
2025/11/27 17:02:08.327, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:02:08.497, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:02:08.666, 134.29 W, 100 %, 9727 MiB
2025/11/27 17:02:08.850, 134.81 W, 100 %, 9727 MiB
2025/11/27 17:02:09.020, 134.81 W, 100 %, 9727 MiB
2025/11/27 17:02:09.189, 134.81 W, 100 %, 9727 MiB
2025/11/27 17:02:09.359, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:02:09.529, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:02:09.698, 134.75 W, 100 %, 9727 MiB
2025/11/27 17:02:09.867, 134.44 W, 100 %, 9727 MiB
