backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,3,410.3231721813254,511.9580000009592,155.97461790853444,155.97461790853433,489.1572265625,,96.088,96.08832
hf_gpu_fp16,hf,1,models/tiny-gpt2,hf,0.102714,prefill,3,4.304105106435375,4.299799998989329,1242.6465220940977,1242.6465220940977,630.53759765625,,0.103,0.102714
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,prefill,3,13.06652910216429,12.135500001022592,409.32685332277435,409.32685332277435,539.29345703125,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,prefill,3,3.240803115511425,3.8646999983029673,1650.3567327616981,1650.3567327616981,538.54931640625,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,prefill,3,7.626451096032522,8.299799999804236,701.3066987372123,701.3066987372123,632.16455078125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,prefill,3,5.846295263423991,4.651799999919604,914.849661237761,914.849661237761,631.55810546875,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,prefill,3,6.344792858856567,6.546700000399142,842.9717660165263,842.9717660165263,632.3837890625,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,prefill,3,7.365801651975636,8.685000000696164,726.1234409977368,726.1234409977368,489.1572265625,,96.088,96.08832
ollama,ollama,1,gemma3:270m,ollama,268.1,e2e_kv,3,123.89765533330645,123.35515454545455,654.5947140339239,654.5947140339239,,144.7523,268.1,268.1
ollama,ollama,1,gemma3:1b-it-qat,ollama,999.89,e2e_kv,3,265.5332376907589,264.78916470588234,309.21008547184925,309.21008547184925,,152.7436,999.9,999.89
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,e2e_kv,3,720.6018312007815,721.7079514285714,141.2575085613532,141.2575085613532,,129.975,7600.0,7600.0
ollama,ollama,1,llama3.1:8b-instruct-q4_0,ollama,8000.0,e2e_kv,3,711.1689668406062,729.4011824561404,116.34671318166757,116.34671318166757,,140.0565,8000.0,8000.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,3,2965.746605930671,3036.5343000000003,52.447396025013816,52.447396025013816,,223.6157,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,kv_decode,3,121.57362920739443,120.93905454545455,526.429953742858,526.429953742858,,144.7523,268.1,268.1
ollama,ollama,1,gemma3:1b-it-qat,ollama,999.89,kv_decode,3,260.89671392516726,259.81496470588235,245.30780413875593,245.30780413875593,,152.7436,999.9,999.89
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,kv_decode,3,709.035398280623,710.1562514285714,90.2634764853729,90.2634764853729,,129.975,7600.0,7600.0
ollama,ollama,1,llama3.1:8b-instruct-q4_0,ollama,8000.0,kv_decode,3,699.443966838661,717.8841824561404,91.50125390210526,91.50125390210526,,140.0565,8000.0,8000.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,kv_decode,3,2914.218092197351,2985.6532,21.961293896073276,21.961293896073276,,223.6157,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,prefill,3,2.3228824917934903,2.2954,6973.258037637952,6973.258037637952,,144.7523,268.1,268.1
ollama,ollama,1,gemma3:1b-it-qat,ollama,999.89,prefill,3,4.508403902513348,4.4579,3829.9228800930023,3829.9228800930023,,152.7436,999.9,999.89
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,prefill,3,11.566408857946252,11.5517,3236.1031361942205,3236.1031361942205,,129.975,7600.0,7600.0
ollama,ollama,1,llama3.1:8b-instruct-q4_0,ollama,8000.0,prefill,3,11.52620066582856,11.4993,1544.6040666271906,1544.6040666271906,,140.0565,8000.0,8000.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,prefill,3,50.84701604249728,50.8811,1798.740988729261,1798.740988729261,,223.6157,20900.0,20900.0
