backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,3,167.78283333284585,167.35200000039185,170.44556999862834,170.7205539984716,484.00975189905313,484.00975189905313,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,1082.2467000004206,1132.2027999995044,1159.2365500016967,1161.6395500018916,71.54195343805496,71.54195343805496,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,872.5687000005564,872.0386999993934,892.103750001479,893.8873100016644,92.88578591759328,92.88578591759327,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,839.0861666666751,822.28749999922,891.9831399989562,898.1783079989327,98.50569296028073,98.50569296028073,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,1257.2856333323823,1255.331299998943,1306.1535799995909,1310.6711159996485,64.52479915068493,64.52479915068493,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,1072.821900001145,1070.3647000009369,1080.6539500021245,1081.56855000223,75.67514137931595,75.67514137931595,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,1707.958066666227,1663.2240999988426,1799.4426099994598,1811.5509219995147,48.70059302294644,48.700593022946435,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/tiny-gpt2,hf,0.102714,micro,e2e_kv,3,184.42250000043714,183.0179999997199,188.59647000099358,189.0923340011068,355.1563234222835,355.1563234222835,65.0,65.0,,1.0,1.0,64.0,64.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,micro,e2e_kv,3,909.8066333335737,910.5997999995452,921.4503800005332,922.414876000621,71.3815223768251,71.3815223768251,65.0,65.0,,1.0,1.0,64.0,64.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,836.556533333957,834.6355000012409,851.7581800006155,853.28019600056,77.87830735680829,77.87830735680829,65.0,65.0,,1.0,1.0,64.0,64.0,64.0,,,,25.016,25.016064
