backend,backend_kind,batch_size,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,spearman_rho_loglog,spearman_p_loglog,theilsen_slope,theilsen_log10_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,7,True,2.588148815671448,0.2910907137638405,0.8482946457815219,0.8571428571428573,0.01369732661532562,0.30864133765818447,2.5159648955896197,0.03974247610451674,0.6621034460915259,0.01747297064212476,0.6494436491534682,1.9897650095161055,2.980841807466965,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,medium,scenario,7,True,2.590992083368915,0.2813870137958684,0.8210039808588034,0.6785714285714287,0.0937502539598313,0.30038886069768667,2.532429778833423,-0.09940697915689092,0.5224305317913392,-0.05373739120847775,0.5137236368116498,2.145835073246586,3.0725563146001975,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,micro,scenario,7,True,2.5951967231633453,0.2966458152177944,0.7947577698746643,0.7500000000000002,0.05218140045705776,0.3069102345574739,2.4514335801734504,-0.1370097397804384,0.8683295326836775,0.08498697489160872,0.7987966462162726,1.7532788907924923,2.8741709255333108,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,short,scenario,7,True,2.5782576404820845,0.2952393122778592,0.7953671370660534,0.7500000000000002,0.05218140045705776,0.30382934206625667,2.4953304576860624,-0.068148592051167,0.5798384990504296,-0.028489645461345966,0.7782517940662335,1.7247341843201143,3.053018601670631,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,__all__,geomean_across_scenarios,7,True,2.5793157220484857,0.291093387513585,0.8476390052136642,0.8571428571428573,0.01369732661532562,0.3086816753446213,2.507225491475845,0.03452570342831774,0.6665324813837064,0.01748658090537109,0.6495255943529572,1.9813594587560273,2.9726483645196113,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,medium,scenario,7,True,2.581508161022099,0.2806927336715631,0.8193229894947822,0.6785714285714287,0.0937502539598313,0.3000580907690256,2.5229554732425363,-0.10975973949070184,0.5341930044370489,-0.05531752880722792,0.5109008429851948,2.1394084101058057,3.06424586557192,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,micro,scenario,7,True,2.588891842539245,0.2963982302487061,0.7941880951573319,0.7500000000000002,0.05218140045705776,0.3052650026029054,2.447767586971771,-0.1382296129211702,0.8724004457495741,0.08493877727646745,0.7978125364482879,1.7520221573599635,2.867571938886512,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,short,scenario,7,True,2.5675471625841153,0.2961891986204845,0.7966290012819005,0.7500000000000002,0.05218140045705776,0.30494491375238447,2.4854953444142827,-0.06578744909932924,0.5786181363422968,-0.02661255249661985,0.7819973212449114,1.7104819309195904,3.0411562679902278,1000,1000
hf_cpu_fp32,hf,1.0,prefill,__all__,geomean_across_scenarios,7,True,0.8932877433268582,0.28075493762538806,0.872609678190483,0.8571428571428573,0.01369732661532562,0.2740363483284333,0.8627466137909394,0.08688497362782481,0.5299641949316714,0.018628850143406733,0.5101470146916485,0.4720281386534279,1.2713117190129457,1000,1000
hf_cpu_fp32,hf,1.0,prefill,medium,scenario,7,True,0.9973854916202648,0.2743742391446453,0.8651844733150786,0.8571428571428573,0.01369732661532562,0.2643091088569787,0.9405883949781548,0.02189057812684764,0.6233308286103233,0.027684552949795736,0.5956301324125348,0.45419794312734896,1.3523623132746085,1000,1000
hf_cpu_fp32,hf,1.0,prefill,micro,scenario,7,True,0.7201042551342445,0.32229224785123384,0.8473519116857009,0.7142857142857144,0.07134356146753759,0.3110224624297446,0.6085643373757383,-0.11080682144711962,0.6127109170677592,0.08804459397050472,0.5698582420933994,0.23331945591445072,1.042521145884807,1000,1000
hf_cpu_fp32,hf,1.0,prefill,short,scenario,7,True,0.9623734832260661,0.24559832588028505,0.7146249676716045,0.5357142857142858,0.21521745567801273,0.24628387783827194,0.9276754618615501,-0.18685710497669825,0.5150183028461484,-0.12518763559568566,0.5883685027388084,0.36855607887705943,1.505501731802686,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,7,True,2.4764543350881763,0.0427135312219693,0.060890740330801774,0.28571428571428575,0.5345092286010406,0.06244845107615689,2.4319658552468852,-0.26993393414243955,0.6409777258386884,-0.262904687547377,0.619697091007689,1.435674218713296,2.9690967124417664,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,medium,scenario,7,True,2.542688986632354,0.03015758007628954,0.02007065822894194,0.03571428571428572,0.9394082054712856,-0.17360047752185628,2.780563069788397,-0.9762242315302434,0.312386099601788,-0.40299095994962475,0.2049946768824171,2.1668737253968495,3.256583881021093,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,micro,scenario,7,True,2.427036497516879,0.07719156433669434,0.2501790648591825,0.6071428571428572,0.1482311614811614,0.09810957373039939,2.3618862910502156,-0.2001564972779121,0.6704880404134514,-0.10409962411147548,0.5488623540923653,1.5795130016888068,2.6863926473784328,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,short,scenario,7,True,2.4596375211152925,0.02079144925292614,0.006596151550918639,0.28571428571428575,0.5345092286010406,0.29837966732863924,1.9394351094057103,-0.24388305124054727,1.1396352190862151,-0.441976241420792,1.1270391304358232,0.48371110679289403,3.0916250181395544,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,__all__,geomean_across_scenarios,7,True,2.468338418485172,0.04260514124430503,0.06088667346217158,0.28571428571428575,0.5345092286010406,0.06232646956697036,2.423953474811511,-0.26797582493940403,0.6412130460997659,-0.26150394787771264,0.6197912254557999,1.427610906173371,2.9589023787008735,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,medium,scenario,7,True,2.5352275633603036,0.02981667805450025,0.019475578439871688,0.03571428571428572,0.9394082054712856,-0.17464650862921235,2.7723310306351494,-0.9787981603253688,0.3087757582905779,-0.4057068889878175,0.2028758037265613,2.158171226915321,3.2522213197314715,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,micro,scenario,7,True,2.4187550689375064,0.07710090047741282,0.25261429073474073,0.6071428571428572,0.1482311614811614,0.09840563362657546,2.3538809080091623,-0.19267166487751122,0.6724494601265296,-0.09656178493155884,0.549876462837523,1.5701806278104176,2.666425187241799,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,short,scenario,7,True,2.4510326231577024,0.020897845201004045,0.006631070528279159,0.28571428571428575,0.5345092286010406,0.2997680845914428,1.9288686472863643,-0.2441203331212672,1.1301877542168892,-0.4442929591089462,1.1285654602952957,0.4737477980830467,3.0875952976900605,1000,1000
