backend,backend_kind,batch_size,mode,scenario,aggregation,filter,n_models,ok,log10_intercept,slope,r2,spearman_rho_loglog,spearman_p_loglog,theilsen_slope,theilsen_log10_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
ollama,ollama,1,e2e_kv,__all__,geomean_across_scenarios,length_limited_decode_only,5,True,0.4351625163449541,0.6592907001227764,0.9250750429141882,0.9999999999999999,1.4042654220543672e-24,0.558316505430827,0.6939464999457714,0.3307211980777629,1.4948505641177507,0.4917535126043973,1.4727391155047571,-2.871420540263983,0.9495579596212835,1000,1000
ollama,ollama,1,kv_decode,__all__,geomean_across_scenarios,length_limited_decode_only,5,True,0.4265148569511446,0.6596419946032004,0.9254005894495743,0.9999999999999999,1.4042654220543672e-24,0.5592771469146265,0.6831775989758566,0.3282862901153048,1.4938080264660707,0.4920593022002378,1.4716701312007758,-2.8743327722759107,0.9412843430049603,1000,1000
ollama,ollama,1,prefill,__all__,geomean_across_scenarios,length_limited_decode_only,5,True,-1.2139119946303225,0.6228937960721457,0.9014040832723145,0.8999999999999998,0.03738607346849874,0.4918834824734335,-0.8472219284238689,-0.06789087024899157,1.5455450417984034,0.4543059540024015,1.514899474131856,-4.838938649300512,-0.7086568107194618,1000,1000
