backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,97.09658122962571,96.6763944993545,5.238596295914989,86.99045200137334,129.22614800027077,102.26748190107173,106.38241374967947,113.33476546044038
transformers-gpu-compile,270,105.16761168524951,104.02863349963808,7.795841912052676,94.8482719995809,179.79339100020297,111.30175509943001,114.54294420000222,136.7927266810966
