backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,97.4332444332352,97.7455924999049,4.090695911335197,90.52073899965762,110.9631659992374,102.04496170044877,103.94990404993223,109.34155866939362
transformers-gpu-compile,fp32,single_long,60,105.97808421665225,105.537873999765,4.471528235762433,96.23478199955572,117.7073430008022,111.87136149974322,113.70167310014948,117.4761532706998
transformers-gpu,fp32,single_medium,60,95.88808186675426,95.81168000067919,4.191209948660501,86.99045200137334,111.61820699999224,100.13638490008816,102.61124590047073,106.57836150959153
transformers-gpu-compile,fp32,single_medium,60,104.07814536659619,102.95454049992259,6.550884108098882,94.8482719995809,134.8438780005381,111.40462689945707,113.89196714972059,128.85783594026177
transformers-gpu,fp32,single_micro,60,98.4649845667415,96.8065815004593,7.02252121169536,90.92995599985444,129.22614800027077,105.32643880105752,107.42220824936336,128.95496099031334
transformers-gpu-compile,fp32,single_micro,60,106.15485268346372,103.28728399963438,11.888056724819446,99.30862700002764,179.79339100020297,109.46483520046968,114.37264440041871,161.71450716039533
transformers-gpu,fp32,single_short,60,94.78464184997695,94.74940149993927,3.4021137404486477,89.91650100051629,106.18887099917627,98.7433207998947,99.58500309962801,103.43094490969631
transformers-gpu-compile,fp32,single_short,60,103.69328485015406,103.04532399914024,6.153050954170612,95.8662450011616,136.80282000041188,109.5649432008031,111.44536335023078,126.60568715990843
transformers-gpu,fp32,stress_single,30,100.72732563321551,100.63017299989951,5.391441425428087,90.03132900033961,113.9296600003945,106.62749069952042,110.18482055019373,113.67963186041379
transformers-gpu-compile,fp32,stress_single,30,106.69977093351311,104.60152100085907,7.6451135682771305,98.63076000056026,136.78819200140424,111.73067460067612,121.16798019956147,133.7638365208477
