backend,scenario,n_total,n_ok,n_degraded,degraded_rate,throughput_mean_tok_s,throughput_median_tok_s,ttft_mean_ms,ttft_median_ms,warmup_mean_latency_ms,warmup_median_latency_ms,mean,median,std,min,max,q25,q75,ci_lower,ci_upper,n
onnxruntime-cpu,batch_medium,5,5,0,0.0,100873.13756365124,102302.68747826149,,,1.105853332167802,1.1114666655582066,0.7585400002426468,0.7428999997500796,0.061536364600774406,0.7092000014381483,0.8607999989180826,0.714249999873573,0.7655500012333505,0.6821325117375245,0.834947488747769,5
onnxruntime-cpu,batch_short,5,5,0,0.0,78301.19523572836,74011.00760740058,,,0.8396866658586077,0.8139999990817159,0.5700099995010532,0.5949500009592157,0.05931111206081734,0.4657499994209502,0.6096500001149252,0.5793499985884409,0.6003499984217342,0.49636552696170716,0.6436544720403994,5
onnxruntime-cpu,single_long,5,5,0,0.0,60669.344785255336,63786.38928427089,,,0.668620001912738,0.6256000027254535,0.45478999891201966,0.42359999861218967,0.06216586151886249,0.40470000021741726,0.5543500010389835,0.4148499974689912,0.4764499972225167,0.3776008867467272,0.5319791110773121,5
onnxruntime-cpu,single_medium,5,5,0,0.0,47069.25236564097,48889.33718459221,,,0.60673333403732,0.5746000024373643,0.4084800006239675,0.38875000245752744,0.04946720726194332,0.3650499966170173,0.47515000187559053,0.3676000014820602,0.445850000687642,0.34705835027512855,0.46990165097280645,5
onnxruntime-cpu,single_micro,5,5,0,0.0,32461.114036434145,27297.016220397534,,,1.5212333329448786,0.421799995820038,0.27044000089517795,0.2982000005431473,0.07216191344396722,0.14775000090594403,0.3350000006321352,0.2719000003708061,0.2993500020238571,0.18083915093030747,0.36004085086004844,5
onnxruntime-cpu,single_short,5,5,0,0.0,34987.544194758506,30528.97131705298,,,0.5190066663393129,0.46456666799106944,0.3383299997949507,0.36050000198883936,0.07868403325929754,0.2023999986704439,0.39649999962421134,0.34529999902588315,0.3869499996653758,0.2406308684634132,0.4360291311264882,5
onnxruntime-gpu,batch_medium,5,5,0,0.0,6369.227437725966,6324.716213798532,,,12.209806665487122,12.27893333270913,11.959699999715667,12.016350003250409,0.4461485555324298,11.440149995905813,12.607649998244597,11.65969999783556,12.074650003341958,11.405733400460436,12.513666598970898,5
onnxruntime-gpu,batch_short,5,5,0,0.0,5430.068520214927,5574.8807439440325,,,8.758393332148746,7.986366668774281,8.178129999578232,7.892549998359755,0.6593607544691801,7.727199998043943,9.326700001111021,7.813950000127079,8.130250000249362,7.359425488925378,8.996834510231086,5
onnxruntime-gpu,single_long,5,5,0,0.0,4560.316312793952,4577.375794996404,,,6.58701333256128,6.2692666639729095,5.938329998753034,5.900899999687681,0.2846977737170975,5.685399999492802,6.410699999833014,5.749499996454688,5.9451499982969835,5.584831022759751,6.291828974746316,5
onnxruntime-gpu,single_medium,5,5,0,0.0,3572.1642010637106,3611.2323441909357,,,5.541780000688353,5.462633331868953,5.334790000051726,5.265050000161864,0.2770095832172661,5.0211000052513555,5.772250002337387,5.234149994066684,5.3813999984413385,4.990837173413416,5.678742826690035,5
onnxruntime-gpu,single_micro,5,5,0,0.0,2008.301021595404,2027.9531972146897,,,10.448926667838046,4.386166666032902,3.9950800019141752,3.9510000024165493,0.10636438048853794,3.933500003768131,4.1834999974526,3.9365000047837384,3.9709000011498574,3.8630111799703104,4.12714882385804,5
onnxruntime-gpu,single_short,5,5,0,0.0,2365.079359425935,2481.2371191002685,,,4.907939999247901,4.624266667330327,4.762779999146005,4.433999998582294,0.7420582897210858,4.328299997723661,6.083249998482643,4.425650000484893,4.542700000456534,3.841392936230673,5.684167062061338,5
tensorrt-fp16,batch_medium,5,5,0,0.0,13043.020001595962,13115.704847118692,,,6.41855333330265,6.347766665082115,5.838079998648027,5.7989999986602925,0.22133334175941172,5.582149999099784,6.139099998108577,5.696699998225085,5.973449999146396,5.563258356583235,6.112901640712819,5
tensorrt-fp16,batch_short,5,5,0,0.0,12239.645935499953,12252.404140216855,,,3.797166666966708,3.8350666654878296,3.6011599986522924,3.5926500022469554,0.10239667541606265,3.456999998888932,3.7113999969733413,3.558999997039791,3.685749998112442,3.4740177332524107,3.728302264052174,5
tensorrt-fp16,single_long,5,5,0,0.0,13714.13633588055,13906.324920769537,,,2.197606666110611,2.1769666661081524,2.002920001541497,1.9867000009980984,0.10385489242854175,1.9020500003534835,2.175000005081529,1.9472999993013218,2.0035500019730534,1.873967120575652,2.1318728825073423,5
tensorrt-fp16,single_medium,5,5,0,0.0,12791.885258189435,12698.047465058793,,,1.637073332676664,1.6213666676776484,1.5181900009338278,1.5179000001808163,0.13124579143705697,1.3389000014285557,1.6834499983815476,1.4570000021194573,1.5937000025587622,1.355226826790674,1.6811531750769817,5
