backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,3,144.9753666667372,142.55750000029366,150.67495999983294,151.39651199979198,568.1917822621268,81.0,17.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,804.6454999998787,791.8378999997913,849.3238699998528,854.4337339998583,102.29366389259891,81.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,732.5951666666697,749.1523999997298,794.6723300000031,798.7185460000273,108.12219249384933,81.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,733.8156999997713,736.822200000006,742.0029599998998,742.4634719998903,109.9315411506322,81.0,17.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,887.5681666668243,887.7217000003839,900.8419900000719,902.0082380000441,91.24481242259256,81.0,17.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,1002.6587000000594,932.6034999999138,1130.5539100002989,1148.149502000333,86.85363072303234,81.0,17.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,1668.6242333333514,1586.714299999585,1843.7263100002383,1866.5718220002964,51.04888762899609,81.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,micro,e2e_kv,3,131.8073000000671,128.60470000032365,139.46653000020888,140.43202600019868,505.4247628573172,65.0,1.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,micro,e2e_kv,3,775.5634666668811,774.8854000001302,797.4598300001162,799.466446000115,83.88337165726581,65.0,1.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,572.8274333335625,566.2280000005921,597.5922800000262,600.3802159999759,114.7947469922576,65.0,1.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,micro,e2e_kv,3,946.0873333335561,957.9905000000508,1032.371180000155,1038.9827960001642,67.8503596851916,65.0,1.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,micro,e2e_kv,3,1354.4053333331856,1401.1847999995553,1539.717209999753,1552.0312019997707,46.389312815854574,65.0,1.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,micro,e2e_kv,3,1570.6428000001627,1556.868100000429,1729.8661000003449,1745.2437000003374,41.75048612016785,65.0,1.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,1235.702133332931,1236.4835999997013,1237.7120999993622,1237.821299999332,52.56842872806053,65.0,1.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,short,e2e_kv,3,183.72940000002322,182.48180000000505,189.1843699999754,189.78015399997275,400.0398943894569,73.0,9.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,947.229566666465,947.298099999898,948.8865999998778,949.027799999876,77.06127564280753,73.0,9.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,643.5355666670451,648.9729000004445,675.1098000002457,677.4330800002281,112.48543660289975,73.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,994.316266666677,867.8076999995028,1212.7863400001843,1243.4511080002449,84.12001875535539,73.0,9.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,866.322566666895,868.7298999998347,872.9421700002604,873.3165940002982,84.03072117123388,73.0,9.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,1188.4931666665277,1218.014999999923,1248.190650000015,1250.8729300000232,59.93358045673051,73.0,9.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,1337.8570666668566,1371.466699999928,1383.9922700001355,1385.105654000154,53.22768682608468,73.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,medium,kv_decode,3,141.18390000006306,138.6333000000377,147.21543000005113,147.97828600005232,461.6495459603327,64.0,17.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,788.244999999885,774.6300999997402,834.4691199999488,839.7881439999674,82.62007892543998,64.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,717.2539999999875,729.833399999734,778.8762900001984,783.2356580002397,87.69124570076312,64.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,715.9303666665741,720.5204000001686,723.579049999762,723.8509299997258,88.82468837799044,64.0,17.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,863.9558333335723,865.3452000003199,877.3769400002493,878.446428000243,73.95892413799295,64.0,17.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,978.0133333335167,911.2632999999732,1103.4265300002971,1120.507706000326,70.23217109698358,64.0,17.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,1630.3371666666255,1554.7910999998749,1797.3550499999874,1818.9162899999974,41.163086153506505,64.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,micro,kv_decode,3,129.86513333332064,127.20350000017788,137.28277999994134,138.1787159999203,503.1308100792077,64.0,1.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,micro,kv_decode,3,763.433733333386,763.079899999866,784.9570100000165,786.9016420000298,83.87064054499567,64.0,1.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,kv_decode,3,564.1603000002154,557.4991000003138,588.6571000002277,591.4267000002201,114.79839160272005,64.0,1.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,micro,kv_decode,3,933.1710333332618,941.9684999998026,1021.0375499998463,1028.0659099998502,67.94282399041307,64.0,1.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,micro,kv_decode,3,1328.4567999999126,1374.8320999998214,1509.4195400000444,1521.3828680000643,46.5511388627079,64.0,1.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,micro,kv_decode,3,1550.2907666667245,1531.2008000000787,1711.946450000232,1728.0127300002457,41.79726133894177,64.0,1.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,kv_decode,3,1217.4116999998053,1218.7579999999798,1219.5214699996995,1219.5893339996746,52.51247581554424,64.0,1.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,short,kv_decode,3,177.97269999997903,176.27940000011222,182.70647999988796,183.27777599986803,363.06000587680273,64.0,9.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,kv_decode,3,921.1347666664551,921.80849999977,922.9818299996624,923.0861259996528,69.42873709671366,64.0,9.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,627.9125666668127,629.0189000001192,660.939290000124,663.7766580001244,101.74575040589062,64.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,kv_decode,3,976.4037999999952,853.5251999996945,1190.6998500000554,1220.6709300000875,74.98314050952791,64.0,9.0,64.0,,,,45.171,45.1712
