backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,637.1739539986447,637.2068000000581,120.68295200280785,120.68295200280785,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,425.5373821656662,426.82220000097004,180.70335752058864,180.70335752058864,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,673.3889364076621,673.541799999839,114.19260036863126,114.19260036863126,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,787.2718109356581,787.3209499994118,97.67405950489731,97.67405950489731,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,942.7132012338982,944.5784500003356,81.56885212513217,81.56885212513217,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,1271.1932301137062,1273.355650000667,60.491223431845604,60.491223431845604,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,623.6576995176584,623.6988999999085,102.62039585095805,102.62039585095805,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,417.8275631381719,419.1669000010734,153.1732361534888,153.1732361534888,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,658.4976663539301,658.6728499996752,97.19092909526147,97.19092909526147,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,769.9180852649631,769.9373499999638,83.12572626213186,83.12572626213186,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,924.5546929557527,926.5362000005553,69.2225138086697,69.2225138086697,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,1246.0317694354553,1248.0068500008201,51.36305636010931,51.36305636010931,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,13.464019484471574,13.470149999193382,918.6942198887089,918.6942198887089,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,8.386372577750642,8.393649999561603,1474.930521173032,1474.930521173032,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,15.276523228767507,15.29725000000326,809.6945025789701,809.6945025789701,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,17.0407652456989,17.284449999351637,725.8662799767752,725.8662799767752,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,19.282190529602776,19.46389999920939,641.4891948019659,641.4891948019659,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,26.256158137056566,26.59734999997454,471.1015531017684,471.1015531017684,,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,400.192589590997,400.879249999889,192.14757021474753,192.14757021474753,579.286865234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,126.14521761544286,126.15790000108973,609.5834242585191,609.5834242585191,630.822021484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,219.94816740861037,219.94865000033315,349.60979495229685,349.60979495229685,520.245361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,300.9071875364176,300.9225999994669,255.54734779657414,255.54734779657392,474.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,199.47011644612002,199.9951500001771,385.5015231247862,385.5015231247862,594.964111328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,283.01989944485877,283.0224500003169,271.69832884079443,271.69832884079443,308.981201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,393.364895720252,394.0396999996665,162.6988089082425,162.6988089082425,579.286865234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,123.77786810299332,123.79160000000411,517.0552779818988,517.0552779818988,630.822021484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,215.94992511994792,215.95015000002604,296.3650020459681,296.3650020459681,520.245361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,295.2671032196337,295.2870499993878,216.75289696053173,216.75289696053173,474.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,195.35521996572,195.8728500003417,327.6083434639237,327.6083434639237,594.964111328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,277.4638740037053,277.46564999961265,230.66065890489708,230.66065890489708,308.981201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,6.945023667583992,6.951950000257057,1781.0330776246246,1781.0330776246246,579.286865234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,2.465889432226999,2.4663000003783964,5016.168492876015,5016.168492876015,630.822021484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,4.074279772970529,4.07439999980852,3035.9517672088095,3035.9517672088095,520.245361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,5.365351555440901,5.365399999391229,2305.406598065227,2305.406598065227,474.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,4.114620886458029,4.122299999835377,3006.1862850020234,3006.1862850020234,594.964111328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,5.419828880130973,5.421500000011292,2282.2338399278146,2282.2338399278146,308.981201171875,,96.088,96.08832
ollama,ollama,1,gemma3:270m,ollama,268.1,e2e_kv,2,129.57770216350238,129.57883333333334,655.2503152230195,655.2503152230195,,295.3865,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,e2e_kv,2,731.2319983941148,731.2442714285714,144.85758507224466,144.85758507224466,,237.4688,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,3186.549136388562,3191.5214,50.04209484839301,50.04209484839301,,451.56545,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,kv_decode,2,127.17145722579943,127.17228333333334,503.2575815056105,503.2575815056105,,295.3865,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,kv_decode,2,719.5750699996689,719.5886714285714,88.94138036220377,88.94138036220377,,237.4688,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,3132.2756720282714,3137.12,20.43242891151962,20.43242891151962,,451.56545,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,prefill,2,2.2629031883843376,2.2634499999999997,9110.212153091417,9110.212153091417,,295.3865,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,prefill,2,11.654088555953226,11.6556,3587.5040523333373,3587.5040523333373,,237.4688,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,prefill,2,54.267826416303066,54.4014,1758.6081593061645,1758.6081593061645,,451.56545,20900.0,20900.0
