backend,backend_kind,batch_size,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,spearman_rho_loglog,spearman_p_loglog,theilsen_slope,theilsen_log10_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.5429841035296143,0.2121802594318796,0.36933889820712096,0.942857142857143,0.0048046647230320545,0.7259835543814582,1.6401958083437653,0.025199552694989472,1.1952246172635406,0.032969799472345004,0.829305043536022,1.467316995629584,2.7532623087152164,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,medium,scenario,6,True,2.5461565831453186,0.21259926711507035,0.38883432764662595,0.942857142857143,0.0048046647230320545,0.5976696750851258,1.8539773329841915,0.02011525471443194,1.4444913102384602,0.03643636447429601,0.8825633736003379,1.3758297083433593,2.7453672425962985,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,short,scenario,6,True,2.5398116239139084,0.2117612517486897,0.3388417612908923,0.942857142857143,0.0048046647230320545,0.7105931067801149,1.66830215977503,0.03028385067554747,0.9447610051450861,0.029503234470393762,0.8908853743845104,1.3552614911608283,2.7587918126418836,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,__all__,geomean_across_scenarios,6,True,2.5336813877272064,0.21239933729625787,0.3706138699821575,0.942857142857143,0.0048046647230320545,0.7249194052996918,1.6322910609401333,0.024779688631276286,1.1930568545814908,0.032706469494203944,0.8244843682522067,1.460307646256524,2.7442203345949467,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,medium,scenario,6,True,2.5372658764234366,0.2121141299178577,0.39037290694745785,0.942857142857143,0.0048046647230320545,0.5921136058828146,1.852361554122502,0.01950476169760516,1.4271397290928938,0.035767785998918264,0.8864396536534861,1.3556959868088427,2.7363421555703455,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,short,scenario,6,True,2.5300968990309762,0.21268454467465797,0.3395475544408081,0.942857142857143,0.0048046647230320545,0.7062659847048458,1.667161736413023,0.030054615564947408,0.9481585339220939,0.029645152989489876,0.8942176313748585,1.341635486361376,2.749640094153159,1000,1000
hf_cpu_fp32,hf,1.0,prefill,__all__,geomean_across_scenarios,6,True,0.8647060782184185,0.21283887489883352,0.3519577319912818,0.942857142857143,0.0048046647230320545,0.6926063457553477,0.041938899985922706,0.05757216088934701,1.0148366741984765,0.0530880711749257,0.8800957608266481,-0.29940995388068226,1.0644475500133714,1000,1000
hf_cpu_fp32,hf,1.0,prefill,medium,scenario,6,True,0.8365056373170318,0.25851809925136404,0.4046484483413062,0.942857142857143,0.0048046647230320545,0.6799866052580938,0.11117060108651478,0.06755981268753015,1.329679074194191,0.08076497082365766,1.0324849080126242,-0.5019745485779836,1.052078520521831,1000,1000
hf_cpu_fp32,hf,1.0,prefill,short,scenario,6,True,0.8929065191198063,0.1671596505463027,0.2809663333936916,0.8857142857142858,0.01884548104956266,0.41523163270096575,0.460835454704123,-0.057694259762567805,0.9971884403843282,0.024554230819405238,0.7795541404248767,-0.1756060132030941,1.0856649093248243,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.566413395529939,-0.12043620645163933,0.10357682821122072,-0.14285714285714288,0.7871720116618075,-0.09818856487990146,2.5623429000775584,-0.7203261291387831,1.3987415599940047,-0.32190995529612054,0.9408005985897349,0.7854255376064329,2.7999901743367723,1000,1000
