backend,perplexity,nll_sum,token_count,mean_nll,delta_frac,pass,providers_used,threshold
transformers-gpu-compile,333.000153147351,421270.4162979126,72531,5.808142949882293,0.0,True,,
onnxruntime-cpu,332.99933500783595,421270.23809814453,72531,5.808140493004984,-2.4568742906411072e-06,True,['CPUExecutionProvider'],0.001
onnxruntime-gpu,332.9996244055885,421270.30113220215,72531,5.808141362068662,-1.5878123703024291e-06,True,"['CUDAExecutionProvider', 'CPUExecutionProvider']",0.001
tensorrt-fp32,332.9998685479211,421270.35430908203,72531,5.808142095229378,-8.546525495972694e-07,True,,0.001
tensorrt-fp16,333.0142171457168,421273.4795227051,72531,5.808185183200357,4.2234209903213615e-05,True,,0.005
tensorrt-int8,332.9998384942356,421270.3477630615,72531,5.808142004978031,-9.449038159604158e-07,True,,0.02
