backend,scenario,n_total,n_ok,n_degraded,degraded_rate,throughput_mean_tok_s,throughput_median_tok_s,ttft_mean_ms,ttft_median_ms,warmup_mean_latency_ms,warmup_median_latency_ms,mean,median,std,min,max,q25,q75,ci_lower,ci_upper,n
onnxruntime-cpu,batch_medium,5,5,0,0.0,142.44300712605065,141.859401185354,28.82889000029536,29.088850000334787,28.445586666687937,28.296999999535426,225.04928999951517,226.18495000097028,7.456192459847534,212.75669999886304,231.98264999882667,224.6124499997677,229.70969999914814,215.7912042584441,234.30737574058622,5
onnxruntime-cpu,batch_short,5,5,0,0.0,187.48387856045005,186.6828568365233,21.207220000360394,21.49335000103747,21.21226666640723,21.04713333271017,170.74470999978075,171.44214999825635,3.040174730302267,166.83289999855333,173.7261500002205,168.38470000038797,173.3376500014856,166.96983448891558,174.51958551064592,5
onnxruntime-cpu,single_long,5,5,0,0.0,71.8388738733139,71.3797694326683,14.105549999658251,14.00264999938372,14.059900000089934,14.087266667047516,111.42161000025226,112.12950000117416,2.599283838953334,108.39825000039127,114.59014999854844,109.12695000115491,112.8631999999925,108.19417283631103,114.64904716419349,5
onnxruntime-cpu,single_medium,5,5,0,0.0,78.78598981654929,78.78040036446274,12.45338000007905,12.609599998540943,12.59067333303392,12.731800000134777,101.57042000064394,101.55595000105677,1.810825809150013,99.44404999987455,103.40830000131973,100.11395000037737,103.32985000059125,99.32198278640416,103.8188572148837,5
onnxruntime-cpu,single_micro,5,5,0,0.0,93.06717395073129,92.0445590826495,10.696610000013607,10.579750000033528,10.932659999283107,10.790333332503602,86.04115999914939,86.94469999863941,2.605622489824701,82.86090000001423,89.28774999913003,83.94129999942379,87.17114999853948,82.80585236062399,89.27646763767478,5
onnxruntime-cpu,single_short,5,5,0,0.0,84.8457266378094,84.14069752670453,11.813140000231215,11.727499999324209,11.560839999826083,11.581799998869732,94.34183999983361,95.14015000058862,2.0170927121850184,91.70689999882597,96.44029999981285,92.75205000085407,95.66979999908654,91.83728859807428,96.84639140159294,5
onnxruntime-gpu,batch_medium,5,5,0,0.0,635.4756971665176,655.6302548828194,6.808959999398212,6.421349999072845,6.1349600000539795,6.281333333996979,52.538519999870914,48.85864999960177,10.625802308757535,45.71589999977732,71.10710000051768,45.83920000004582,51.171749999411986,39.344843821056216,65.73219617868561,5
onnxruntime-gpu,batch_short,5,5,0,0.0,819.6318925066893,820.7661834494467,4.8492200003238395,4.913050001050578,5.363886666843124,5.266699999386522,39.09230000026582,38.9880999991874,1.4340916284495375,37.40700000162178,41.31435000090278,38.461099999040016,39.29095000057714,37.31164005509462,40.872959945437024,5
onnxruntime-gpu,single_long,5,5,0,0.0,255.08055931644122,252.4474290459678,3.8796800006821286,3.865599999699043,3.9351133336216053,3.9809999992333664,31.443359999684617,31.723549998787348,1.0764570200538122,30.298300000140443,32.64339999986987,30.34060000027239,32.21094999935303,30.106762072270087,32.77995792709915,5
onnxruntime-gpu,single_medium,5,5,0,0.0,279.3246753472075,280.1479378734316,3.5896900000807364,3.5936500007665018,3.974953333090525,3.92926666730394,28.655639999487903,28.558399999383255,0.350052859476618,28.243449998626602,29.03610000066692,28.439300000172807,29.00094999858993,28.220991966407503,29.090288032568303,5
onnxruntime-gpu,single_micro,5,5,0,0.0,300.5107832601883,342.1823776661959,5.714509999961592,2.945250000266242,18.07222666660285,4.907166666574388,34.223629999905825,23.379449999993085,24.44759753262692,22.982549999142066,77.95394999811833,23.095500000636093,23.706700001639547,3.8679283010677494,64.5793316987439,5
onnxruntime-gpu,single_short,5,5,0,0.0,319.3200933802038,320.44713611579994,3.212589999748161,3.1539499996142695,3.417700000136392,3.402366665492688,25.069840000287513,24.976449998575845,0.49694490399983554,24.520599998140824,25.875000001178705,24.899300002289237,25.077850001252955,24.45280140390009,25.686878596674937,5
tensorrt-fp16,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
transformers-gpu-compile,batch_medium,5,5,0,0.0,291.48377337449557,330.78021170581053,14.71075999943423,11.547349999091239,110.54207333339339,13.407666666656345,115.30479999928502,96.74525000082213,28.62779055883629,94.15764999721432,158.5275499983254,96.05170000031649,131.04184999974677,79.75870311426033,150.85089688430972,5
transformers-gpu-compile,batch_short,5,5,0,0.0,302.98629115455844,311.8051521059035,12.088039999798639,11.611049998464296,99.397466667142,15.721066668144582,106.20789999920817,102.62819999843487,7.748898054461607,100.48549999919487,119.657350000125,102.5320999979158,105.7363500003703,96.58637225923198,115.82942773918435,5
transformers-gpu-compile,single_long,5,5,0,0.0,95.52974293571761,96.40566600690381,9.648540000853245,9.650650001276517,81.67295999980223,11.680599999332722,83.8446900004783,82.98445000036736,2.4138356815482105,80.95850000063365,86.4656499998091,82.57254999989527,86.24230000168609,80.84751713712024,86.84186286383635,5
transformers-gpu-compile,single_medium,5,5,0,0.0,105.93111010604358,105.66419742025991,9.140759999718284,8.937450000303215,79.15048000019547,11.653533335144553,75.5550800000492,75.74114999806625,0.8598557878192866,74.58469999983208,76.6263000004983,74.78215000082855,76.04110000102082,74.48742802466685,76.62273197543155,5
transformers-gpu-compile,single_micro,5,5,0,0.0,233.76157591532996,234.5754718122898,4.100879999896279,4.027200000564335,194.46184666618745,4.4445666668859,34.275849999903585,34.13600000021688,0.7902287079396896,33.45784999874013,35.16364999995858,33.59725000154867,35.02449999905366,33.294651462907794,35.257048536899376,5
transformers-gpu-compile,single_short,5,5,0,0.0,107.60661798807237,107.71239479257437,9.37428999968688,8.897499999875436,79.18327333318304,11.634299999665624,74.51381999926525,74.48439999825496,2.0831744912328545,71.28109999939625,76.54974999968545,74.12434999969264,76.12949999929697,71.92721723152496,77.10042276700554,5
