backend,scenario,n_total,n_ok,n_degraded,degraded_rate,throughput_mean_tok_s,throughput_median_tok_s,ttft_mean_ms,ttft_median_ms,warmup_mean_latency_ms,warmup_median_latency_ms,mean,median,std,min,max,q25,q75,ci_lower,ci_upper,n
onnxruntime-cpu,batch_medium,5,5,0,0.0,522.4941656374006,517.9350955749007,7.80362999999511,7.709249999976464,7.6873333333348155,7.690000000006118,61.38574999998241,61.85195000000476,2.5924407676566807,58.61899999996467,63.99499999997715,58.76614999996832,63.696649999997135,58.16680963130737,64.60469036865744,5
onnxruntime-cpu,batch_short,5,5,0,0.0,615.9674073829141,617.785083335529,6.443990000008171,6.642400000004045,6.482746666661872,6.759933333322958,52.677749999986645,51.92750000000501,6.81594844949235,44.99164999998584,62.726749999967524,48.41404999999099,55.32879999998386,44.214632196639215,61.140867803334075,5
onnxruntime-cpu,single_long,5,5,0,0.0,173.38084680592578,176.3520145887119,5.4388099999869155,5.035499999991089,5.464780000011159,5.454133333349394,41.14397999999255,39.849200000020346,5.834937349780885,35.439799999977595,48.9375500000051,36.22359999997116,45.26974999998856,33.89894836099513,48.38901163898998,5
onnxruntime-cpu,single_medium,5,5,0,0.0,202.31357191188175,205.38613680596194,4.585500000007414,4.4851499999936095,4.619666666667399,4.757899999996577,39.73512000000596,39.22040000000493,2.2264385081953395,36.77824999999757,42.293600000022025,38.80290000000741,41.58044999999788,36.97063146016531,42.49960853984662,5
onnxruntime-cpu,single_micro,5,5,0,0.0,268.8682801782137,281.0923553663297,3.70880000000966,3.71550000002685,3.667140000004565,3.478299999983392,29.93020000000115,28.494250000022703,2.1687892042558885,28.194850000005545,32.82939999999712,28.43854999997575,31.693950000004634,27.23729252538362,32.623107474618685,5
onnxruntime-cpu,single_short,5,5,0,0.0,233.2031471463124,222.99483661741718,4.113569999992706,4.351900000017395,4.274946666669166,4.240733333328232,34.70676999999682,36.13920000000803,2.701387417266359,31.386849999989863,37.401699999975335,32.23815000004038,36.367949999970506,31.352554498776527,38.06098550121712,5
onnxruntime-gpu,batch_medium,5,5,0,0.0,455.3764378031965,456.9054376452096,8.61982000000694,8.866750000009915,9.382939999996628,9.661933333328912,70.35955000001195,70.03745000000094,2.5075865847503263,66.79880000001504,73.32770000002142,69.56370000000334,72.07010000001901,67.24597001534873,73.47312998467517,5
onnxruntime-gpu,batch_short,5,5,0,0.0,459.0510135136584,468.48863376392035,9.187929999995958,9.098650000026964,8.976779999996626,8.05966666664896,70.33877000000643,68.33330000000615,7.54977468715866,64.62980000000584,83.48774999998909,66.25780000001669,68.9852000000144,60.964486576411424,79.71305342360145,5
onnxruntime-gpu,single_long,5,5,0,0.0,121.59362267593727,119.45978756222495,8.150300000011157,7.658400000025267,8.19450000000567,8.299966666678907,57.70633000000771,58.78790000002709,2.8995762073060143,54.33395000002861,61.1739,55.07209999998963,59.163799999993216,54.10603061334761,61.30662938666781,5
onnxruntime-gpu,single_medium,5,5,0,0.0,132.4746366232608,133.57708453184847,7.053630000001476,7.18359999999052,7.420033333338931,7.466066666665938,60.47515000000203,59.91489999999544,1.7487951323760704,59.2950500000029,63.54960000001597,59.50440000000867,60.11179999998717,58.303734043896675,62.64656595610739,5
onnxruntime-gpu,single_micro,5,5,0,0.0,122.13160916019497,125.88991573137946,8.51549000000773,8.047350000026654,15.892533333321051,8.901033333302166,67.66617999999767,64.25295000002507,13.500844012527338,55.73035000000459,89.251599999983,57.85469999997872,71.24129999999695,50.90266804427759,84.42969195571774,5
onnxruntime-gpu,single_short,5,5,0,0.0,139.9953692796619,142.02580111882241,7.570329999998648,6.970249999966427,7.3771266666616,7.032766666649574,57.369470000003275,56.32955000001516,3.3316727096800878,53.676700000011124,62.670799999978044,56.24359999998774,57.92670000002431,53.232651942595524,61.50628805741103,5
tensorrt-fp16,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp16,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-fp32,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,batch_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,batch_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_long,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_medium,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_micro,5,0,5,1.0,,,,,,,,,,,,,,,,0
tensorrt-int8,single_short,5,0,5,1.0,,,,,,,,,,,,,,,,0
transformers-gpu-compile,batch_medium,5,5,0,0.0,139.83916226670053,136.86152378385236,28.41975000000616,28.741050000007817,198.58423333333423,29.0000999999999,230.65765000000624,234.41675000000828,15.062572965671174,205.89395000001787,245.80890000001432,229.49399999998832,237.67465000000243,211.954995428215,249.36030457179749,5
transformers-gpu-compile,batch_short,5,5,0,0.0,151.60740336403356,161.1878307494166,25.552099999987377,26.968699999969203,201.661893333331,23.92003333335424,213.41468999999051,198.71419999998352,24.31915458250647,194.4195499999921,251.6354999999919,198.5486000000094,223.75559999997563,183.21847128814008,243.61090871184095,5
transformers-gpu-compile,single_long,5,5,0,0.0,38.273324936618764,37.332889868110655,24.37380999999732,24.449949999990395,223.84647333334442,24.213166666697816,183.0134199999975,186.56320000002324,8.396792554798512,169.581050000005,189.47149999999624,180.17459999995822,189.27675000000477,172.58742498431874,193.43941501567625,5
transformers-gpu-compile,single_medium,5,5,0,0.0,48.16035614926151,47.740939195957736,19.560620000009976,19.316949999989674,164.01115999999928,19.961866666657595,166.29379000000313,167.61965000003443,2.8816936503201434,161.45469999997886,168.28914999999256,165.8468000000255,168.2586499999843,162.7156947405482,169.87188525945805,5
transformers-gpu-compile,single_micro,5,5,0,0.0,285.9578720401215,288.4984719174105,3.410050000013598,3.3954000000164797,280.02303999999936,3.268766666640962,28.013020000003053,27.740250000022115,0.6705616839633061,27.244150000001355,28.72440000001575,27.643149999988736,28.71314999998731,27.180407698450924,28.84563230155518,5
transformers-gpu-compile,single_short,5,5,0,0.0,52.6451892408661,52.92155965241559,18.544850000006363,18.733300000008057,172.65191999999843,18.78036666666579,152.20366000000354,151.20800000002532,5.339434620028783,146.28319999999917,159.1116499999714,148.31705000003126,156.09839999999053,145.573876261551,158.83344373845608,5
