backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.2216675332874729,0.20931350036335056,0.031961915249833724,0.1979230000870302,0.3607139997257036,0.25211479978679563,0.2725307004766362,0.34259273979841953
transformers-gpu,fp32,single_long,60,2.1104168166251234,2.0449655003176304,0.2831787213717895,1.541802999781794,3.0261199999586097,2.434647900099663,2.6397282003017604,3.0193043201325054
transformers-gpu-compile,fp32,single_medium,60,0.27814688331394183,0.25275100006183493,0.06137882658018621,0.2219989992227056,0.4628170008800225,0.3637100994637877,0.39683214963588387,0.4583807903054548
transformers-gpu,fp32,single_medium,60,2.2910800499933734,2.207828000337031,0.38522830759259585,1.7452779993618606,3.391752999959863,2.7627063996078505,3.2124818003921973,3.316913270200529
transformers-gpu-compile,fp32,single_micro,60,0.23853163332508606,0.20841800005655386,0.059191890285199666,0.1729579998936969,0.3610009998737951,0.3253632999076217,0.34983159989678825,0.35764920963629265
transformers-gpu,fp32,single_micro,60,1.838381933293931,1.648714500333881,0.5447869119454882,1.2730260004900629,4.012340000372205,2.332042099624232,2.7039449495532595,3.941543540513521
transformers-gpu-compile,fp32,single_short,60,0.3292428333679709,0.27609300013864413,0.14129019770198237,0.1931420001710648,0.813241999821912,0.4929963001814031,0.6298920999597613,0.7754011699671535
transformers-gpu,fp32,single_short,60,1.7856152333176094,1.76363649961786,0.15062946940923708,1.5770429999975022,2.3862609996285755,1.9392815006540334,2.036558950203471,2.219977169434059
transformers-gpu-compile,fp32,stress_single,30,0.29958130010830547,0.2776035003080324,0.07182529546963501,0.2359520003665238,0.5172979999770178,0.4087636000804195,0.4107763999854796,0.48649651997948246
transformers-gpu,fp32,stress_single,30,2.239214899994598,2.212219500052015,0.37636575143983664,1.6716869995434536,3.5247229998276453,2.5455566999880834,2.803448300255695,3.327599269914572
