backend,quantization,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,270,0.2705287851885832,0.24060550003923706,0.09159880153324992,0.1729579998936969,0.813241999821912,0.3805913997894094,0.4444923999926684,0.6324354200205562
transformers-gpu,fp32,270,2.032244774050519,1.961147499969229,0.4225089837703174,1.2730260004900629,4.012340000372205,2.523342899985437,2.763365199598411,3.432973699918876
