backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,3,179.035666667005,180.3712000009909,183.09684999958336,183.33912999945824,449.07390980131527,81.0,17.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,939.0315000000555,940.1864000001297,963.0454999994071,965.0774199993429,86.15312878381226,81.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,939.9644666664244,950.1774999998815,1016.7057700001351,1022.6193940001576,85.24723012280347,81.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,1146.3480666667845,1207.038300000022,1314.2306399997324,1323.7588479997066,67.10640416298185,81.0,17.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,1131.939433333173,1111.818299999868,1172.7538800002549,1178.1703760002893,72.85363084958182,81.0,17.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,1387.7705999999914,1375.7543000001533,1413.1672999996226,1416.4928999995755,58.87679217138625,81.0,17.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,1721.8888666666317,1624.7309000000314,1922.6643799988778,1949.1473559987753,49.85440973640523,81.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,micro,e2e_kv,3,178.84446666660855,177.07059999975172,182.6673399993524,183.1648279993169,367.08521911650575,65.0,1.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,micro,e2e_kv,3,922.5694666668763,923.4695000004648,927.3103399998946,927.6517479998439,70.38673177616292,65.0,1.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,887.8979999999501,843.1467999989763,980.2589200002332,992.4466640003449,77.09215050105026,65.0,1.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,micro,e2e_kv,3,1077.2579999999532,1099.6075999992172,1145.0200700001913,1149.0567340002779,59.1119959520526,65.0,1.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,micro,e2e_kv,3,2142.355433332947,2089.1490000003614,2265.438209998956,2281.1083619988312,31.11314702780355,65.0,1.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,micro,e2e_kv,3,2448.247866666255,2432.743699999264,2521.8460400000367,2529.7662480001054,26.718803135743254,65.0,1.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,1581.6699000000274,1606.1375999997836,1606.5756300004068,1606.6145660004622,40.46975800828569,65.0,1.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,short,e2e_kv,3,174.09333333307586,175.56469999908586,175.721749999866,175.73570999993535,415.8011263105858,73.0,9.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,1225.732999999309,1227.350000000115,1284.2912899990552,1289.352737998961,59.47773658695007,73.0,9.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,910.2907333332647,903.9303999998084,943.9817500002391,947.5418700002774,80.75843007383698,73.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,956.7760666662556,958.0530999992334,1026.335200000267,1032.4047200003588,76.19619413585573,73.0,9.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,1087.7952333333571,1091.183699999419,1105.450949999977,1106.7191500000265,66.89982630792491,73.0,9.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,2117.875500000082,2300.526699999864,2626.5883299997768,2655.571585999769,31.73186383796559,73.0,9.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,1986.9035666667212,2126.882600000499,2223.583279999093,2232.178895998968,34.32253383425247,73.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,medium,kv_decode,3,174.32746666690946,175.54980000022624,178.9243499999429,179.22430999991772,364.5689143474816,64.0,17.0,64.0,,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,917.1425666669771,919.0684000004694,939.4580799999858,941.2704959999428,69.6357311381474,64.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,920.3010999999606,929.4466000001194,994.5638500003952,1000.3520500004197,68.85817861939759,64.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,1120.5336666665364,1178.82869999994,1285.14785999987,1294.5984519998638,54.29117903220651,64.0,17.0,64.0,,,,45.171,45.1712
