backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,185.9820821643316,188.64405000113038,110.84685088035884,110.84685088035884,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,114.77098536401104,114.77200000081211,179.62316924180337,179.62316924180354,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,211.18199669701687,219.2424499999106,97.61972351111652,97.61972351111652,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,196.64329267030246,229.53340000003664,104.83717928102878,104.83717928102878,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,326.3528031076857,326.67899999887595,63.16945321681782,63.16945321681782,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,279.69997445514696,283.1688500000382,73.7058634640464,73.70586346404635,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,155.19275009377972,157.4803500006965,51.54879976780985,51.54879976780985,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,97.84866494831745,97.85519999968528,81.75890804668109,81.75890804668109,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,175.2994218939641,182.61830000028567,45.63620298097204,45.63620298097204,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,168.61265883623417,195.12589999976626,47.44602247076856,47.44602247076856,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,280.46443325585534,280.5412499992599,28.524115899936433,28.524115899936433,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,234.05680354968334,238.59565000020666,34.179737049608285,34.179737049608285,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,30.786406749777132,31.16370000043389,401.7785179474549,401.7785179474552,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,17.2232229509032,17.226550000486895,718.1766683339794,718.1766683339794,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,36.55044545719831,37.452150000717666,338.4176778731146,338.4176778731146,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,30.029198850870248,38.72305000004417,411.909652944155,411.909652944155,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,45.471782946319344,46.18339999979071,272.02181386763056,272.02181386763056,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,37.845370132368345,37.88674999941577,326.8383116241152,326.8383116241152,,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,101.24373909496377,101.2561999987156,203.6227455877694,203.6227455877694,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,30.46310177075127,30.572350000511506,676.7376573544467,676.7376573544467,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,42.349284622240994,43.32014999999956,486.7975530633032,486.7975530633032,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,56.09648053221123,57.51239999972313,367.50127516913693,367.50127516913693,473.130615234375,,51.476,51.475968
