backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,45.99726585613261,46.05550000087533,448.1902944528981,448.1902944528981,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,53.669899754713114,55.52054999952816,384.1171349733688,384.1171349733688,307.668701171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,89.03165112591572,89.0452000003279,89.85568501572276,89.85568501572276,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,26.447310500398054,26.55620000041381,302.48822464876304,302.48822464876304,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,36.512241833232125,37.272049999955925,219.1045961116167,219.1045961116167,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,49.06493332124448,50.37519999950746,163.0492381926076,163.0492381926076,473.130615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,40.18231255240881,40.22785000051954,199.09257312071804,199.09257312071804,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,46.66971993167143,48.381049999989045,171.41735608683103,171.41735608683103,307.668701171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,12.075163290397535,12.075349999577156,1024.3602160385988,1024.3602160385988,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,3.9938642658969474,3.9971000005607493,3097.079933955913,3097.079933955913,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,5.856118918218504,6.072899998798675,2112.2038417580275,2112.2038417580256,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,6.737767031249207,6.903250000505068,1835.8184276014767,1835.8184276014767,473.130615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,5.695167549060652,5.703649999304616,2171.896923189407,2171.896923189407,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,6.906270244576048,7.06369999988965,1791.0270578489774,1791.0270578489774,307.668701171875,,96.088,96.08832
ollama,ollama,1,gemma3:270m,ollama,268.1,e2e_kv,2,14.535868792404536,14.540600000000001,1975.9956314203087,1975.9956314203068,,272.37919999999997,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,e2e_kv,2,91.89649908456794,91.89859999999999,542.3464840770846,542.3464840770846,,236.28125,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,260.10843416331204,260.4367,397.68339177705997,397.68339177705997,,306.0632,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,kv_decode,2,12.066908871786508,12.06885,662.970118114068,662.970118114068,,272.37919999999997,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,kv_decode,2,79.99511022493809,79.99655,100.00611259244242,100.00611259244242,,236.28125,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,219.38048724111718,219.6236,36.466324332698484,36.466324332698484,,306.0632,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,prefill,2,2.3134968791852737,2.3135,8910.981602598185,8910.981602598185,,272.37919999999997,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,prefill,2,11.636141448091802,11.636800000000001,3593.0372716111974,3593.0372716111974,,236.28125,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,prefill,2,39.66890925649455,39.7024,2405.809590237132,2405.809590237132,,306.0632,20900.0,20900.0
