backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,221.9996999992873,3,238.98149999877205,0.9289409431291877,-16.981799999484764
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,126.17839999984426,3,115.25460000120802,1.0947797311215495,10.923799998636241
hf_cpu_fp32,models/gpt2-45m,medium,e2e_kv,1,415.8275000008871,3,160.34070000023348,2.593399554824705,255.4868000006536
hf_cpu_fp32,models/gpt2-50m,medium,e2e_kv,1,375.4103999999643,3,347.9267999991862,1.078992477730495,27.483600000778097
hf_cpu_fp32,models/gpt2-5m,medium,e2e_kv,1,283.0684000000474,3,157.06490000229678,1.8022384377152887,126.00349999775062
hf_cpu_fp32,models/gpt2-75m,medium,e2e_kv,1,296.7724999998609,3,341.27409999928204,0.8696015900429749,-44.50159999942116
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,1016.730199999074,3,327.3562000013044,3.105883438270064,689.3739999977696
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,145.0329999988753,3,114.2894000004162,1.2689978248056877,30.743599998459118
hf_cpu_fp32,models/gpt2-45m,short,e2e_kv,1,505.547500002649,3,278.1441999995877,1.8175734025854156,227.40330000306125
hf_cpu_fp32,models/gpt2-50m,short,e2e_kv,1,234.7018999989814,3,111.14000000088708,2.111768040283499,123.5618999980943
hf_cpu_fp32,models/gpt2-5m,short,e2e_kv,1,236.41409999981988,3,220.223199999964,1.0735204102013707,16.190899999855873
hf_cpu_fp32,models/gpt2-75m,short,e2e_kv,1,773.0991000007634,3,312.08389999846986,2.4772155821064588,461.01520000229357
hf_cpu_fp32,models/gpt2-100m,medium,kv_decode,1,179.97359999935725,3,192.27829999908863,0.9360057791243749,-12.304699999731383
hf_cpu_fp32,models/gpt2-25m,medium,kv_decode,1,109.01919999923848,3,98.98609999982,1.10135867560634,10.033099999418482
hf_cpu_fp32,models/gpt2-45m,medium,kv_decode,1,133.2590000001801,3,131.43669999954,1.0138644686046323,1.822300000640098
hf_cpu_fp32,models/gpt2-50m,medium,kv_decode,1,299.85800000031304,3,293.3291999997891,1.0222575863587007,6.5288000005239155
hf_cpu_fp32,models/gpt2-5m,medium,kv_decode,1,201.37009999962171,3,130.7358000012755,1.5402827687416691,70.63429999834622
hf_cpu_fp32,models/gpt2-75m,medium,kv_decode,1,239.38540000017383,3,287.1058999990055,0.8337878113999156,-47.720499998831656
hf_cpu_fp32,models/gpt2-100m,short,kv_decode,1,236.42499999914435,3,284.9130000013247,0.8298147153623917,-48.48800000218034
hf_cpu_fp32,models/gpt2-25m,short,kv_decode,1,107.10669999934908,3,96.72429999955057,1.1073401409971098,10.382399999798508
hf_cpu_fp32,models/gpt2-45m,short,kv_decode,1,213.2991000016773,3,233.79990000103132,0.9123147614722521,-20.50079999935403
hf_cpu_fp32,models/gpt2-50m,short,kv_decode,1,126.78190000042378,3,96.9225999997434,1.3080736587829818,29.859300000680378
hf_cpu_fp32,models/gpt2-5m,short,kv_decode,1,191.7587000007188,3,184.2249000001175,1.0408945804861152,7.533800000601303
hf_cpu_fp32,models/gpt2-75m,short,kv_decode,1,238.4867000000668,3,273.9765999995143,0.8704637549356025,-35.48989999944749
hf_cpu_fp32,models/gpt2-100m,medium,prefill,1,42.02609999993001,3,39.65699999935168,1.059739768530576,2.369100000578328
hf_cpu_fp32,models/gpt2-25m,medium,prefill,1,17.15920000060578,3,16.88800000010815,1.0160587399630443,0.27120000049762893
hf_cpu_fp32,models/gpt2-45m,medium,prefill,1,282.568500000707,3,29.283400001077094,9.64944302882567,253.2850999996299
hf_cpu_fp32,models/gpt2-50m,medium,prefill,1,75.55239999965124,3,63.17139999919164,1.1959905906884767,12.3810000004596
hf_cpu_fp32,models/gpt2-5m,medium,prefill,1,81.69830000042566,3,26.32910000102129,3.102965919733551,55.36919999940437
hf_cpu_fp32,models/gpt2-75m,medium,prefill,1,57.38709999968705,3,54.25950000062585,1.0576415189787065,3.1275999990612036
hf_cpu_fp32,models/gpt2-100m,short,prefill,1,780.3051999999298,3,36.116499999479856,21.605227527893554,744.1887000004499
hf_cpu_fp32,models/gpt2-25m,short,prefill,1,37.92629999952624,3,17.56510000086564,2.1591849746176885,20.361199998660602
hf_cpu_fp32,models/gpt2-45m,short,prefill,1,292.24840000097174,3,45.62090000035823,6.406020047799953,246.6275000006135
hf_cpu_fp32,models/gpt2-50m,short,prefill,1,107.9199999985576,3,14.2747000008967,7.560228935934089,93.6452999976609
hf_cpu_fp32,models/gpt2-5m,short,prefill,1,44.65539999910106,3,35.998299999846495,1.2404863562804764,8.657099999254562
hf_cpu_fp32,models/gpt2-75m,short,prefill,1,534.6124000006967,3,38.10729999895557,14.029133526000244,496.5051000017411
hf_gpu_fp16,models/gpt2-100m,medium,e2e_kv,1,730.9009000000515,3,41.30529999929422,17.69508755565364,689.5956000007573
hf_gpu_fp16,models/gpt2-25m,medium,e2e_kv,1,38.26819999994768,3,33.15459999976156,1.1542350081202277,5.113600000186125
hf_gpu_fp16,models/gpt2-45m,medium,e2e_kv,1,52.10790000091947,3,52.44010000023991,0.9936651532068224,-0.3321999993204372
hf_gpu_fp16,models/gpt2-50m,medium,e2e_kv,1,56.69290000150795,3,44.829299999037175,1.2646394211537002,11.863600002470776
hf_gpu_fp16,models/gpt2-5m,medium,e2e_kv,1,103.18770000048973,3,99.66769999846292,1.0353173596067842,3.520000002026805
hf_gpu_fp16,models/gpt2-75m,medium,e2e_kv,1,53.227499998683925,3,48.37080000106653,1.1004056165602039,4.8566999976173975
hf_gpu_fp16,models/gpt2-100m,short,e2e_kv,1,70.02710000051593,3,69.7357999997621,1.0041771945077682,0.2913000007538358
hf_gpu_fp16,models/gpt2-25m,short,e2e_kv,1,33.27970000100322,3,27.990100001261453,1.188981104015469,5.2895999997417675
hf_gpu_fp16,models/gpt2-45m,short,e2e_kv,1,71.51929999963613,3,34.20019999975921,2.091195373130557,37.319099999876926
