backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,161.54300000137786,157.06490000229678,183.3057500012728,185.63827000118178,159.16987181499127,159.16987181499127,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,118.78350000006321,115.25460000120802,127.25753999875451,128.32446799853642,216.9110820716741,216.9110820716741,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,148.39876666701457,160.34070000023348,161.85900000018592,161.9939600001817,155.91799212529068,155.91799212529068,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,349.8177333331114,347.9267999991862,370.79094000000623,372.8233080000791,71.85419461811644,71.85419461811644,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,337.042233332492,341.27409999928204,349.68369999769493,350.43121999755385,73.25489980063706,73.25489980063706,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,253.246266665883,238.98149999877205,320.60672999905364,327.86230599907867,104.61060793462448,104.61060793462447,25.0,25.0,,17.0,17.0,8.0,8.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,219.56769999936418,220.223199999964,220.4324499987706,220.45104999866453,77.19441003492267,77.19441003492265,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,114.41480000030424,114.2894000004162,115.77602000143088,115.90816400152107,148.74520296666262,148.74520296666265,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,281.4960999997614,278.1441999995877,291.71907999952964,292.9257359995245,61.11937620854649,61.11937620854649,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,113.07720000089223,111.14000000088708,123.83450000106677,124.96290000108274,152.96023033889068,152.96023033889068,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,315.12416666676774,312.08389999846986,336.97592000116856,339.18854400140845,54.472531265096826,54.472531265096826,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,318.9692999997836,327.3562000013044,328.6458100001255,328.7604420000207,51.931199103399486,51.931199103399486,17.0,17.0,,9.0,9.0,8.0,8.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,136.3059333343699,130.7358000012755,156.32001000158198,158.59416200160922,61.192114171649614,61.192114171649614,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,101.07066666629787,98.98609999982,107.64688999879581,108.41673799870478,80.81942818248771,80.81942818248771,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,118.82606666646704,131.43669999954,131.49097000023175,131.49579400029324,60.865800800141805,60.865800800141805,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,288.99273333384673,293.3291999997891,308.47692000079405,309.8233840008834,27.27311157568272,27.27311157568272,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,280.87413333256944,287.1058999990055,290.1979399986885,290.47278799866035,27.864282830926538,27.864282830926538,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,213.35599999959717,192.27829999908863,280.2451099996688,288.06438199972035,41.60635911612449,41.60635911612449,8.0,8.0,,17.0,17.0,8.0,8.0,8.0,,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,short,kv_decode,3,183.75606666631938,184.2249000001175,185.86875000000873,186.01486999999906,43.42518302354838,43.42518302354838,8.0,8.0,,9.0,9.0,8.0,8.0,8.0,,,,5.037,5.03672
