backend,backend_kind,batch_size,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,spearman_rho_loglog,spearman_p_loglog,theilsen_slope,theilsen_log10_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.0333795778851336,0.18316433314085045,0.28864329738030536,0.8285714285714287,0.04156268221574334,0.3722763721303662,1.6825401120220023,-0.5459318666741295,1.0318814227645654,0.017089898543032535,0.956341967882356,0.7230824916610266,2.2435004733520683,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,medium,scenario,6,True,1.9386983658070014,0.24492246430314513,0.33259953877584847,0.7142857142857143,0.1107871720116617,0.3421729092902143,1.71574727066101,-0.6017853698310551,1.5311159872415685,0.016427848195030535,1.190407826075889,0.4100604664628731,2.2011047730007696,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,short,scenario,6,True,2.1280607899632673,0.12140620197855483,0.06921632775265518,0.6,0.20799999999999985,0.1910158151123375,2.0720424007341007,-0.40923561854709267,1.7307594576996257,-0.16846165799530846,1.1317078482019884,0.3011891491296443,2.4280300864313045,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,__all__,geomean_across_scenarios,6,True,1.9532925291145287,0.18764753304933793,0.3026545145833507,0.8285714285714287,0.04156268221574334,0.3829693401984912,1.5907086701530333,-0.2976638275468539,0.98668549697916,0.025028838719070103,0.9654117041953818,0.6392418651889465,2.1609730274634376,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,medium,scenario,6,True,1.8692129580058559,0.2386146560969711,0.3194761790849575,0.7142857142857143,0.1107871720116617,0.3476729256262333,1.6161088924581022,-0.6766801120154179,1.5481350430855887,0.0024373719015189674,1.1909196297537068,0.30242970256296603,2.176039306529924,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,short,scenario,6,True,2.0373721002232017,0.1366804100017053,0.08665561419559953,0.7142857142857143,0.1107871720116617,0.1564897679782107,2.0536875718849354,-0.40198868411394645,1.727575848765317,-0.15832577244482124,1.1638705708123704,0.18195883356640033,2.3427798427392403,1000,1000
hf_cpu_fp32,hf,1.0,prefill,__all__,geomean_across_scenarios,6,True,1.3002623611094684,0.12860880320932647,0.16840938645474446,0.6571428571428573,0.15617492711370237,0.14453740512029628,1.282335697733045,-0.7339819659708515,1.1093185120044649,-0.010801115056296344,0.906037821597185,-0.01830836723681444,1.4827996329852051,1000,1000
hf_cpu_fp32,hf,1.0,prefill,medium,scenario,6,True,1.1475632189252638,0.25339843039052445,0.30382767586063686,0.7142857142857143,0.1107871720116617,0.37652380984469686,0.8986933482710758,-0.7459459551422851,1.8282345642797408,-0.07962684487450496,1.304781769211338,-0.616348589379998,1.6678948860550573,1000,1000
hf_cpu_fp32,hf,1.0,prefill,short,scenario,6,True,1.452961503293674,0.003819176028128067,7.342431348744682e-05,0.2571428571428572,0.6227871720116618,0.0011117840899484393,1.5551224326115158,-0.44770043392888487,1.6151377184383302,-0.3050040652023549,0.8327103355688038,-0.030093463758881518,1.820917033679201,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.036402141860367,-0.21033043905829052,0.31701364668679943,-0.028571428571428574,0.9571545189504373,0.16372563903923776,1.4206429898570303,-0.5306780337261991,0.8461190993052417,-0.382041337792694,0.5590961065093274,0.7043014699199381,2.2292435288902093,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,medium,scenario,6,True,2.09448134422214,-0.2548359463220559,0.5295725620975145,-0.3714285714285715,0.46847813411078715,-0.26791698650021156,2.1190393469156694,-0.6867266790820292,0.4180734172620834,-0.3726363487018707,0.4187001149896509,0.9359816517471281,2.2324097454005156,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,short,scenario,6,True,1.9783229394985924,-0.1658249317945249,0.12699054803020215,-0.028571428571428574,0.9571545189504373,0.339087038472736,1.1714057574687258,-0.8119535604223659,1.8648922202800124,-0.4240670395880767,0.9212735821691213,0.05989493986795957,2.2590378101063657,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,__all__,geomean_across_scenarios,6,True,1.9814378043748488,-0.2134832076620956,0.3183517249859755,-0.028571428571428574,0.9571545189504373,0.18977911691876959,1.3170925744814996,-0.5339573161891804,0.8564201668884625,-0.3871342970489331,0.5665660578591094,0.6593347799415825,2.177108098022896,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,medium,scenario,6,True,2.041519606356881,-0.26034850583995045,0.5439767638848841,-0.3714285714285715,0.46847813411078715,-0.27072245645835424,2.0633562908323806,-0.6898580286163978,0.4111487503314628,-0.38011852207772673,0.4116810408911845,0.8869015760814724,2.178059956442415,1000,1000
hf_gpu_fp16,hf,1.0,kv_decode,short,scenario,6,True,1.921356002392814,-0.16661790948423943,0.12465636537965752,-0.028571428571428574,0.9571545189504373,0.3546032062043614,1.0879455607597857,-0.8248230430148122,1.8681511040439231,-0.42942535945830446,0.9442676625792283,-0.015160532394390556,2.205697746417764,1000,1000
hf_gpu_fp16,hf,1.0,prefill,__all__,geomean_across_scenarios,6,True,1.1103099697645702,-0.19174003814124718,0.3191840394281954,-0.028571428571428574,0.9571545189504373,0.03957550869751012,0.7314481336505017,-0.4494537494635993,0.770877846891377,-0.3466233446045484,0.6476576946812533,-0.30417397980155714,1.283808947229688,1000,1000
hf_gpu_fp16,hf,1.0,prefill,medium,scenario,6,True,1.1639934134423509,-0.22920533216552508,0.4382406831823614,-0.2571428571428572,0.6227871720116618,-0.2603482305752517,1.2011744661991774,-0.6686587397769941,0.3624419104261972,-0.38987063695859764,0.4236098076148692,0.058701990712552575,1.4050123477328258,1000,1000
