backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,97.11483329999926,95.32825050001748,6.314096947091852,91.9221749999224,131.00557199993546,101.34107120003362,102.75399170002969,125.34075248996257
transformers-gpu-compile,fp32,single_long,60,106.04407523332497,104.34722749999992,4.835075972141131,100.4151910000246,127.925264000055,110.84901600002014,113.30620915000506,125.11091385004418
transformers-gpu,fp32,single_medium,60,103.51439555000563,101.0585180000021,8.187032508444359,92.19017800000984,130.08211400006076,113.81939969994619,123.93117389997315,127.32810256003062
transformers-gpu-compile,fp32,single_medium,60,107.28820066666079,104.83609849995901,6.376707223326086,101.42365699994116,130.2863209999714,112.2669178000365,122.04974340005491,130.0324622900098
transformers-gpu,fp32,single_micro,60,98.53375689999949,96.31419800001595,9.074653501074868,93.18834199996218,153.18660200000522,101.50083430000906,107.19596889999819,140.45780747999336
transformers-gpu-compile,fp32,single_micro,60,108.9928257166728,105.43960949999587,11.088754878054475,100.34170699998413,165.90136399997846,115.03722390000348,128.49901290002774,156.46739969999254
transformers-gpu,fp32,single_short,60,98.80946370000174,97.1373804999871,7.515054039952021,92.8649109999924,141.5218750000804,103.13374109998678,111.20461675004093,127.77205774998825
transformers-gpu-compile,fp32,single_short,60,108.52862533334549,105.51049550002745,9.106607840327454,101.3990050000757,161.38456300006965,117.76362030000199,118.78894650000117,146.56096522006797
transformers-gpu,fp32,stress_single,30,96.15440573333747,94.54400850000866,4.7285348659636615,92.20583599994823,114.56913399990754,99.9200520999466,105.1748528000303,111.93758786994523
transformers-gpu-compile,fp32,stress_single,30,109.82702313334205,105.25156950001247,11.665594793877489,101.57672300010744,150.05921800002398,118.76064590009037,135.5879382500347,148.90787856001793
