backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,1607.2458999998769,1627.2992999997768,1744.4334900001195,1754.84541800015,89.10469020666321,145.0,17.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,4091.275133333056,3940.159599999788,4484.166219999679,4532.522363999669,36.80053975478755,145.0,17.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,e2e_kv,3,1718.2450333333084,1721.1492999999791,1793.0307699998139,1799.4202339997992,74.94991863866869,129.0,1.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,e2e_kv,3,4246.831933333397,4099.9956999999085,4528.56571000043,4566.660822000476,31.463447632397,129.0,1.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,1508.546333333167,1428.5831000001965,1782.5261899996804,1813.9877979996345,95.899216503388,137.0,9.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,4668.679166666455,4692.463699999735,4769.332699999859,4776.16549999987,29.195750624561622,137.0,9.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,1593.616233333402,1616.0611999998764,1725.9476900002028,1735.7153780002318,79.2049211997725,128.0,17.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,4041.377866666456,3871.860899999774,4438.075559999788,4488.40575199979,33.05903887198207,128.0,17.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,micro,kv_decode,3,1706.8771333332127,1708.755099999962,1781.3011299998377,1787.7496659998267,74.90833531382165,128.0,1.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,micro,kv_decode,3,4211.985733333374,4072.751100000005,4484.763810000277,4521.387162000301,31.42838755847364,128.0,1.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,1494.9691666667302,1415.9197000003587,1769.3564500000775,1800.7730500000525,90.40060675754958,128.0,9.0,128.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,kv_decode,3,4613.79969999992,4630.47669999969,4712.722750000103,4720.033510000139,27.64294224825893,128.0,9.0,128.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,prefill,3,13.629666666474805,11.238099999900442,18.485799999916708,19.130039999918154,1512.711223440849,17.0,17.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,prefill,3,49.89726666660014,43.62309999987701,65.83114000000023,67.80518800001119,389.701786439935,17.0,17.0,0.0,,,,96.088,96.08832
