backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,e2e_kv,3,1587.5612752060608,1627.2992999997768,86.19768386059292,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,e2e_kv,3,4232.198661887492,4099.9956999999085,32.33404569163147,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,kv_decode,3,1575.404507814654,1616.0611999998764,81.24897406670307,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,kv_decode,3,4179.693538352019,4072.751100000005,30.6242548228711,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,prefill,3,12.01031779747227,11.65579999997135,445.3238733087493,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,prefill,3,42.60586389513306,43.62309999987701,125.53392308635544,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,e2e_kv,3,292.66850245521493,243.10160000050016,467.5737353406244,256.09375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,e2e_kv,3,520.9970644801899,524.3537999999717,262.6581112238396,259.50927734375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,kv_decode,3,289.9477374035519,240.77430000033928,441.458868229926,256.09375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,kv_decode,3,515.9678146699337,519.4078999998055,248.0774892555691,259.50927734375,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,prefill,3,2.9866961340852667,2.613600000131555,1790.7684615788494,256.09375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,prefill,3,4.945249617424848,4.956100000072183,1081.5391850784863,259.50927734375,,96.088,96.08832
ollama,ollama,gemma3:270m,ollama,268.1,e2e_kv,3,267.23806595985207,274.2773,543.3518954923157,,149.8162,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,e2e_kv,3,1443.3479640134342,1447.4159714285715,114.92127363440653,,131.3929,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,3,7426.977635356729,7426.3251,29.56532677809101,,240.1003,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,kv_decode,3,264.78159977370814,271.7877,483.41727714234423,,149.8162,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,kv_decode,3,1431.405075785774,1435.2493714285715,89.42262547848927,,131.3929,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,kv_decode,3,7363.592324932722,7361.205,17.382820008462286,,240.1003,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,prefill,3,2.662626310760053,2.7503,6083.489425808169,,149.8162,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,prefill,3,11.78160760738305,11.7791,3176.9936011320365,,131.3929,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,prefill,3,63.10853506311208,63.7591,1449.2589919691281,,240.1003,20900.0,20900.0
