backend,perplexity,nll_sum,token_count,mean_nll,delta_frac,pass,providers_used,threshold
transformers-gpu-compile,377.78940456208966,430423.39038848877,72531,5.93433690957644,0.0,True,,
onnxruntime-cpu,377.7884080699656,430423.1990737915,72531,5.934334271880871,-2.6376920898572106e-06,True,['CPUExecutionProvider'],0.001
onnxruntime-gpu,377.7853423511678,430422.6104888916,72531,5.934326156938297,-1.0752580333923191e-05,True,"['CUDAExecutionProvider', 'CPUExecutionProvider']",0.001
tensorrt-fp32,377.7853933356716,430422.6202774048,72531,5.934326291894566,-1.061762550678631e-05,True,,0.001
tensorrt-fp16,377.78691643632425,430422.9126968384,72531,5.934330323542187,-6.586012565106782e-06,True,,0.005
tensorrt-int8,377.78524944255713,430422.5926513672,72531,5.934325911008633,-1.0998507322732506e-05,True,,0.02
