timestamp,lag_ms
13113.5625219,7.3613
13113.6686935,6.1123
13113.7746478,5.8326
13113.8757167,1.0128
13113.9788898,3.0676
13114.0807521,1.8032
13114.1829716,2.1344
13114.2841708,1.1381
13114.3920217,7.7370
13114.4971294,5.0342
13114.6043354,7.1242
13114.7101723,5.5875
13114.8158015,5.5386
13114.9208319,4.9081
13115.0234317,2.4974
13115.1238265,0.2917
13115.2251602,1.2360
13115.3315808,6.2870
13115.4374471,5.7675
13115.5422969,4.7851
13115.6482502,5.8787
13115.7520129,3.6680
13115.8556024,3.5134
13115.9630553,7.3337
13116.0689098,5.7929
13116.1728183,3.8047
13116.2783668,5.4581
13116.3820166,3.5818
13116.4854473,3.3345
13116.592717,7.1671
13116.7006588,7.8412
13116.8091691,8.4343
13116.9166705,7.4383
13117.0240565,7.3139
13117.1264041,2.2622
13117.2294509,2.8469
13117.3321375,2.6330
13117.43597,3.7596
13117.5489535,12.9312
13117.6553969,6.3448
13117.7631725,7.7012
13117.8714208,8.1640
13117.9737906,2.2777
13118.0751169,1.2141
13118.1792763,4.0897
13118.2871175,7.7772
13118.3937055,6.5253
13118.4994792,5.6676
13118.6041911,4.6076
13118.7072094,2.9563
13118.8207246,13.4238
13118.9255873,4.7891
13119.0307181,5.0503
13119.1341501,3.3273
13119.2370682,2.8446
13119.3435343,6.4001
13119.4472237,3.5454
13119.5630105,15.7123
13119.6655351,2.4395
13119.7670436,1.4091
13119.8719169,4.7939
13119.972865,0.8598
13120.0761994,3.2522
13120.1778218,1.5492
13120.280432,2.4950
13120.3926296,12.0853
13120.5009842,8.2739
13120.6055887,4.5213
13120.7074166,1.7051
13120.8087721,1.1543
13120.9123524,3.5021
13121.0128901,0.4525
13121.1154034,2.4376
13121.2208139,5.3120
13121.3290016,8.1339
13121.4346023,5.5267
13121.5403172,5.6086
13121.6409573,0.5598
13121.7460613,5.0120
13121.8472608,1.1190
13121.9486561,1.2801
13122.0565531,7.8241
13122.1589042,2.2488
13122.2655578,6.5736
13122.3692147,3.5644
13122.4722231,2.8944
13122.5808679,8.5312
13122.6840314,3.0571
13122.7886989,4.5824
13122.8925521,3.7652
13122.9937657,1.1289
13123.1028012,8.9141
13123.2091039,6.2091
13123.3105145,1.2696
13123.4165716,5.9651
13123.5230525,6.3917
13123.6288364,5.7142
13123.7305136,1.6193
13123.8321536,1.5715
13123.9451137,12.8682
13124.0526544,7.4744
13124.1606564,7.8885
13124.267173,6.3994
13124.3736779,6.4453
13124.482634,8.8350
13124.5853498,2.6238
13124.6915849,6.1345
13124.7976132,5.9467
13124.9001168,2.4225
13125.0072211,7.0394
13125.1089855,1.7062
13125.2094028,0.3397
13125.311061,1.5894
13125.4131987,2.0164
13125.5160719,2.8000
13125.6209475,4.8093
13125.7246464,3.6317
13125.8315962,6.8734
13125.9329583,1.1231
13126.0353607,2.3493
13126.1445346,9.1142
13126.2525311,7.9246
13126.3594441,6.7962
13126.4674306,7.8833
13126.5723333,4.7867
13126.6822378,9.8150
13126.7841775,1.8166
13126.8933296,9.0377
13126.999808,6.3915
13127.1048977,5.0090
13127.2081089,3.1223
13127.3129501,4.7581
13127.4176741,4.6418
13127.5239892,6.2057
13127.6295429,5.4993
13127.7310033,1.4006
13127.8383489,7.2600
13127.9438477,5.3997
13128.0488612,4.9298
13128.1542049,5.2021
13128.2590905,4.6417
13128.3637973,4.6146
13128.4666751,2.7984
13128.5735729,6.8049
13128.6789954,5.3495
13128.7828749,3.8137
13128.8879421,4.9967
13128.9903911,2.3931
13129.0997306,9.2724
13129.2078714,8.0748
13129.3169482,9.0121
13129.42131,4.2705
13129.5268347,5.4550
13129.6291296,2.1680
13129.7320737,2.8896
13129.8409493,8.7659
13129.943708,2.6411
13130.0493143,5.4832
13130.153925,4.5130
13130.2563184,2.3397
13130.3641058,7.7093
13130.4689686,4.7446
13130.576531,7.5066
13130.6781394,1.5301
13130.7797241,1.5156
13130.8846469,4.8253
13130.9912082,6.4891
13131.0931742,1.8950
13131.1940868,0.8133
13131.2970707,2.8792
13131.4020651,4.8908
13131.5073504,5.1662
13131.6103012,2.8545
13131.7116988,1.2921
13131.8129614,1.2188
13131.9172473,4.2200
13132.0240173,6.6880
13132.1284888,4.3635
13132.2332254,4.6665
13132.3341588,0.8769
13132.4399872,5.7434
13132.5477485,7.6269
13132.6560491,8.1579
13132.7593132,3.1203
13132.8707014,11.3243
13132.9800632,9.2964
13133.0843701,4.1710
13133.1924729,8.0199
13133.2970439,4.4786
13133.4024479,5.3139
13133.5078839,5.3439
13133.609221,1.2700
13133.7169186,7.6216
13133.8238171,6.8152
13133.924339,0.4499
13134.0319817,7.5717
13134.1386676,6.5680
13134.2405741,1.7925
13134.3476934,7.0573
13134.4492904,1.4940
13134.5498354,0.3713
13134.654875,4.9453
13134.7633674,8.4319
13134.8675575,3.9357
13134.968316,0.6673
13135.0703498,1.9497
13135.1751211,4.6787
13135.2850767,9.8786
13135.3908191,5.6368
13135.4934707,2.5826
13135.5960126,2.4502
13135.7012832,5.2140
13135.8051062,3.7551
13135.9092962,4.1029
13136.0111676,1.8311
13136.1122838,0.9952
13136.2188335,6.4509
13136.3209456,1.9977
13136.4244774,3.4516
13136.5300736,5.5039
13136.6343126,4.1715
13136.7405582,6.1911
13136.8440434,3.3720
13136.9479493,3.8137
13137.0501522,2.1353
13137.1585696,8.3703
13137.2642875,5.6171
13137.3712579,6.8883
13137.4778271,6.4946
13137.5835211,5.6145
13137.686097,2.5166
13137.7948744,8.6803
13137.8990234,4.0159
13138.0003543,1.2423
13138.1025098,2.0858
13138.2099694,7.3580
13138.3153373,5.3162
13138.4162395,0.8032
13138.5172003,0.8575
13138.6200635,2.7995
13138.7228506,2.7215
13138.8242932,1.3593
13138.9261562,1.8071
13139.0288971,2.6762
13139.1313771,2.3797
13139.2324188,0.9668
13139.3365409,4.0451
13139.4457456,9.1267
13139.5541623,8.3579
13139.6578074,3.5762
13139.7583216,0.4438
13139.8619475,3.5706
13139.9704438,8.4438
13140.0788612,8.2723
13140.1793869,0.4421
13140.2826516,3.1923
13140.3859271,3.2070
13140.4931089,7.1089
13140.5964302,3.1956
13140.7054767,8.9813
13140.8111636,5.5833
13140.9152885,4.0299
13141.0203238,4.9205
13141.1243345,3.9283
13141.2320613,7.6404
13141.3378461,5.7037
13141.4429989,5.0706
13141.5447302,1.6467
13141.645258,0.4263
13141.7492631,3.9516
13141.8533562,4.0325
13141.9594458,6.0322
13142.0646061,5.0766
13142.1663978,1.6997
13142.2707861,4.3771
13142.3783786,7.5380
13142.4869301,8.4672
13142.5943439,7.3355
13142.6982423,3.7898
13142.8041607,5.8353
13142.9053803,1.1499
13143.0085308,3.0792
13143.1147536,6.1334
13143.2254935,10.6817
13143.3287309,3.1254
13143.4335772,4.7793
13143.5354106,1.7692
13143.6376517,2.1525
13143.7398111,2.0900
13143.8427562,2.8776
13143.9481467,5.2991
13144.0510855,2.8377
13144.1581335,6.9906
13144.2587716,0.5838
13144.360722,1.8753
13144.4637176,2.8911
13144.5669901,3.1999
13144.6697255,2.6596
13144.7731344,3.3202
13144.8741751,0.9581
13144.9759826,1.5831
13145.0837773,7.7461
13145.18606,2.2206
13145.2887925,2.6900
13145.3951445,6.2418
13145.5000205,4.8131
13145.6013479,1.2664
13145.7031364,1.7142
13145.8099903,6.7499
13145.9177717,7.6912
13146.025134,7.2817
13146.1330856,7.8853
13146.239134,4.3956
13146.3466887,7.4780
13146.4477162,0.9593
13146.5540668,6.2445
13146.6623389,8.2384
13146.773929,11.5255
13146.8790633,5.0413
13146.9799039,0.7738
13147.0851268,5.1470
13147.1926785,7.4383
13147.2996357,6.8749
13147.4072267,7.5150
13147.5142813,6.9692
13147.6209727,6.5862
13147.7303732,9.3477
13147.8368652,6.4375
13147.9389102,1.9822
13148.0409947,1.9629
13148.1419951,0.8993
13148.2430556,0.9594
13148.3469588,3.8188
13148.4500825,3.0260
13148.5521003,1.9595
13148.6534145,1.2269
13148.7555711,2.0519
13148.8586025,2.9363
13148.9592223,0.5695
13149.0658322,6.5153
13149.1714249,5.4693
13149.2730117,1.5195
13149.3756979,2.5680
13149.4836222,7.8085
13149.5848941,1.1835
13149.6917645,6.7628
13149.7952503,3.4001
13149.8999125,4.5810
13150.0024225,2.4326
13150.1150994,12.6060
13150.2217098,6.4779
13150.3262571,4.4401
13150.4315846,5.2464
13150.5417422,10.0523
13150.6450874,3.2774
13150.7479877,2.8351
13150.8531676,5.0853
13150.9581316,4.8663
13151.0597722,1.5829
13151.1637975,3.9319
13151.2711115,7.2134
13151.3774211,6.2145
13151.4791069,1.5987
13151.5811015,1.9396
13151.6884623,7.2343
13151.7951003,6.5743
13151.8992909,4.1212
13152.0034501,4.0657
13152.1045288,1.0157
13152.2128652,8.2272
13152.3199235,6.9457
13152.4274227,7.3830
13152.5300452,2.5203
13152.63487,4.7253
13152.7377927,2.8480
13152.8451904,7.3239
13152.9535997,8.3441
13153.0588197,5.1429
13153.164584,5.6944
13153.2713255,6.6630
13153.3753267,3.9623
13153.4792115,3.6773
13153.5806218,1.3520
13153.6862202,5.5077
13153.7892898,2.9891
13153.8979384,8.5473
13154.0046399,6.6074
13154.1096976,5.0160
13154.2158219,6.0500
13154.3210832,5.2070
13154.4215941,0.4157
13154.5299944,8.3387
13154.6369992,6.9120
13154.7462163,8.9691
13154.8535683,7.2924
13154.9586848,5.0478
13155.06817,9.4228
13155.1760245,7.7615
13155.2844252,8.2466
13155.3923098,7.7648
13155.4965295,4.1060
13155.5987932,2.2016
13155.7006191,1.7415
13155.8016186,0.8963
13155.9065975,4.9065
13156.0088171,2.1405
13156.1163948,7.4926
13156.2230407,6.5769
13156.3315801,8.4107
13156.4352537,3.5624
13156.5363705,1.0344
13156.6395969,3.1549
13156.7426115,2.9204
13156.845493,2.7875
13156.9475778,2.0306
13157.0543641,6.5920
13157.1610438,6.6079
13157.26216,1.0376
13157.3671357,4.8671
13157.4697216,2.5237
13157.573373,3.4139
13157.6790463,5.5948
13157.7839269,4.8268
13157.8867669,2.7741
13157.9911416,4.2971
13158.0961572,4.9579
13158.2102812,13.8489
13158.3172706,6.8640
13158.4216963,4.2094
13158.5241865,2.4033
13158.6255407,1.2563
13158.7339369,8.2923
13158.8413426,7.3021
13158.9475831,6.1680
13159.0514305,3.7242
13159.1554274,3.9025
13159.257495,1.9958
13159.3627083,5.1594
13159.4661204,3.3430
13159.572811,6.6180
13159.6824291,9.5217
13159.7861979,3.7000
13159.8876171,1.3496
13159.9937828,6.0921
13160.1010684,7.2046
13160.2045256,3.3620
13160.3077404,3.1464
13160.4167607,8.9572
13160.5213686,4.5451
13160.6227753,1.3470
13160.7250195,2.1768
13160.8279115,2.8387
13160.9296232,1.6309
13161.0377687,8.0651
13161.1444753,6.6364
13161.2493625,4.8125
13161.354494,5.0600
13161.4581971,3.6337
13161.5583573,0.1045
13161.6626431,4.2177
13161.7744183,11.7262
13161.8775712,3.0860
13161.9843554,6.6706
13162.0852728,0.8311
13162.1895086,4.1328
13162.2918466,2.2105
13162.3957154,3.8052
13162.4973427,1.5559
13162.6036223,6.1624
13162.7124944,8.8163
13162.8153531,2.7745
13162.9189314,3.5217
13163.0206811,1.6534
13163.1266856,5.9520
13163.2309859,4.2190
13163.3367901,5.6998
13163.4486651,11.8205
13163.5508264,2.0418
13163.653689,2.7769
13163.754604,0.8351
13163.8560304,1.3615
13163.9586749,2.5713
13164.0635875,4.8365
13164.166459,2.7759
13164.2666026,0.0717
13164.3747035,8.0273
13164.4846713,9.9105
13164.5915231,6.7503
13164.696254,4.6544
13164.8000427,3.7178
13164.9013971,1.2470
13165.0060722,4.5532
13165.1117652,5.5969
13165.2156328,3.8113
13165.3276576,11.9490
13165.4326562,4.9087
13165.5333992,0.6468
13165.6378016,4.3322
13165.7423967,4.5176
13165.8502877,7.8095
13165.9537995,3.4230
13166.0609711,7.0843
13166.1706128,9.5290
13166.2771589,6.4818
13166.3816091,4.3628
13166.4830183,1.3348
13166.5911037,7.6969
13166.6986462,7.4852
13166.8060371,7.3225
13166.9099391,3.8085
13167.0186332,8.5941
13167.125772,7.0230
13167.2284535,2.6299
13167.3336202,5.1058
13167.4365041,2.7715
13167.5379672,1.3980
13167.6454846,7.4543
13167.7545913,9.0205
13167.8602928,5.6423
13167.9666497,6.2391
13168.0685711,1.6748
13168.1750785,6.4021
13168.2830578,7.8966
13168.3894097,6.2856
