timestamp,lag_ms
13103.83835,11.5231
13103.9462735,7.6900
13104.0541892,7.8252
13104.1620234,7.7629
13104.2655018,3.4380
13104.3754887,9.8979
13104.4812865,5.7311
13104.5832822,1.9336
13104.6842195,0.8744
13104.7901598,5.8632
13104.8937892,3.5286
13104.9956213,1.7466
13105.0970752,1.3751
13105.1992627,2.0980
13105.2996092,0.2804
13105.4005817,0.9138
13105.5039875,3.3308
13105.6045242,0.2812
13105.7046993,0.1049
13105.8070406,2.2677
13105.9089584,1.8130
13106.0127229,3.6928
13106.1164119,3.6001
13106.2230783,6.6068
13106.3312087,8.0066
13106.4401321,8.8223
13106.5455642,5.2836
13106.6476999,2.0782
13106.7570811,9.2890
13106.8617133,4.5618
13106.9625648,0.7586
13107.0708461,8.2053
13107.1729071,1.9831
13107.2819083,8.9169
13107.3856861,3.6916
13107.48823,2.4667
13107.5885985,0.2673
13107.6992296,10.5084
13107.8059965,6.6959
13107.9141707,8.0414
13108.021434,7.1921
13108.1297932,8.2921
13108.2373571,7.4960
13108.3412721,3.8402
13108.4435749,2.2097
13108.546621,2.9462
13108.6532016,6.5173
13108.7584794,5.2104
13108.8598584,1.3317
13108.9620309,2.0744
13109.0623494,0.2318
13109.1705502,8.1350
13109.2708492,0.2350
13109.3750947,4.1846
13109.4827165,7.5449
13109.5840735,1.3098
13109.6843854,0.2395
13109.7911555,6.6987
13109.8951279,3.8581
13110.0021841,7.0014
13110.1080025,5.7073
13110.2085679,0.5077
13110.3142453,5.5842
13110.419966,5.6376
13110.5261719,6.1395
13110.6312533,4.9764
13110.7334077,2.0756
13110.839911,6.3409
13110.946389,6.3776
13111.0481858,1.7279
13111.1497314,1.4508
13111.257285,7.4938
13111.361949,4.5641
13111.468724,6.7159
13111.5744287,5.6032
13111.6745928,0.1093
13111.7766867,2.0332
13111.8782442,1.4577
13111.9805082,2.1953
13112.0842015,3.6102
13112.1899942,5.6907
13112.3011919,11.1191
13112.4046319,3.3756
13112.5078685,3.1693
13112.6102021,2.2720
13112.714485,4.1665
13112.8210397,6.4566
13112.9269067,5.7842
13113.0333572,6.3426
13113.1340691,0.6485
13113.2412601,7.1296
13113.3483899,7.0543
13113.4550714,6.6154
