timestamp,agent_id,chunk_index,bytes,gap_ms,parse_ms
13113.8384459,collector,0,41505,0.0000,1.3939
13116.394597,insight,0,65536,0.0000,2.3878
13116.5309831,insight,1,5774,136.3861,0.2362
13126.4797781,collector,0,40590,12641.3322,1.3786
13129.026238,insight,0,65536,12495.2549,1.5832
13129.0270382,insight,1,4029,0.8002,0.0687
13139.9464857,collector,0,44711,13466.7076,1.1121
13142.1662508,insight,0,65536,13139.2126,1.0691
13142.1667157,insight,1,4102,0.4649,0.0659
13152.4122147,collector,0,41644,12465.7290,1.3538
13154.5934991,insight,0,65536,12426.7834,1.6393
13154.5943226,insight,1,737,0.8235,0.0793
13166.046158,collector,0,46363,13633.9433,1.4325
13168.1216953,insight,0,65536,13527.3727,1.0971
13168.4454742,insight,1,7843,323.7789,0.2318
