scenario,prompt_set,backend,model,quantization,latency_ms,cuda_event_ms,ttft_ms,tokens,tokens_per_s,status,error
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.588284999874304,16.773279190063477,17.588284999874304,16,909.6964257808163,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.84467799916456,17.018720626831055,17.84467799916456,17,952.6649906933537,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.723656999805826,16.81920051574707,17.723656999805826,16,902.7482308067285,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.164982000598684,17.32054328918457,18.164982000598684,17,935.8666030849748,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.64127299975371,16.842815399169922,17.64127299975371,16,906.9640269284068,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.729108998537413,16.921695709228516,17.729108998537413,17,958.8750343518357,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.441420000977814,16.63225555419922,17.441420000977814,16,917.3564995913748,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.603881999093574,16.80303955078125,17.603881999093574,17,965.6960891282578,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.48300899998867,16.67862319946289,17.48300899998867,16,915.1742700590253,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.674709000857547,16.860864639282227,17.674709000857547,17,961.8263021572343,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.544861000715173,16.712383270263672,17.544861000715173,16,911.947948709756,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.79868700032239,16.984159469604492,17.79868700032239,17,955.1266337619218,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.737415999363293,16.8654727935791,17.737415999363293,16,902.0479646288017,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.898506999699748,17.02262306213379,17.898506999699748,17,949.7998911465173,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.597203999685007,16.79644775390625,17.597203999685007,16,909.235353541756,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.73631800097064,16.92892837524414,17.73631800097064,17,958.4852954863379,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.47144399996614,16.679519653320312,17.47144399996614,16,915.7800580210203,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.6879030004784,16.806272506713867,17.6879030004784,17,961.1088436848735,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.370038000080967,16.560415267944336,17.370038000080967,16,921.1263671343389,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.647392000071704,16.784128189086914,17.647392000071704,17,963.3151459394638,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.548949999763863,16.712383270263672,17.548949999763863,16,911.7354599685619,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.829718999564648,16.95622444152832,17.829718999564648,17,953.4642694265171,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.661542999121593,16.862655639648438,17.661542999121593,16,905.9231121989607,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.850305001047673,17.04867172241211,17.850305001047673,17,952.3646794271714,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.524126000353135,16.717632293701172,17.524126000353135,16,913.0269891735302,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.832928000643733,17.02569580078125,17.832928000643733,17,953.2926953659171,ok,
