latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization,error,wall_ms,ollama_eval_ms,ollama_prompt_eval_ms
448.85928200164926,129,287.3951930429858,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
451.14460900003905,129,285.9393583044873,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
450.84032700106036,129,286.13234503242785,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
451.14207599908696,129,285.94096375143044,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
476.55247899820097,129,270.69421666042155,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
456.9988650000596,129,282.27641221818607,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.21031199980644,129,285.26549832427355,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
451.7274410027312,129,285.57043095201306,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
453.6676780007838,129,284.3491089523401,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
459.67188400027226,129,280.6349583041359,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.6138740002352,129,285.0111483766248,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
456.18006200311356,129,282.78307349416673,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
456.13666200006264,129,282.8099794354664,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
450.5729680022341,129,286.30212898027287,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
458.74813399859704,129,281.20005388489386,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
445.65180800054804,129,289.4636523046292,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
450.1551440007461,129,286.56786825429725,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.66099099899293,129,284.9814818708047,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.3165610007709,129,285.1984895591301,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
445.5057180020958,129,289.5585730717673,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
453.49661900036153,129,284.4563654837241,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.06428799792775,129,285.35764364689504,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
443.92933700146386,129,290.586787688633,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
446.7853610003658,129,288.72924509246485,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
448.93527400199673,129,287.34654519356445,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
455.1003740016313,129,283.4539529504707,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
451.6705540008843,129,285.60639797596247,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
463.6150509977597,129,278.2480847469798,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
453.71539299958386,129,284.3192053660792,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
453.3999209998001,129,284.5170323707597,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
0.0,0,0.0,error,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,"Error: accessing tensor output of CUDAGraphs that has been overwritten by a subsequent run. Stack trace: File ""/usr/local/lib/python3.12/dist-packages/transformers/models/gpt2/modeling_gpt2.py"", line 759, in forward
    transformer_outputs = self.transformer(
  File ""/usr/local/lib/python3.12/dist-packages/transformers/models/gpt2/modeling_gpt2.py"", line 658, in forward
    outputs = block(
  File ""/usr/local/lib/python3.12/dist-packages/transformers/modeling_layers.py"", line 93, in __call__
    return super().__call__(*args, **kwargs)
  File ""/usr/local/lib/python3.12/dist-packages/transformers/models/gpt2/modeling_gpt2.py"", line 288, in forward
    attn_output, self_attn_weights = self.attn(
  File ""/usr/local/lib/python3.12/dist-packages/transformers/models/gpt2/modeling_gpt2.py"", line 207, in forward
    key_states, value_states = curr_past_key_values.update(
  File ""/usr/local/lib/python3.12/dist-packages/transformers/cache_utils.py"", line 792, in update
    keys, values = self.layers[layer_idx].update(key_states, value_states, cache_kwargs)
  File ""/usr/local/lib/python3.12/dist-packages/transformers/cache_utils.py"", line 120, in update
    self.keys = torch.cat([self.keys, key_states], dim=-2). To prevent overwriting, clone the tensor outside of torch.compile() or call torch.compiler.cudagraph_mark_step_begin() before each model invocation.",,,
454.2040249980346,137,301.62656528768724,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
454.2833759987843,139,305.97641768069445,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
459.3407189968275,137,298.25354978152114,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.93505199818173,139,308.933476915601,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.8128570012341,137,304.5711074452995,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.44760099679115,139,309.26853250907084,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
451.78642999962904,137,303.24062632893265,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
463.941120000527,139,299.6069846101206,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.65023400072823,137,304.6812603232808,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
448.9570100013225,139,309.60648102942093,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
451.2807210012397,137,303.58044034330385,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
454.21506999991834,139,306.0224311800685,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
451.1116909998236,137,303.69419089174875,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
447.70940800299286,139,310.46924079618805,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
450.7557500000985,137,303.93400416959753,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
448.26282099893433,139,310.08594397867864,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.7210580011597,137,304.63327781205817,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
526.5153379987169,139,263.9999064952952,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
478.2543510009418,137,286.45844980452716,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
450.20744599969476,139,308.7465594695967,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
480.30512200057274,137,285.23535087314065,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
452.66404100038926,139,307.0710005875648,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
452.1048549977422,137,303.02704889263833,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
458.5134320004727,139,303.1536053230753,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
451.7289389987127,137,303.2792194001775,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
453.6095080002269,139,306.4309666100087,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
452.33539400214795,137,302.87260695622115,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
454.6156169999449,139,305.7528047920467,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
450.61468000130844,137,304.02915413142375,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
449.20186499803094,139,309.43771794137433,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32,,,,
