backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,95.0984976444509,93.99329650005939,5.468793295324745,85.32756900001459,122.550724000007,100.20392949992355,105.3204109500598,119.81313519005425
transformers-gpu-compile,270,104.90236591111221,103.09388850004098,7.826682339334681,95.05803000001832,167.87418399997023,110.70379949993594,115.60767599994503,133.46529431998874
