backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,94.26863868333537,93.572671000004,3.7833697804003625,88.71105000002899,108.03469899997252,97.84043270003622,102.5551509000138,106.83333273998073
transformers-gpu-compile,fp32,single_long,60,104.34386751667073,102.51306949999162,6.294239362584696,98.43024700001024,131.93660000001728,108.13971949996812,113.30619135005688,130.0343037100231
transformers-gpu,fp32,single_medium,60,96.45507731667067,94.40831699998853,7.0131862617756795,88.87323800001923,122.550724000007,102.29951759999948,109.39881374996499,122.19358992003777
transformers-gpu-compile,fp32,single_medium,60,104.77641783333145,103.70546799998692,5.7279047264220315,97.55164000000605,136.86787199992523,110.06975620006189,112.94863945003043,124.68613727994345
transformers-gpu,fp32,single_micro,60,95.39498498335017,94.16438549999384,4.723229753137336,88.56986699993286,113.7320269999691,100.61372760007998,105.23164645006773,109.65148256997279
transformers-gpu-compile,fp32,single_micro,60,108.26534279999957,104.14642300003152,13.062113960778317,95.21011999993334,167.87418399997023,121.07372089998306,125.51460709997853,166.15200880999282
transformers-gpu,fp32,single_short,60,93.66845773333807,92.8568285000324,5.701397437928477,85.32756900001459,119.45953400004328,97.60365750005349,99.3208353001023,118.64266543000211
transformers-gpu-compile,fp32,single_short,60,103.2612363166758,102.69352850002633,3.9897536406657794,95.05803000001832,114.48651599994264,108.79931380007974,110.90538105006544,113.38109081998255
transformers-gpu,fp32,stress_single,30,96.3121613666696,94.84598049999704,5.054092980479238,90.5936469999915,115.43961500001387,100.59964289994241,104.55439199992043,112.94354091999027
transformers-gpu-compile,fp32,stress_single,30,102.82756426665476,102.23871799996687,2.692905816173868,99.00598400008676,109.54171399998812,106.57984519996262,108.13402265001173,109.4523371599905
