backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.2356722833534756,0.21435250005197298,0.05045388442607939,0.1806440000109432,0.3458099999988917,0.31803209990357567,0.3250132496759761,0.3360661500164496
transformers-gpu,fp32,single_long,60,2.1289041500040184,2.121137499898396,0.16383811159807563,1.754261999849405,2.564537999660388,2.3143110999171768,2.3923408501786976,2.5417185700507616
transformers-gpu-compile,fp32,single_medium,60,0.19595193333922603,0.18433399986861326,0.03319695653993879,0.1765189999787253,0.3435309999986202,0.21262210007080284,0.2538513997706103,0.3352621499789165
transformers-gpu,fp32,single_medium,60,2.4375763999993674,2.3901765000573505,0.30066411334292376,1.9672480002554948,3.6378449999574514,2.7382246003526234,2.89278730008391,3.335008029871459
transformers-gpu-compile,fp32,single_micro,60,0.19581036667659646,0.1710675001049821,0.04037492903822196,0.1624559999982011,0.3351029999976163,0.24874760033526394,0.271711699951993,0.31238445985763963
transformers-gpu,fp32,single_micro,60,2.7345861333666712,2.6254535000589385,0.506734122657509,2.003373999741598,4.929134999656526,3.358948299819531,3.419766049978534,4.254584459981739
transformers-gpu-compile,fp32,single_short,60,0.18485221664074433,0.1773955000317073,0.02886059658802345,0.1553880001665675,0.3387249998922925,0.21339540012377248,0.22867339985168647,0.2815711098355674
transformers-gpu,fp32,single_short,60,2.1537055833126337,2.1202115001415223,0.22124270464440798,1.8084940002154328,3.210497000054602,2.4080210998363327,2.4729657498028246,2.827064259909091
transformers-gpu-compile,fp32,stress_single,30,0.24027416670833188,0.2144810000572761,0.06624786038666713,0.2006449999498727,0.4955760000484588,0.31946809999681136,0.36783669991109486,0.46005245000742445
transformers-gpu,fp32,stress_single,30,2.470182733334999,2.3874134999459784,0.2801133918480165,2.123560999734764,3.331765999973868,2.721820799979469,3.0637215001434015,3.2544050200658603
