backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,270,0.20720530741426854,0.1910064997900917,0.04779927054874988,0.1553880001665675,0.4955760000484588,0.27606960011326004,0.3165148499419955,0.3506512699732412
transformers-gpu,270,2.375525251855598,2.2880675001033524,0.3954551824055829,1.754261999849405,4.929134999656526,2.8689760000361275,3.201759250168834,3.563199419904777
