scenario,prompt_set,backend,model,quantization,latency_ms,cuda_event_ms,ttft_ms,tokens,tokens_per_s,status,error,accuracy,degraded_count,degraded_reasons,path
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,2.0510809999905177,1.7823679447174072,2.0510809999905177,1,487.54778577960747,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.852159999543801,1.5994559526443481,1.852159999543801,1,539.9101590825342,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.9370959998923354,1.640671968460083,1.9370959998923354,1,516.2366759600868,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.9194710002921056,1.6731200218200684,1.9194710002921056,1,520.9768732363342,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.8170390003433567,1.5535039901733398,1.8170390003433567,1,550.3459198239747,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.8355259999225382,1.607424020767212,1.8355259999225382,1,544.8029611360457,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.7691889997877297,1.5395519733428955,1.7691889997877297,1,565.2307357325767,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.626076999855286,1.3934719562530518,1.626076999855286,1,614.9770275878669,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5746930002933368,1.3339840173721313,1.5746930002933368,1,635.0444180635325,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.9578490000640159,1.6959999799728394,1.9578490000640159,1,510.7646197267016,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.6158529997483129,1.4003520011901855,1.6158529997483129,1,618.8681768426715,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.9272869994892972,1.6248639822006226,1.9272869994892972,1,518.86408213462,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.7928639999809093,1.541599988937378,1.7928639999809093,1,557.7667910174158,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.6025909999370924,1.3694720268249512,1.6025909999370924,1,623.9895269842734,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.6409870004281402,1.4036799669265747,1.6409870004281402,1,609.3893490558402,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.561041000059049,1.361791968345642,1.561041000059049,1,640.598164918265,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5004289998614695,1.3117120265960693,1.5004289998614695,1,666.4760545766093,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.4663369993286324,1.2850879430770874,1.4663369993286324,1,681.9714707177501,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.498777000051632,1.2982720136642456,1.498777000051632,1,667.2106657398335,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5870309998717858,1.3609280586242676,1.5870309998717858,1,630.1074144618402,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5520519991696347,1.3455040454864502,1.5520519991696347,1,644.3083096023918,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5290479996110662,1.3193279504776,1.5290479996110662,1,654.0017058028023,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.6761719998612534,1.387071967124939,1.6761719998612534,1,596.5974852716641,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5792190006322926,1.3664640188217163,1.5792190006322926,1,633.2243973759288,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.528329000393569,1.3284159898757935,1.528329000393569,1,654.309379552756,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.6564420002396218,1.4427200555801392,1.6564420002396218,1,603.7036007631655,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.4250840004024212,1.2399040460586548,1.4250840004024212,1,701.713021630736,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.5051669997774297,1.3024640083312988,1.5051669997774297,1,664.3781056506492,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu,models/tiny-gpt2,fp32,1.4919710001777275,1.2931519746780396,1.4919710001777275,1,670.2543145147441,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu/fp32/run_1766344223875.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.27185100043425336,0.1544959992170334,0.27185100043425336,1,3678.4856351553067,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.29286000062711537,0.15887999534606934,0.29286000062711537,1,3414.6008258507522,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.24056700021901634,0.13715200126171112,0.24056700021901634,1,4156.846113929104,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.32371799989050487,0.14406399428844452,0.32371799989050487,1,3089.108422572246,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.2134830001523369,0.11247999966144562,0.2134830001523369,1,4684.213727961577,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.3401710000616731,0.2824319899082184,0.3401710000616731,1,2939.697974897036,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.19043499924009666,0.147039994597435,0.19043499924009666,1,5251.135579018329,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18676800027606077,0.14268800616264343,0.18676800027606077,1,5354.236263824131,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18452600033924682,0.14236800372600555,0.18452600033924682,1,5419.290496523649,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.24011599998630118,0.19164800643920898,0.24011599998630118,1,4164.653750924765,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.20288399991841288,0.14956800639629364,0.20288399991841288,1,4928.924904882281,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.19121300010738196,0.1483200043439865,0.19121300010738196,1,5229.769939483283,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17384700004186016,0.12383999675512314,0.17384700004186016,1,5752.184390637817,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17730199942889158,0.13609600067138672,0.17730199942889158,1,5640.0943205440735,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.24655000015627593,0.18966400623321533,0.24655000015627593,1,4055.9724168166667,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.20035199941048631,0.15376000106334686,0.20035199941048631,1,4991.215475475113,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17931899947143393,0.1295360028743744,0.17931899947143393,1,5576.653912567157,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18352000006416347,0.127360001206398,0.18352000006416347,1,5448.997382576141,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.1871069998742314,0.13308799266815186,0.1871069998742314,1,5344.5354832912435,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.19727699964278145,0.1520320028066635,0.19727699964278145,1,5069.014643423948,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17772699993656715,0.1260800063610077,0.17772699993656715,1,5626.60710166104,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17295799989369698,0.1204800009727478,0.17295799989369698,1,5781.750486329731,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.3017799999724957,0.2515519857406616,0.3017799999724957,1,3313.672211846843,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18681599976844154,0.14351999759674072,0.18681599976844154,1,5352.8605753227785,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.2327089996470022,0.04982399940490723,0.2327089996470022,1,4297.212404835681,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.20187999962217873,0.15795199573040009,0.20187999962217873,1,4953.437695024342,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18631300008564722,0.14393599331378937,0.18631300008564722,1,5367.311994011715,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.1810100002330728,0.1393599957227707,0.1810100002330728,1,5524.556647214939,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.19135000002279412,0.1446399986743927,0.19135000002279412,1,5226.025606902939,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.1788380004654755,0.13279999792575836,0.1788380004654755,1,5591.652766175101,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.17669099997874582,0.12412799894809723,0.17669099997874582,1,5659.5978296590665,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.18557000021246495,0.14185599982738495,0.18557000021246495,1,5388.802063130185,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.1799950005079154,0.1380160003900528,0.1799950005079154,1,5555.709865152751,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.2019929997914005,0.14867199957370758,0.2019929997914005,1,4950.666612371253,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.20070099981239764,0.15612800419330597,0.20070099981239764,1,4982.5362152392645,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.19089000034000492,0.14473600685596466,0.19089000034000492,1,5238.61909067444,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
single_micro,micro,transformers-gpu-compile,models/tiny-gpt2,fp32,0.1911470008053584,0.1462399959564209,0.1911470008053584,1,5231.575676242403,ok,,,0,,scripts/tr120/results/tr120_root_cause_triton/20251221_191009/prefill/runs/single_micro/transformers-gpu-compile/fp32/run_1766344227082.json
