backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,94.0545846814815,90.99895549999815,9.321692185920366,84.52172299999461,149.24124699999197,106.25569339999858,110.08467810000298,130.1730586699975
transformers-gpu-compile,270,100.01760935555609,98.00479950000351,7.0658292793390425,91.94359800000028,141.94656899999814,108.71898460001434,112.6793300000102,129.24774538001088
